Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-20,18:30,Série A,Matchweek 1,Sun,Home,D,1,1,Sport Recife,,7964,,4-2-3-1,4-2-3-1,Arilson Bispo da Anunciação,Match Report,
2014-04-26,18:30,Série A,Matchweek 2,Sat,Away,D,0,0,Coritiba,,12354,,4-2-3-1,4-3-2-1,Emerson De Almeida Ferreira,Match Report,
2014-05-03,18:30,Série A,Matchweek 3,Sat,Home,D,0,0,Grêmio,,7934,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2014-05-11,18:30,Série A,Matchweek 4,Sun,Away,W,2,0,Figueirense,,7806,,4-3-2-1,4-3-3,Francisco Carlos do Nascimento,Match Report,
2014-05-18,17:30,Série A,Matchweek 5,Sun,Home,L,1,2,Atlético Mineiro,,15600,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2014-05-22,19:30,Série A,Matchweek 6,Thu,Away,D,2,2,Goiás,,6190,,4-2-3-1,4-4-2,Igor Junior Benevenuto,Match Report,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Home,D,0,0,Flamengo,,7182,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2014-05-29,21:00,Série A,Matchweek 8,Thu,Away,W,2,0,Bahia,,16089,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2014-06-01,18:30,Série A,Matchweek 9,Sun,Home,W,2,0,Criciúma,,5136,,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,
2014-07-17,19:30,Série A,Matchweek 10,Thu,Home,W,2,0,Palmeiras,,11774,,4-2-3-1,4-1-2-1-2,Raphael Claus,Match Report,
2014-07-20,18:30,Série A,Matchweek 11,Sun,Away,L,0,1,Fluminense,,4789,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2014-07-26,21:00,Série A,Matchweek 12,Sat,Home,W,3,0,Chapecoense,,6962,,4-2-3-1,4-4-2,Péricles Bassols Pegado Cortez,Match Report,
2014-08-03,18:30,Série A,Matchweek 13,Sun,Away,L,0,1,Internacional,,20258,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2014-08-10,16:00,Série A,Matchweek 14,Sun,Home,L,0,1,Corinthians,,12329,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2014-08-17,16:00,Série A,Matchweek 15,Sun,Away,L,0,3,Cruzeiro,,39215,,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,
2014-08-20,19:30,Série A,Matchweek 16,Wed,Home,W,2,0,Ath Paranaense,,4612,,4-2-3-1,4-4-2,Igor Junior Benevenuto,Match Report,
2014-08-24,16:00,Série A,Matchweek 17,Sun,Away,L,1,2,São Paulo,,31159,,4-2-3-1,4-4-2,Vinicius Furlan,Match Report,
