Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
5,Internacional,19,14,3,2,28,9,19,45,2.37,19,3,6,10,11,29,-18,15,0.79
6,Sport Recife,19,13,5,1,33,9,24,44,2.32,19,2,9,8,20,29,-9,15,0.79
7,Santos,19,15,3,1,47,15,32,48,2.53,19,1,7,11,12,26,-14,10,0.53
8,Cruzeiro,19,10,6,3,28,11,17,36,1.89,19,5,4,10,16,24,-8,19,1.0
9,Palmeiras,19,9,4,6,31,23,8,31,1.63,19,6,4,9,29,28,1,22,1.16
