Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Rafael Sóbis,br BRA,"FW,MF",32.0,19,1162.0,61.0,34.0,12.9,13,76.0,6.0,6,29.0,11,1.26,9.0,10.0,-1.0,-0.08,-0.12,Matches
Federico Mancuello,ar ARG,"DF,FW",28.0,20,962.0,48.0,28.1,10.7,13,64.0,3.0,7,19.0,9,1.25,6.0,10.0,-4.0,-0.37,-0.52,Matches
Raniel,br BRA,FW,21.0,32,1459.0,46.0,42.7,16.2,12,79.0,5.0,20,26.0,1,1.59,14.0,17.0,-3.0,-0.19,-0.32,Matches
David,br BRA,"FW,MF",22.0,19,1011.0,53.0,29.6,11.2,12,68.0,2.0,7,28.0,9,0.95,6.0,12.0,-6.0,-0.53,-0.76,Matches
Marcelo Hermes,br BRA,"DF,MF",22.0,11,940.0,85.0,27.5,10.4,11,85.0,9.0,0,,17,1.0,7.0,11.0,-4.0,-0.38,-0.53,Matches
Hernán Barcos,ar ARG,FW,33.0,14,930.0,66.0,27.2,10.3,11,79.0,5.0,3,20.0,5,1.36,12.0,12.0,0.0,0.0,0.0,Matches
Rafinha,br BRA,MF,34.0,19,1014.0,53.0,29.6,11.3,10,81.0,4.0,9,23.0,4,1.47,12.0,10.0,2.0,0.18,0.25,Matches
Murilo Cerqueira,br BRA,DF,20.0,9,771.0,86.0,22.5,8.6,9,86.0,8.0,0,,17,1.22,6.0,8.0,-2.0,-0.23,-0.3,Matches
Sassá,br BRA,FW,24.0,16,761.0,48.0,22.3,8.5,8,69.0,1.0,8,26.0,1,1.31,4.0,3.0,1.0,0.12,0.15,Matches
Rafael Pires,br BRA,GK,28.0,8,720.0,90.0,21.1,8.0,8,90.0,8.0,0,,28,0.88,5.0,7.0,-2.0,-0.25,-0.32,Matches
Fred,br BRA,FW,34.0,6,414.0,69.0,12.1,4.6,5,77.0,2.0,1,28.0,1,1.5,7.0,5.0,2.0,0.43,0.49,Matches
Patrick,br BRA,"DF,FW",20.0,6,393.0,66.0,11.5,4.4,3,91.0,3.0,3,40.0,25,1.5,4.0,3.0,1.0,0.23,0.26,Matches
Cacá,br BRA,DF,18.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,9,0.5,0.0,2.0,-2.0,-1.0,-1.06,Matches
Éderson,br BRA,MF,18.0,5,178.0,36.0,5.2,2.0,2,69.0,1.0,3,13.0,10,1.8,1.0,1.0,0.0,0.0,0.0,Matches
Marcelo,br BRA,FW,20.0,3,48.0,16.0,1.4,0.5,0,,0.0,3,15.0,1,1.33,1.0,1.0,0.0,0.0,0.0,Matches
Rafael Marques,br BRA,FW,34.0,2,24.0,12.0,0.7,0.3,0,,0.0,2,11.0,0,0.5,0.0,0.0,0.0,0.0,0.0,Matches
Vitinho,br BRA,"DF,MF",18.0,1,23.0,23.0,0.7,0.3,0,,0.0,1,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Santos,br BRA,DF,19.0,1,15.0,15.0,0.4,0.2,0,,0.0,1,14.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Laercio,br BRA,FW,19.0,2,10.0,5.0,0.3,0.1,0,,0.0,2,4.0,0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro,br BRA,FW,15.0,1,2.0,2.0,0.1,0.0,0,,0.0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Bicalho,br BRA,MF,16.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Digão,br BRA,DF,29.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Vitor Eudes,br BRA,GK,19.0,0,,,,,0,,0.0,0,,12,,,,,,,Matches
Lucas França,br BRA,GK,22.0,0,,,,,0,,0.0,0,,7,,,,,,,Matches
Michel,br BRA,MF,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Gustavo Rissi,br BRA,DF,19.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Squad Total,,,29.0,38,3420.0,90.0,100.0,38.0,418,84.0,,111,23.0,286,1.39,34.0,34.0,0.0,0.0,,
Opponent Total,,,27.0,38,3420.0,90.0,100.0,38.0,418,84.0,,114,22.0,315,1.32,34.0,34.0,0.0,0.0,,
