Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
3,Santos,38,17,12,9,42,32,10,63,1.66,12304,"Ricardo Oliveira, Bruno Henrique - 8",Vanderlei,→ Copa Libertadores via league finish
4,Grêmio,38,18,8,12,55,36,19,62,1.63,19921,Fernandinho - 9,Marcelo Grohe,→ Copa Libertadores
5,Cruzeiro,38,15,12,11,47,39,8,57,1.5,17369,Thiago Neves - 11,Fábio,→ Copa Libertadores via cup win 1
6,Flamengo,38,15,11,12,49,38,11,56,1.47,16486,Diego - 10,Diego Alves,→ Copa Libertadores via league finish
7,Vasco da Gama,38,15,11,12,40,47,-7,56,1.47,13994,"Luís Fabiano, Nenê - 5",Martín Silva,→ Copa Libertadores via league finish
