Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fábio,br BRA,GK,38.0,35.0,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,5,2,Matches
Henrique Pacheco Lima,br BRA,MF,33.0,33.0,74,42,31,41,2,33,82,40.2,49,48,16,32,53,127,49,2,Matches
Thiago Neves,br BRA,MF,33.0,23.4,17,9,2,11,4,3,19,15.8,16,11,1,10,7,24,9,1,Matches
Egídio Pereira Júnior,br BRA,DF,32.0,22.7,64,44,35,23,6,41,75,54.7,34,24,3,21,36,100,37,1,Matches
Fred,br BRA,FW,35.0,24.5,10,8,2,7,1,2,12,16.7,10,8,5,3,2,12,32,0,Matches
David,br BRA,"FW,MF",23.0,22.5,33,20,14,12,7,7,31,22.6,24,22,2,20,7,40,9,0,Matches
Luis Manuel Orejuela,co COL,DF,23.0,20.2,33,19,20,9,4,15,32,46.9,17,17,3,14,32,65,25,0,Matches
Robinho,br BRA,"MF,FW",31.0,20.8,25,16,8,13,4,7,58,12.1,51,20,1,19,18,43,7,1,Matches
Marquinhos Gabriel,br BRA,"FW,MF",28.0,20.0,18,10,5,13,0,6,26,23.1,20,18,1,17,7,25,12,1,Matches
Dedé,br BRA,DF,30.0,18.8,22,13,18,4,0,14,20,70.0,6,23,20,3,25,47,104,1,Matches
Éderson,br BRA,MF,19.0,18.3,31,15,12,15,4,13,36,36.1,23,14,7,7,26,57,31,0,Matches
Fabrício Bruno,br BRA,DF,22.0,19.0,20,13,13,7,0,18,25,72.0,7,23,16,7,13,33,73,0,Matches
Cacá,br BRA,DF,19.0,19.2,17,14,12,5,0,13,23,56.5,10,21,16,5,12,29,83,1,Matches
Léo,br BRA,DF,31.0,18.0,24,14,21,3,0,16,30,53.3,14,24,19,5,20,44,73,1,Matches
Pedro Rocha Neves,br BRA,"FW,MF",24.0,16.3,30,21,9,15,6,15,40,37.5,25,9,0,9,7,37,2,0,Matches
Dodô,br BRA,DF,26.0,15.1,30,20,19,7,4,17,23,73.9,6,12,7,5,26,56,42,0,Matches
Ariel Cabral,ar ARG,MF,31.0,8.5,16,9,3,11,2,5,22,22.7,17,11,3,8,17,33,13,0,Matches
Sassá,br BRA,FW,25.0,10.2,8,3,1,4,3,1,3,33.3,2,4,0,4,3,11,0,0,Matches
Edílson Mendes,br BRA,DF,32.0,9.9,16,9,11,5,0,7,14,50.0,7,6,4,2,16,32,18,0,Matches
Jadson,br BRA,"MF,FW",25.0,8.4,20,12,6,11,3,11,23,47.8,12,10,4,6,6,26,5,0,Matches
Lucas Romero,ar ARG,"DF,MF",24.0,7.8,16,9,9,6,1,9,19,47.4,10,8,2,6,16,32,11,0,Matches
Rodriguinho Marinho,br BRA,MF,30.0,3.3,5,4,2,3,0,1,4,25.0,3,0,0,0,1,6,0,0,Matches
Weverton,br BRA,DF,19.0,3.8,3,3,1,1,1,0,6,0.0,6,6,4,2,5,8,8,0,Matches
Rafael Pires,br BRA,GK,29.0,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Ezequiel,br BRA,"FW,MF",20.0,4.1,9,5,5,2,2,5,13,38.5,8,5,0,5,7,16,2,1,Matches
Mauricio,br BRA,"MF,FW",17.0,3.3,3,2,0,1,2,0,5,0.0,5,1,0,1,0,3,1,0,Matches
Lucas Silva,br BRA,MF,25.0,3.0,6,6,2,4,0,3,9,33.3,6,3,1,2,2,8,1,0,Matches
Diederrick Joel,cm CMR,FW,25.0,1.5,3,2,1,1,1,0,2,0.0,2,0,0,0,0,3,0,0,Matches
Murilo Cerqueira,br BRA,DF,21.0,0.9,1,1,1,0,0,0,0,,0,3,3,0,3,4,7,0,Matches
Rafael Santos,br BRA,"DF,MF",20.0,0.9,1,1,1,0,0,1,2,50.0,1,1,0,1,2,3,3,0,Matches
Raniel,br BRA,FW,22.0,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Vinícius Popó,br BRA,FW,17.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jadsom,br BRA,"MF,FW",17.0,0.3,1,0,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,Matches
Rafinha,br BRA,FW,35.0,0.2,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Welinton Torrão,br BRA,MF,19.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Squad Total,,,28.9,38.0,558,346,265,235,58,265,659,40.2,394,354,138,216,372,930,665,12,
Opponent Total,,,27.3,38.0,538,317,279,214,45,194,567,34.2,373,334,128,206,394,932,904,1,
