Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-14,21:00,Série A,Matchweek 1,Sat,Away,L,0,1,Coritiba,50,6028,,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2016-05-21,21:00,Série A,Matchweek 2,Sat,Home,D,2,2,Figueirense,70,12647,,4-2-3-1,4-1-4-1,Wagner Reway,Match Report,
2016-05-25,21:45,Série A,Matchweek 3,Wed,Away,L,1,4,Santa Cruz,65,16331,,4-1-2-1-2◆,4-2-3-1,Anderson Daronco,Match Report,
2016-05-28,16:00,Série A,Matchweek 4,Sat,Home,D,1,1,América (MG),66,11266,,4-1-2-1-2◆,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2016-06-01,21:45,Série A,Matchweek 5,Wed,Away,W,1,0,Botafogo (RJ),50,7057,,4-2-2-2,4-4-2,Elmo Alves Resende Cunha,Match Report,
2016-06-05,18:30,Série A,Matchweek 6,Sun,Home,L,0,1,São Paulo,60,18880,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-06-12,16:00,Série A,Matchweek 7,Sun,Away,W,3,2,Atlético Mineiro,32,19484,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-06-15,21:45,Série A,Matchweek 8,Wed,Home,L,0,1,Flamengo,62,17593,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-06-19,19:00,Série A,Matchweek 9,Sun,Away,L,0,2,Grêmio,44,14658,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-06-22,19:30,Série A,Matchweek 10,Wed,Away,W,4,0,Ponte Preta,36,4183,,4-3-2-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2016-06-25,19:00,Série A,Matchweek 11,Sat,Home,W,2,1,Palmeiras,51,18082,,4-3-2-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-06-29,21:00,Série A,Matchweek 12,Wed,Away,L,2,3,Chapecoense,53,6774,,4-3-2-1,4-3-2-1,Rodolpho Toski Marques,Match Report,
2016-07-03,11:00,Série A,Matchweek 13,Sun,Home,D,2,2,Vitória,59,43821,,4-2-3-1,3-4-3,Pericles Bassols Pegado Cortez,Match Report,
2016-07-11,20:00,Série A,Matchweek 14,Mon,Home,L,0,3,Ath Paranaense,61,32042,,4-3-3,4-2-3-1,Anderson Daronco,Match Report,
2016-07-17,16:00,Série A,Matchweek 15,Sun,Away,L,0,2,Fluminense,64,9681,,4-3-3,4-2-3-1,Wilton Sampaio,Match Report,
2016-07-24,16:00,Série A,Matchweek 16,Sun,Home,L,1,2,Sport Recife,60,18861,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-07-31,16:00,Série A,Matchweek 17,Sun,Away,L,0,2,Santos,50,13830,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2016-08-04,21:00,Série A,Matchweek 18,Thu,Home,W,4,2,Internacional,42,12454,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-08-08,21:00,Série A,Matchweek 19,Mon,Away,D,1,1,Corinthians,46,34487,,4-2-3-1,4-2-2-2,Dewson Fernando Freitas da Silva,Match Report,
2016-08-14,16:00,Série A,Matchweek 20,Sun,Home,D,2,2,Coritiba,67,13814,,4-2-3-1,4-4-2,Jailson Macêdo Freitas,Match Report,
2016-08-21,18:30,Série A,Matchweek 21,Sun,Away,W,2,1,Figueirense,50,2578,,4-2-3-1,4-2-3-1,Joao Batista de Arruda,Match Report,
2016-08-28,11:00,Série A,Matchweek 22,Sun,Home,W,2,0,Santa Cruz,47,46591,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2016-09-08,21:00,Série A,Matchweek 23,Thu,Away,W,2,0,América (MG),39,5651,,4-2-3-1,4-4-1-1,Igor Junior Benevenuto,Match Report,
2016-09-11,16:00,Série A,Matchweek 24,Sun,Home,L,0,2,Botafogo (RJ),62,26611,,4-2-3-1,4-3-1-2,Rafael Traci,Match Report,
2016-09-15,21:00,Série A,Matchweek 25,Thu,Away,L,0,1,São Paulo,46,15566,,4-2-3-1,4-1-4-1,Diego Almeida Real,Match Report,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Home,D,1,1,Atlético Mineiro,48,43381,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2016-09-25,16:00,Série A,Matchweek 27,Sun,Away,L,1,2,Flamengo,42,15680,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-10-01,18:30,Série A,Matchweek 28,Sat,Home,W,1,0,Grêmio,52,16678,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-10-08,21:00,Série A,Matchweek 29,Sat,Home,W,2,0,Ponte Preta,55,15425,,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2016-10-13,19:30,Série A,Matchweek 30,Thu,Away,D,0,0,Palmeiras,45,15709,,4-2-3-1,4-3-3,Jailson Macêdo Freitas,Match Report,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Home,D,0,0,Chapecoense,60,14761,,4-2-3-1,4-1-4-1,Luiz Flavio De Oliveira,Match Report,
2016-10-23,16:00,Série A,Matchweek 32,Sun,Away,W,1,0,Vitória,43,27489,,4-3-3,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-10-29,16:30,Série A,Matchweek 33,Sat,Away,L,0,1,Ath Paranaense,57,17702,,4-3-3,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-11-06,17:00,Série A,Matchweek 34,Sun,Home,W,4,2,Fluminense,46,7735,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-11-16,20:45,Série A,Matchweek 35,Wed,Away,W,1,0,Sport Recife,46,10458,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-11-20,17:00,Série A,Matchweek 36,Sun,Home,D,2,2,Santos,51,13902,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2016-11-27,17:00,Série A,Matchweek 37,Sun,Away,L,0,1,Internacional,49,25352,,4-4-2,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Home,W,3,2,Corinthians,46,16074,,4-2-3-1,4-1-4-1,Wagner Reway,Match Report,
