Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Fábio,br BRA,GK,34.0,36.0,0,,,,,,,,,0,0,Matches
Manoel,br BRA,DF,24.0,36.0,1,,,,,,,,,0,0,Matches
Henrique Pacheco Lima,br BRA,MF,29.0,29.0,1,,,,,,,,,0,0,Matches
Willians,br BRA,MF,29.0,27.8,2,,,,,,,,,1,1,Matches
Willian,br BRA,"FW,MF",28.0,26.5,11,,,,,,,,,0,1,Matches
Fabrício,br BRA,"DF,MF",28.0,23.5,1,,,,,,,,,0,0,Matches
Bruno Rodrigo,br BRA,DF,29.0,20.6,0,,,,,,,,,0,0,Matches
Ceará,br BRA,DF,34.0,16.5,1,,,,,,,,,0,0,Matches
Charles Fernando Basílio da Silva,br BRA,MF,29.0,17.1,3,,,,,,,,,0,0,Matches
Ariel Cabral,ar ARG,MF,27.0,16.2,0,,,,,,,,,0,0,Matches
Paulo André,br BRA,DF,31.0,15.9,0,,,,,,,,,0,0,Matches
Giorgian De Arrascaeta,uy URU,"FW,MF",20.0,15.2,4,,,,,,,,,0,0,Matches
Alisson,br BRA,"FW,MF",21.0,13.1,3,,,,,,,,,0,0,Matches
Marquinhos,br BRA,"DF,FW",25.0,12.6,1,,,,,,,,,0,0,Matches
Mayke,br BRA,"DF,MF",22.0,12.4,0,,,,,,,,,0,0,Matches
Leandro Damião,br BRA,FW,25.0,13.1,4,,,,,,,,,0,0,Matches
Marcos Vinícius,br BRA,MF,20.0,11.9,3,,,,,,,,,0,0,Matches
Pará,br BRA,DF,19.0,10.4,0,,,,,,,,,0,0,Matches
Allano,br BRA,"FW,MF",19.0,10.2,0,,,,,,,,,0,0,Matches
Marinho,br BRA,"FW,MF",24.0,7.9,1,,,,,,,,,0,1,Matches
Vinícius Araújo,br BRA,FW,21.0,6.3,2,,,,,,,,,0,0,Matches
Eugenio Mena,cl CHI,"DF,MF",26.0,5.4,0,,,,,,,,,0,0,Matches
Fabiano Leismann,br BRA,DF,23.0,6.1,1,,,,,,,,,0,0,Matches
Gabriel Xavier,br BRA,"FW,MF",21.0,5.6,1,,,,,,,,,0,0,Matches
Diederrick Joel,cm CMR,FW,21.0,4.9,1,,,,,,,,,0,0,Matches
Léo,br BRA,DF,27.0,4.2,0,,,,,,,,,0,0,Matches
Henrique Dourado,br BRA,FW,25.0,3.0,0,,,,,,,,,0,0,Matches
Rafael Pires,br BRA,GK,25.0,2.0,0,,,,,,,,,0,0,Matches
Willian Farias,br BRA,MF,25.0,1.3,0,,,,,,,,,0,0,Matches
Eurico,br BRA,MF,20.0,1.9,0,,,,,,,,,0,0,Matches
Douglas Grolli,br BRA,DF,25.0,1.5,0,,,,,,,,,0,0,Matches
Bruno Ramires,br BRA,"DF,MF",20.0,1.4,0,,,,,,,,,0,0,Matches
Neílton,br BRA,"FW,MF",20.0,0.3,0,,,,,,,,,0,0,Matches
Júlio Baptista,br BRA,"FW,MF",33.0,0.3,0,,,,,,,,,0,0,Matches
Uillian Correia,br BRA,MF,25.0,0.2,0,,,,,,,,,0,0,Matches
Judivan,br BRA,"FW,MF",19.0,0.2,0,,,,,,,,,0,0,Matches
Duvier Riascos,co COL,FW,28.0,0.1,0,,,,,,,,,0,0,Matches
Squad Total,,,27.1,38.0,41,,,,,,,,,1,3,
Opponent Total,,,26.1,38.0,35,,,,,,,,,1,1,
