Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Fábio,br BRA,GK,38.0,35,35,3150,35.0,40,1.14,134,92,72.4,7,14,14,12,34.3,6,3,2,1,40.0,Matches
Rafael Pires,br BRA,GK,29.0,3,3,270,3.0,6,2.0,18,12,72.2,0,1,2,1,33.3,1,1,0,0,0.0,Matches
Squad Total,,,28.9,38,38,3420,38.0,46,1.21,152,104,72.4,7,15,16,13,34.2,7,4,2,1,33.3,
Opponent Total,,,27.3,38,38,3420,38.0,27,0.71,152,125,84.9,16,15,7,16,42.1,5,4,0,1,0.0,
