Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
15,Botafogo (RJ),38,13,4,21,31,45,-14,43,1.13,37.9,62.9,-24.9,-0.66,17425,Diego Souza - 7,Gatito Fernández,
16,Ceará,38,10,9,19,36,41,-5,39,1.03,48.7,53.4,-4.7,-0.12,26742,Thiago Galhardo - 12,Diogo Silva,
17,Cruzeiro,38,7,15,16,27,46,-19,36,0.95,46.5,51.4,-4.8,-0.13,27049,Thiago Neves - 6,Fábio,Relegated
18,CSA,38,8,8,22,24,58,-34,32,0.84,34.9,65.6,-30.8,-0.81,12015,Jonathan David Gómez - 5,Jordi Almeida,Relegated
19,Chapecoense,38,7,11,20,31,52,-21,32,0.84,41.7,67.7,-26.0,-0.68,7430,Everaldo Stum - 13,Tiepo,Relegated
