Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Fábio,br BRA,GK,34.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,0,1.5,43.0,32.0,11.0,0.31,1.31,Matches
Manoel,br BRA,DF,24.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,1,1.42,42.0,34.0,8.0,0.22,-0.28,Matches
Henrique Pacheco Lima,br BRA,MF,29.0,31,2613.0,84.0,76.4,29.0,31,84.0,27.0,0,,0,1.45,31.0,28.0,3.0,0.1,-0.57,Matches
Willians,br BRA,MF,29.0,29,2502.0,86.0,73.2,27.8,29,86.0,24.0,0,,3,1.48,38.0,27.0,11.0,0.4,0.59,Matches
Willian,br BRA,"FW,MF",28.0,30,2387.0,80.0,69.8,26.5,27,85.0,17.0,3,33.0,5,1.4,33.0,23.0,10.0,0.38,0.46,Matches
Fabrício,br BRA,"DF,MF",28.0,25,2113.0,85.0,61.8,23.5,23,90.0,22.0,2,24.0,2,1.6,27.0,20.0,7.0,0.3,0.16,Matches
Bruno Rodrigo,br BRA,DF,29.0,22,1853.0,84.0,54.2,20.6,22,84.0,20.0,0,,2,1.64,29.0,18.0,11.0,0.53,0.65,Matches
Ceará,br BRA,DF,34.0,19,1488.0,78.0,43.5,16.5,18,81.0,12.0,1,35.0,3,1.74,27.0,13.0,14.0,0.85,1.08,Matches
Charles Fernando Basílio da Silva,br BRA,MF,29.0,25,1539.0,62.0,45.0,17.1,17,78.0,11.0,8,27.0,10,1.56,19.0,16.0,3.0,0.18,-0.11,Matches
Ariel Cabral,ar ARG,MF,27.0,18,1458.0,81.0,42.6,16.2,17,83.0,11.0,1,45.0,2,1.89,28.0,13.0,15.0,0.93,1.2,Matches
Paulo André,br BRA,DF,31.0,17,1428.0,84.0,41.8,15.9,15,87.0,14.0,2,63.0,16,1.35,14.0,15.0,-1.0,-0.06,-0.51,Matches
Giorgian De Arrascaeta,uy URU,"FW,MF",20.0,23,1364.0,59.0,39.9,15.2,14,79.0,6.0,9,29.0,5,1.09,14.0,16.0,-2.0,-0.13,-0.61,Matches
Alisson,br BRA,"FW,MF",21.0,17,1181.0,69.0,34.5,13.1,13,82.0,9.0,4,27.0,2,1.59,19.0,13.0,6.0,0.46,0.34,Matches
Marquinhos,br BRA,"DF,FW",25.0,23,1134.0,49.0,33.2,12.6,13,73.0,7.0,10,18.0,12,1.65,16.0,12.0,4.0,0.32,0.12,Matches
Mayke,br BRA,"DF,MF",22.0,17,1118.0,66.0,32.7,12.4,13,77.0,8.0,4,28.0,10,1.18,9.0,11.0,-2.0,-0.16,-0.59,Matches
Leandro Damião,br BRA,FW,25.0,23,1177.0,51.0,34.4,13.1,12,78.0,5.0,11,22.0,4,1.35,10.0,14.0,-4.0,-0.31,-0.83,Matches
Marcos Vinícius,br BRA,MF,20.0,20,1069.0,53.0,31.3,11.9,12,72.0,4.0,8,26.0,9,1.45,15.0,10.0,5.0,0.42,0.27,Matches
Pará,br BRA,DF,19.0,11,939.0,85.0,27.5,10.4,11,85.0,9.0,0,,12,1.45,16.0,13.0,3.0,0.29,0.07,Matches
Allano,br BRA,"FW,MF",19.0,16,915.0,57.0,26.8,10.2,11,67.0,1.0,5,36.0,4,1.63,13.0,7.0,6.0,0.59,0.48,Matches
Marinho,br BRA,"FW,MF",24.0,12,711.0,59.0,20.8,7.9,8,71.0,4.0,4,36.0,8,1.33,6.0,7.0,-1.0,-0.13,-0.46,Matches
Vinícius Araújo,br BRA,FW,21.0,12,566.0,47.0,16.5,6.3,8,65.0,0.0,4,12.0,9,1.33,7.0,8.0,-1.0,-0.16,-0.47,Matches
Eugenio Mena,cl CHI,"DF,MF",26.0,6,482.0,80.0,14.1,5.4,6,80.0,4.0,0,,16,1.0,2.0,5.0,-3.0,-0.56,-0.93,Matches
Fabiano Leismann,br BRA,DF,23.0,12,550.0,46.0,16.1,6.1,4,82.0,3.0,8,28.0,22,1.33,6.0,6.0,0.0,0.0,-0.28,Matches
Gabriel Xavier,br BRA,"FW,MF",21.0,12,502.0,42.0,14.7,5.6,4,65.0,0.0,8,30.0,16,1.5,1.0,2.0,-1.0,-0.18,-0.49,Matches
Diederrick Joel,cm CMR,FW,21.0,11,440.0,40.0,12.9,4.9,4,74.0,2.0,7,20.0,4,1.27,6.0,2.0,4.0,0.82,0.67,Matches
Léo,br BRA,DF,27.0,5,379.0,76.0,11.1,4.2,4,90.0,4.0,1,18.0,14,1.4,4.0,5.0,-1.0,-0.24,-0.53,Matches
Henrique Dourado,br BRA,FW,25.0,5,272.0,54.0,8.0,3.0,3,78.0,1.0,2,20.0,8,0.8,1.0,2.0,-1.0,-0.33,-0.62,Matches
Rafael Pires,br BRA,GK,25.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,36,0.5,1.0,3.0,-2.0,-1.0,-1.31,Matches
Willian Farias,br BRA,MF,25.0,3,115.0,38.0,3.4,1.3,2,35.0,0.0,1,45.0,0,0.0,0.0,2.0,-2.0,-1.57,-1.86,Matches
Eurico,br BRA,MF,20.0,3,174.0,58.0,5.1,1.9,1,92.0,1.0,2,41.0,16,1.33,2.0,3.0,-1.0,-0.52,-0.79,Matches
Douglas Grolli,br BRA,DF,25.0,2,135.0,68.0,3.9,1.5,1,90.0,1.0,1,45.0,29,1.5,1.0,2.0,-1.0,-0.67,-0.94,Matches
Bruno Ramires,br BRA,"DF,MF",20.0,3,126.0,42.0,3.7,1.4,1,63.0,0.0,2,32.0,7,1.33,1.0,1.0,0.0,0.0,-0.25,Matches
Neílton,br BRA,"FW,MF",20.0,1,28.0,28.0,0.8,0.3,0,,0.0,1,27.0,5,1.0,1.0,1.0,0.0,0.0,-0.24,Matches
Júlio Baptista,br BRA,"FW,MF",33.0,2,27.0,14.0,0.8,0.3,0,,0.0,2,13.0,0,2.0,1.0,0.0,1.0,3.33,3.12,Matches
Uillian Correia,br BRA,MF,25.0,1,21.0,21.0,0.6,0.2,0,,0.0,1,20.0,11,3.0,0.0,0.0,0.0,0.0,-0.24,Matches
Judivan,br BRA,"FW,MF",19.0,1,21.0,21.0,0.6,0.2,0,,0.0,1,20.0,0,0.0,0.0,1.0,-1.0,-4.29,-4.55,Matches
Duvier Riascos,co COL,FW,28.0,1,11.0,11.0,0.3,0.1,0,,0.0,1,10.0,1,1.0,1.0,1.0,0.0,0.0,-0.24,Matches
Dedé,br BRA,DF,26.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Elisson,br BRA,GK,27.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Alex Flávio Santos Luz,br BRA,DF,22.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Felipe Seymour,cl CHI,MF,27.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Bruno Viana,br BRA,DF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Squad Total,,,27.1,38,3420.0,90.0,100.0,38.0,418,82.0,,114,27.0,317,1.45,44.0,35.0,9.0,0.24,,
Opponent Total,,,26.1,38,3420.0,90.0,100.0,38.0,418,82.0,,113,25.0,273,1.29,35.0,44.0,-9.0,-0.24,,
