Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,959,1220,78.6,26310,17577,143,143,100.0,499,501,99.6,313,570,54.9,0,0.0,0.0,0.0,1,12,0,0,0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,1659,1936,85.7,33343,12637,529,581,91.0,918,995,92.3,206,327,63.0,0,0.3,0.4,-0.3,8,125,3,0,123,Matches
Marlon,br BRA,DF,25.0,35.5,1681,2197,76.5,31351,11352,699,815,85.8,768,915,83.9,195,365,53.4,2,4.1,4.4,-2.1,57,154,32,27,174,Matches
William,br BRA,DF,27.0,29.4,1177,1601,73.5,20767,7933,567,657,86.3,459,597,76.9,136,263,51.7,2,4.8,4.3,-2.8,30,125,44,20,159,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,689,971,71.0,10255,2825,397,472,84.1,214,292,73.3,48,93,51.6,4,4.6,4.4,-0.6,46,55,48,6,123,Matches
Neris,br BRA,DF,30.0,23.5,841,1008,83.4,17342,6981,257,294,87.4,460,511,90.0,118,178,66.3,1,0.7,0.4,0.3,3,68,5,1,90,Matches
Mateus Vital,br BRA,MF,24.0,20.9,760,904,84.1,12473,3004,404,450,89.8,275,312,88.1,65,87,74.7,2,2.4,3.0,-0.4,30,89,29,6,126,Matches
Machado,br BRA,MF,27.0,25.3,1052,1271,82.8,21889,5867,328,377,87.0,536,590,90.8,177,266,66.5,3,1.8,1.2,1.2,31,126,8,0,149,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,384,576,66.7,5913,1499,225,279,80.6,122,199,61.3,27,49,55.1,1,1.5,1.3,-0.5,17,33,16,4,63,Matches
Jussa,br BRA,MF,26.0,19.6,668,803,83.2,11929,3723,262,302,86.8,331,362,91.4,61,98,62.2,0,0.4,0.3,-0.4,12,79,4,1,84,Matches
Lucas Silva,br BRA,MF,29.0,16.4,753,930,81.0,14876,4144,276,309,89.3,340,384,88.5,122,186,65.6,2,2.0,2.3,0.0,46,104,15,2,127,Matches
Arthur,br BRA,"FW,MF",24.0,15.0,323,431,74.9,5028,1024,181,222,81.5,108,133,81.2,25,40,62.5,1,1.2,1.8,-0.2,11,14,13,1,38,Matches
Lucas Oliveira,br BRA,DF,26.0,14.6,645,782,82.5,13730,5421,152,176,86.4,409,440,93.0,82,150,54.7,0,0.2,0.4,-0.2,4,66,4,1,67,Matches
Gilberto,br BRA,FW,33.0,12.1,200,266,75.2,2590,464,117,144,81.3,52,69,75.4,9,12,75.0,1,0.9,0.5,0.1,8,11,2,1,12,Matches
Matheus Pereira,br BRA,"FW,MF",26.0,11.4,447,607,73.6,6723,2027,260,295,88.1,129,169,76.3,35,90,38.9,1,2.8,3.3,-1.8,22,61,16,1,61,Matches
Nikão,br BRA,"FW,MF",30.0,8.9,284,382,74.3,4819,1275,148,172,86.0,100,118,84.7,33,68,48.5,3,2.4,2.1,0.6,26,22,19,3,43,Matches
Ian Luccas,br BRA,MF,19.0,5.3,94,125,75.2,1276,316,52,67,77.6,35,47,74.5,1,2,50.0,1,0.8,0.6,0.2,5,8,2,0,14,Matches
Helibelton Palacios,co COL,DF,29.0,7.0,209,281,74.4,3006,1440,128,145,88.3,67,96,69.8,11,20,55.0,0,0.1,0.2,-0.1,2,17,3,1,27,Matches
Rafael Elias,br BRA,FW,23.0,6.0,68,105,64.8,1013,194,40,52,76.9,20,35,57.1,5,9,55.6,0,0.7,1.0,-0.7,5,5,4,0,10,Matches
