Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Rafael Sóbis,br BRA,"FW,MF",32.0,19,13,1162.0,12.9,3.0,1.0,4.0,1.0,2.0,2.0,3.0,0.0,0.23,0.08,0.31,0.08,0.15,Matches
Federico Mancuello,ar ARG,"DF,FW",28.0,20,13,962.0,10.7,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.09,0.09,0.19,0.0,0.09,Matches
Raniel,br BRA,FW,21.0,32,12,1459.0,16.2,4.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.25,0.06,0.31,0.25,0.31,Matches
David,br BRA,"FW,MF",22.0,19,12,1011.0,11.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches
Marcelo Hermes,br BRA,"DF,MF",22.0,11,11,940.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hernán Barcos,ar ARG,FW,33.0,14,11,930.0,10.3,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches
Rafinha,br BRA,MF,34.0,19,10,1014.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Murilo Cerqueira,br BRA,DF,20.0,9,9,771.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sassá,br BRA,FW,24.0,16,8,761.0,8.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Rafael Pires,br BRA,GK,28.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fred,br BRA,FW,34.0,6,5,414.0,4.6,3.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,0.65,0.22,0.87,0.43,0.65,Matches
Patrick,br BRA,"DF,FW",20.0,6,3,393.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches
Cacá,br BRA,DF,18.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Éderson,br BRA,MF,18.0,5,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo,br BRA,FW,20.0,3,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Marques,br BRA,FW,34.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitinho,br BRA,"DF,MF",18.0,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Santos,br BRA,DF,19.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Laercio,br BRA,FW,19.0,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro,br BRA,FW,15.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Bicalho,br BRA,MF,16.0,0,0,,,,,,,,,,,,,,,,Matches
Digão,br BRA,DF,29.0,0,0,,,,,,,,,,,,,,,,Matches
Vitor Eudes,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches
Lucas França,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches
Michel,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Gustavo Rissi,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,29.0,38,418,3420.0,38.0,32.0,20.0,52.0,27.0,5.0,7.0,100.0,2.0,0.84,0.53,1.37,0.71,1.24,
Opponent Total,,,27.0,38,418,3420.0,38.0,32.0,20.0,52.0,28.0,4.0,5.0,104.0,4.0,0.84,0.53,1.37,0.74,1.26,
