Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Fábio,br BRA,GK,37.0,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo,br BRA,DF,30.0,31,30,2694.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Egídio Pereira Júnior,br BRA,DF,31.0,25,24,2205.0,24.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Robinho,br BRA,MF,30.0,28,23,2024.0,22.5,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches
Thiago Neves,br BRA,MF,32.0,24,21,1746.0,19.4,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.15,0.0,0.15,0.1,0.1,Matches
Lucas Romero,ar ARG,"DF,MF",23.0,23,20,1851.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dedé,br BRA,DF,29.0,20,20,1800.0,20.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Henrique Pacheco Lima,br BRA,MF,32.0,19,19,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Lucas Silva,br BRA,MF,24.0,23,19,1595.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ariel Cabral,ar ARG,MF,30.0,21,18,1538.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Edílson Mendes,br BRA,DF,31.0,18,18,1532.0,17.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Manoel,br BRA,DF,27.0,16,15,1395.0,15.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Giorgian De Arrascaeta,uy URU,"FW,MF",23.0,20,14,1337.0,14.9,6.0,6.0,12.0,6.0,0.0,0.0,4.0,0.0,0.4,0.4,0.81,0.4,0.81,Matches
Ezequiel,br BRA,DF,24.0,15,14,1299.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Silva,br BRA,MF,31.0,20,14,1115.0,12.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.16,0.08,0.24,0.16,0.24,Matches
