Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Fábio,br BRA,GK,36.0,32,32,2880,32.0,31,0.97,109,84,77.1,12,11,9,11,34.4,6,6,0,0,0.0,Matches
Rafael Pires,br BRA,GK,27.0,6,6,540,6.0,8,1.33,22,16,72.7,3,1,2,1,16.7,2,2,0,0,0.0,Matches
Squad Total,,,27.6,38,38,3420,38.0,39,1.03,131,100,76.3,15,12,11,12,31.6,8,8,0,0,0.0,
Opponent Total,,,26.9,38,38,3420,38.0,47,1.24,172,129,74.4,11,12,15,10,26.3,5,3,1,1,25.0,
