Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Fábio,br BRA,GK,36.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diogo Barbosa,br BRA,DF,24.0,31,31,2774.0,30.8,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.03,0.13,0.16,0.03,0.16,Matches
Thiago Neves,br BRA,MF,31.0,33,30,2598.0,28.9,11.0,7.0,18.0,11.0,0.0,1.0,7.0,0.0,0.38,0.24,0.62,0.38,0.62,Matches
Henrique Pacheco Lima,br BRA,MF,31.0,28,27,2308.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo,br BRA,DF,29.0,26,26,2340.0,26.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Lucas Romero,ar ARG,"DF,MF",22.0,29,26,2253.0,25.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches
Rafinha,br BRA,MF,33.0,28,24,1992.0,22.1,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.14,0.05,0.18,0.14,0.18,Matches
Murilo Cerqueira,br BRA,DF,19.0,24,22,1994.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alisson,br BRA,"FW,MF",23.0,27,20,1860.0,20.7,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,0.1,0.24,0.34,0.1,0.34,Matches
Ezequiel,br BRA,DF,23.0,21,20,1808.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Rafael Sóbis,br BRA,"FW,MF",31.0,23,16,1412.0,15.7,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,0.25,0.06,0.32,0.25,0.32,Matches
Robinho,br BRA,MF,29.0,18,14,1252.0,13.9,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.22,0.14,0.36,0.22,0.36,Matches
Hudson,br BRA,MF,29.0,17,14,1183.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Lucas Silva,br BRA,MF,23.0,20,13,1183.0,13.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.15,0.15,0.0,0.15,Matches
Ariel Cabral,ar ARG,MF,29.0,14,12,1076.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giorgian De Arrascaeta,uy URU,"FW,MF",22.0,16,11,1075.0,11.9,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.25,0.17,0.42,0.25,0.42,Matches
Digão,br BRA,DF,28.0,10,9,828.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches
Manoel,br BRA,DF,26.0,9,9,759.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Sassá,br BRA,FW,23.0,15,8,784.0,8.7,6.0,0.0,6.0,5.0,1.0,2.0,2.0,0.0,0.69,0.0,0.69,0.57,0.57,Matches
