Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-10-19,19:00,Série A,Matchweek 27,Sat,Away,W,2,1,Corinthians,2.5,0.8,46,31631.0,Henrique Pacheco Lima,4-2-3-1,4-1-4-1,Bruno Arleu de Araujo,Match Report,
2019-10-26,22:00,Série A,Matchweek 28,Sat,Home,D,1,1,Fortaleza,2.0,1.1,67,32268.0,Henrique Pacheco Lima,4-2-3-1,4-4-1-1,Raphael Claus,Match Report,
2019-10-31,21:30,Série A,Matchweek 29,Thu,Away,W,2,0,Botafogo (RJ),0.5,1.7,44,20690.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2019-11-03,20:00,Série A,Matchweek 30,Sun,Home,D,1,1,Bahia,1.7,1.4,63,21933.0,Henrique Pacheco Lima,4-2-3-1,4-3-3,Wagner Reway,Match Report,
2019-11-06,21:30,Série A,Matchweek 31,Wed,Away,D,0,0,Ath Paranaense,0.5,2.0,35,11838.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2019-11-10,17:00,Série A,Matchweek 32,Sun,Home,D,0,0,Atlético Mineiro,1.1,0.6,58,43205.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2019-11-18,20:00,Série A,Matchweek 33,Mon,Home,D,0,0,Avaí,0.9,0.7,71,21217.0,Henrique Pacheco Lima,4-2-3-1,4-4-2,Diego Pombo Lopez,Match Report,
2019-11-23,21:00,Série A,Matchweek 34,Sat,Away,L,1,4,Santos,0.5,2.3,44,7905.0,Henrique Pacheco Lima,4-1-4-1,4-3-3,Leandro Pedro Vuaden,Match Report,
2019-11-28,21:30,Série A,Matchweek 35,Thu,Home,L,0,1,CSA,2.3,1.0,72,34920.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2019-12-02,20:00,Série A,Matchweek 36,Mon,Away,L,0,1,Vasco da Gama,1.2,0.6,58,19796.0,Henrique Pacheco Lima,4-3-3,4-3-3,Wilton Sampaio,Match Report,
2019-12-05,19:15,Série A,Matchweek 37,Thu,Away,L,0,2,Grêmio,1.3,1.7,38,18306.0,Henrique Pacheco Lima,4-1-4-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2019-12-08,16:00,Série A,Matchweek 38,Sun,Home,L,0,2,Palmeiras,0.5,0.9,57,24035.0,Henrique Pacheco Lima,4-3-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,
