Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Henrique Pacheco Lima,br BRA,MF,30.0,31,2665.0,86.0,77.9,29.6,31,86.0,28.0,0,,0,1.32,38.0,38.0,0.0,0.0,0.12,Matches
Giorgian De Arrascaeta,uy URU,"FW,MF",21.0,31,2398.0,77.0,70.1,26.6,30,80.0,15.0,1,6.0,2,1.42,42.0,37.0,5.0,0.19,0.72,Matches
Bruno Rodrigo,br BRA,DF,30.0,30,2637.0,88.0,77.1,29.3,29,90.0,28.0,1,33.0,6,1.4,36.0,36.0,0.0,0.0,0.11,Matches
Lucas Romero,ar ARG,"DF,MF",21.0,24,1879.0,78.0,54.9,20.9,21,87.0,17.0,3,19.0,4,1.54,27.0,22.0,5.0,0.24,0.59,Matches
Robinho,br BRA,MF,28.0,24,1773.0,74.0,51.8,19.7,21,80.0,11.0,3,29.0,1,1.42,24.0,20.0,4.0,0.2,0.48,Matches
Rafael Sóbis,br BRA,"FW,MF",30.0,22,1673.0,76.0,48.9,18.6,21,79.0,9.0,1,20.0,1,1.32,22.0,21.0,1.0,0.05,0.16,Matches
Lucas Marques,br BRA,DF,27.0,21,1727.0,82.0,50.5,19.2,20,84.0,12.0,1,45.0,12,1.05,20.0,29.0,-9.0,-0.47,-0.89,Matches
Ariel Cabral,ar ARG,MF,28.0,25,1661.0,66.0,48.6,18.5,20,76.0,8.0,5,28.0,9,1.24,21.0,24.0,-3.0,-0.16,-0.26,Matches
Fábio,br BRA,GK,35.0,19,1654.0,87.0,48.4,18.4,19,87.0,18.0,0,,0,1.0,24.0,33.0,-9.0,-0.49,-0.9,Matches
Willian,br BRA,"FW,MF",29.0,33,1712.0,52.0,50.1,19.0,18,81.0,10.0,15,16.0,4,1.24,19.0,28.0,-9.0,-0.47,-0.89,Matches
Edimar Fraga,br BRA,"DF,MF",29.0,20,1677.0,84.0,49.0,18.6,18,90.0,18.0,2,28.0,3,1.4,22.0,24.0,-2.0,-0.11,-0.16,Matches
Rafael Pires,br BRA,GK,26.0,17,1530.0,90.0,44.7,17.0,17,90.0,17.0,0,,15,1.65,20.0,14.0,6.0,0.35,0.69,Matches
Manoel,br BRA,DF,25.0,16,1422.0,89.0,41.6,15.8,16,89.0,14.0,0,,5,1.5,21.0,19.0,2.0,0.13,0.26,Matches
Ramón Ábila,ar ARG,FW,26.0,21,1335.0,64.0,39.0,14.8,15,81.0,6.0,6,19.0,1,1.43,17.0,18.0,-1.0,-0.07,-0.07,Matches
Bryan Silva Garcia,br BRA,DF,23.0,15,1235.0,82.0,36.1,13.7,15,82.0,11.0,0,,20,1.6,21.0,15.0,6.0,0.44,0.73,Matches
Léo,br BRA,DF,28.0,15,1238.0,83.0,36.2,13.8,14,88.0,13.0,1,13.0,22,1.73,17.0,12.0,5.0,0.36,0.61,Matches
Bruno Ramires,br BRA,"DF,MF",21.0,16,1195.0,75.0,34.9,13.3,13,87.0,10.0,3,21.0,15,1.13,19.0,21.0,-2.0,-0.15,-0.19,Matches
