Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Bruno Viana,br BRA,DF,20.0,13,1170.0,90.0,34.2,13.0,13,90.0,13.0,0,,7,1.15,18.0,23.0,-5.0,-0.38,-0.54,Matches
Alisson,br BRA,"FW,MF",22.0,20,1193.0,60.0,34.9,13.3,12,84.0,7.0,8,24.0,3,1.55,23.0,17.0,6.0,0.45,0.74,Matches
Ezequiel,br BRA,DF,22.0,12,875.0,73.0,25.6,9.7,9,90.0,9.0,3,21.0,11,1.42,10.0,8.0,2.0,0.21,0.31,Matches
Élber,br BRA,"FW,MF",23.0,13,758.0,58.0,22.2,8.4,8,79.0,4.0,5,25.0,6,1.23,13.0,15.0,-2.0,-0.24,-0.27,Matches
Rafinha,br BRA,MF,32.0,16,846.0,53.0,24.7,9.4,7,85.0,3.0,9,28.0,2,1.56,10.0,7.0,3.0,0.32,0.46,Matches
Duvier Riascos,co COL,FW,29.0,11,558.0,51.0,16.3,6.2,6,77.0,1.0,5,20.0,1,1.27,10.0,8.0,2.0,0.32,0.42,Matches
Fabrício Bruno,br BRA,DF,19.0,7,379.0,54.0,11.1,4.2,4,91.0,4.0,3,5.0,29,1.43,4.0,8.0,-4.0,-0.95,-1.04,Matches
Juan Sánchez Miño,ar ARG,"DF,MF",26.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,1,0.5,4.0,8.0,-4.0,-1.0,-1.09,Matches
Allano,br BRA,"FW,MF",20.0,9,317.0,35.0,9.3,3.5,3,61.0,1.0,6,22.0,3,0.89,0.0,6.0,-6.0,-1.7,-1.85,Matches
Mayke,br BRA,"DF,MF",23.0,4,247.0,62.0,7.2,2.7,3,75.0,2.0,1,21.0,1,1.5,7.0,2.0,5.0,1.82,1.99,Matches
Matías Pisano,ar ARG,"FW,MF",24.0,4,184.0,46.0,5.4,2.0,3,58.0,0.0,1,11.0,12,0.25,2.0,4.0,-2.0,-0.98,-1.01,Matches
Lucas França,br BRA,GK,20.0,3,236.0,79.0,6.9,2.6,2,91.0,2.0,1,55.0,35,1.67,4.0,2.0,2.0,0.76,0.85,Matches
Federico Gino,uy URU,"DF,MF",22.0,4,215.0,54.0,6.3,2.4,2,69.0,1.0,2,39.0,20,0.5,3.0,6.0,-3.0,-1.26,-1.31,Matches
Alex Apolinário,br BRA,DF,19.0,7,170.0,24.0,5.0,1.9,1,64.0,0.0,6,18.0,14,1.0,1.0,6.0,-5.0,-2.65,-2.76,Matches
Marcos Vinícius,br BRA,MF,21.0,9,165.0,18.0,4.8,1.8,1,66.0,0.0,8,12.0,4,1.67,2.0,2.0,0.0,0.0,0.03,Matches
Denílson,br BRA,MF,27.0,3,100.0,33.0,2.9,1.1,1,92.0,1.0,2,4.0,9,2.33,1.0,0.0,1.0,0.9,0.95,Matches
Rafael Silva,br BRA,FW,25.0,2,62.0,31.0,1.8,0.7,1,46.0,0.0,1,16.0,4,0.0,0.0,1.0,-1.0,-1.45,-1.45,Matches
Douglas Coutinho,br BRA,"FW,MF",21.0,7,189.0,27.0,5.5,2.1,0,,0.0,7,26.0,4,0.71,3.0,3.0,0.0,0.0,0.03,Matches
Marciel,br BRA,MF,20.0,1,27.0,27.0,0.8,0.3,0,,0.0,1,26.0,7,3.0,0.0,0.0,0.0,0.0,0.03,Matches
Bruno Nazário,br BRA,"FW,MF",20.0,3,19.0,6.0,0.6,0.2,0,,0.0,3,5.0,18,2.33,1.0,1.0,0.0,0.0,0.03,Matches
Elisson,br BRA,GK,28.0,0,,,,,0,,0.0,0,,23,,,,,,,Matches
Victor Luiz,br BRA,DF,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Rodrigues,br BRA,DF,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,84.0,,114,21.0,336,1.34,48.0,49.0,-1.0,-0.03,,
Opponent Total,,,26.8,38,3420.0,90.0,100.0,38.0,418,84.0,,112,27.0,297,1.42,49.0,48.0,1.0,0.03,,
