Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Henrique Pacheco Lima,br BRA,MF,30.0,31,31,2665.0,29.6,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Giorgian De Arrascaeta,uy URU,"FW,MF",21.0,31,30,2398.0,26.6,9.0,7.0,16.0,8.0,1.0,3.0,6.0,1.0,0.34,0.26,0.6,0.3,0.56,Matches
Bruno Rodrigo,br BRA,DF,30.0,30,29,2637.0,29.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Lucas Romero,ar ARG,"DF,MF",21.0,24,21,1879.0,20.9,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.05,0.05,0.0,0.05,Matches
Robinho,br BRA,MF,28.0,24,21,1773.0,19.7,4.0,6.0,10.0,4.0,0.0,0.0,3.0,0.0,0.2,0.3,0.51,0.2,0.51,Matches
Rafael Sóbis,br BRA,"FW,MF",30.0,22,21,1673.0,18.6,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,0.22,0.05,0.27,0.22,0.27,Matches
Lucas Marques,br BRA,DF,27.0,21,20,1727.0,19.2,0.0,1.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.05,0.05,0.0,0.05,Matches
Ariel Cabral,ar ARG,MF,28.0,25,20,1661.0,18.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Fábio,br BRA,GK,35.0,19,19,1654.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Willian,br BRA,"FW,MF",29.0,33,18,1712.0,19.0,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.21,0.05,0.26,0.21,0.26,Matches
Edimar Fraga,br BRA,"DF,MF",29.0,20,18,1677.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Pires,br BRA,GK,26.0,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manoel,br BRA,DF,25.0,16,16,1422.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches
Ramón Ábila,ar ARG,FW,26.0,21,15,1335.0,14.8,7.0,0.0,7.0,7.0,0.0,1.0,5.0,0.0,0.47,0.0,0.47,0.47,0.47,Matches
Bryan Silva Garcia,br BRA,DF,23.0,15,15,1235.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches
Léo,br BRA,DF,28.0,15,14,1238.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Ramires,br BRA,"DF,MF",21.0,16,13,1195.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Viana,br BRA,DF,20.0,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alisson,br BRA,"FW,MF",22.0,20,12,1193.0,13.3,4.0,4.0,8.0,3.0,1.0,1.0,4.0,0.0,0.3,0.3,0.6,0.23,0.53,Matches
Ezequiel,br BRA,DF,22.0,12,9,875.0,9.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Élber,br BRA,"FW,MF",23.0,13,8,758.0,8.4,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.24,0.12,0.36,0.24,0.36,Matches
Rafinha,br BRA,MF,32.0,16,7,846.0,9.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.21,0.11,0.32,0.21,0.32,Matches
Duvier Riascos,co COL,FW,29.0,11,6,558.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches
Fabrício Bruno,br BRA,DF,19.0,7,4,379.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Juan Sánchez Miño,ar ARG,"DF,MF",26.0,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches
Allano,br BRA,"FW,MF",20.0,9,3,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mayke,br BRA,"DF,MF",23.0,4,3,247.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches
Matías Pisano,ar ARG,"FW,MF",24.0,4,3,184.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.49,0.0,0.49,0.49,0.49,Matches
Lucas França,br BRA,GK,20.0,3,2,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Federico Gino,uy URU,"DF,MF",22.0,4,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Apolinário,br BRA,DF,19.0,7,1,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Vinícius,br BRA,MF,21.0,9,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denílson,br BRA,MF,27.0,3,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Silva,br BRA,FW,25.0,2,1,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas Coutinho,br BRA,"FW,MF",21.0,7,0,189.0,2.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.48,0.48,0.95,0.48,0.95,Matches
Marciel,br BRA,MF,20.0,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Nazário,br BRA,"FW,MF",20.0,3,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Elisson,br BRA,GK,28.0,0,0,,,,,,,,,,,,,,,,Matches
Victor Luiz,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Rodrigues,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.9,38,418,3420.0,38.0,48.0,28.0,76.0,46.0,2.0,5.0,102.0,9.0,1.26,0.74,2.0,1.21,1.95,
Opponent Total,,,26.8,38,418,3420.0,38.0,46.0,30.0,76.0,41.0,5.0,8.0,79.0,3.0,1.21,0.79,2.0,1.08,1.87,
