Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-02-25,21:00,Libertadores,Second stage,Wed,Away,D,0,0,bo Universitario,,,,,,Omar Ponce,Match Report,
2015-03-03,22:00,Libertadores,Second stage,Tue,Home,D,0,0,ar Huracán,,35000.0,,,,Enrique Cáceres,Match Report,
2015-03-19,20:45,Libertadores,Second stage,Thu,Away,W,2,0,ve Mineros,,,,,,Carlos Vera,Match Report,
2015-04-08,22:00,Libertadores,Second stage,Wed,Home,W,3,0,ve Mineros,,,,,,Jorge Osorio,Match Report,
2015-04-14,19:00,Libertadores,Second stage,Tue,Away,L,1,3,ar Huracán,,20000.0,,,,Patricio Polic,Match Report,
2015-04-21,20:30,Libertadores,Second stage,Tue,Home,W,2,0,bo Universitario,,,,,,Roddy Zambrano,Match Report,
2015-05-06,22:00,Libertadores,Round of 16,Wed,Away,L,0,1,br São Paulo,,40000.0,,,,Carlos Amarilla,Match Report,Leg 1 of 2
2015-05-10,15:00,Série A,Matchweek 1,Sun,Home,L,0,1,Corinthians,56.0,8975.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-05-13,19:30,Libertadores,Round of 16,Wed,Home,W,1 (4),0 (3),br São Paulo,,37719.0,,,,Andrés Cunha,Match Report,Leg 2 of 2; Cruzeiro won
2015-05-17,16:00,Série A,Matchweek 2,Sun,Away,L,0,1,Santos,55.0,7246.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2015-05-21,22:00,Libertadores,Quarter-finals,Thu,Away,W,1,0,ar River Plate,,35000.0,,,,Enrique Osses,Match Report,Leg 1 of 2
2015-05-24,18:30,Série A,Matchweek 3,Sun,Home,D,1,1,Ponte Preta,53.0,9639.0,,4-3-2-1,4-2-3-1,Anderson Daronco,Match Report,
2015-05-27,22:00,Libertadores,Quarter-finals,Wed,Home,L,0,3,ar River Plate,,54700.0,,4-2-3-1,4-4-2,Wilmar Roldán,Match Report,Leg 2 of 2; River Plate won
2015-05-31,18:30,Série A,Matchweek 4,Sun,Away,L,1,2,Figueirense,67.0,6211.0,,4-2-3-1,4-1-2-1-2,Elmo Alves Resende Cunha,Match Report,
2015-06-03,22:00,Série A,Matchweek 5,Wed,Home,W,1,0,Flamengo,52.0,12071.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-06-06,18:30,Série A,Matchweek 6,Sat,Away,W,3,1,Atlético Mineiro,36.0,20092.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-06-13,21:00,Série A,Matchweek 7,Sat,Away,W,3,1,Vasco da Gama,40.0,5505.0,,4-2-3-1,4-3-3,Leandro Pedro Vuaden,Match Report,
2015-06-21,11:00,Série A,Matchweek 8,Sun,Home,L,0,1,Chapecoense,61.0,33643.0,,4-2-3-1,4-3-2-1,Péricles Bassols Pegado Cortez,Match Report,
2015-06-28,16:00,Série A,Matchweek 9,Sun,Away,L,0,1,Coritiba,50.0,12395.0,,4-2-3-1,4-1-3-2,Raphael Claus,Match Report,
2015-07-01,22:00,Série A,Matchweek 10,Wed,Away,L,0,1,Grêmio,42.0,22517.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2015-07-04,21:00,Série A,Matchweek 11,Sat,Home,W,2,0,Ath Paranaense,53.0,7427.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-07-09,21:00,Série A,Matchweek 12,Thu,Away,L,0,1,Fluminense,61.0,16391.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-07-12,16:00,Série A,Matchweek 13,Sun,Home,W,1,0,Goiás,63.0,10675.0,,4-2-3-1,4-3-1-2,Emerson Luiz Sobral,Match Report,
2015-07-19,18:30,Série A,Matchweek 14,Sun,Home,D,1,1,Avaí,66.0,7236.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2015-07-26,16:00,Série A,Matchweek 15,Sun,Away,L,0,1,São Paulo,50.0,33905.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-08-02,18:30,Série A,Matchweek 16,Sun,Away,D,0,0,Sport Recife,51.0,28019.0,,4-3-3,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-08-09,16:00,Série A,Matchweek 17,Sun,Home,W,2,1,Palmeiras,48.0,20839.0,,4-3-3,4-2-3-1,Wilton Sampaio,Match Report,
2015-08-13,21:00,Série A,Matchweek 18,Thu,Away,L,0,3,Joinville,64.0,10498.0,,4-2-3-1,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2015-08-16,16:00,Série A,Matchweek 19,Sun,Home,D,0,0,Internacional,55.0,14166.0,,4-3-3,4-3-2-1,Luiz Flávio de Oliveira,Match Report,
2015-08-23,16:00,Série A,Matchweek 20,Sun,Away,L,0,3,Corinthians,61.0,41014.0,,4-3-3,4-1-4-1,Péricles Bassols Pegado Cortez,Match Report,
2015-08-30,18:30,Série A,Matchweek 21,Sun,Home,L,0,1,Santos,52.0,8271.0,,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2015-09-02,19:30,Série A,Matchweek 22,Wed,Away,W,2,1,Ponte Preta,49.0,5343.0,,4-3-2-1,4-2-3-1,Emerson Luiz Sobral,Match Report,
2015-09-06,11:00,Série A,Matchweek 23,Sun,Home,W,5,1,Figueirense,62.0,39040.0,,4-3-3,4-3-1-2,Jailson Macêdo Freitas,Match Report,
2015-09-10,21:00,Série A,Matchweek 24,Thu,Away,L,0,2,Flamengo,54.0,38539.0,,4-3-3,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2015-09-13,16:00,Série A,Matchweek 25,Sun,Home,D,1,1,Atlético Mineiro,43.0,45991.0,,4-3-3,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-09-16,22:00,Série A,Matchweek 26,Wed,Home,D,2,2,Vasco da Gama,52.0,19888.0,,4-3-3,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2015-09-20,18:30,Série A,Matchweek 27,Sun,Away,W,2,0,Chapecoense,40.0,5915.0,,4-3-3,4-3-2-1,Wagner do Nascimento Magalhaes,Match Report,
2015-09-27,18:30,Série A,Matchweek 28,Sun,Home,W,2,0,Coritiba,48.0,22897.0,,4-3-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2015-10-04,16:00,Série A,Matchweek 29,Sun,Home,D,0,0,Grêmio,49.0,29294.0,,4-3-3,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-10-14,22:00,Série A,Matchweek 30,Wed,Away,D,2,2,Ath Paranaense,57.0,11591.0,,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2015-10-18,11:00,Série A,Matchweek 31,Sun,Home,W,2,0,Fluminense,53.0,38577.0,,4-3-3,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2015-10-25,18:00,Série A,Matchweek 32,Sun,Away,W,1,0,Goiás,50.0,13101.0,,4-3-3,4-2-3-1,Nielson Nogueira Dias,Match Report,
2015-10-31,19:30,Série A,Matchweek 33,Sat,Away,D,1,1,Avaí,50.0,5345.0,,4-3-3,4-2-3-1,Raphael Claus,Match Report,
2015-11-08,17:00,Série A,Matchweek 34,Sun,Home,W,2,1,São Paulo,50.0,33417.0,,4-3-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-11-15,17:00,Série A,Matchweek 35,Sun,Home,W,3,0,Sport Recife,50.0,25851.0,,4-3-3,4-3-3,Marielson Alves Silva,Match Report,
2015-11-21,19:30,Série A,Matchweek 36,Sat,Away,D,1,1,Palmeiras,49.0,19395.0,,4-3-3,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2015-11-29,17:00,Série A,Matchweek 37,Sun,Home,W,3,0,Joinville,60.0,24933.0,,4-3-3,4-2-3-1,Rodolpho Toski Marques,Match Report,
2015-12-06,17:00,Série A,Matchweek 38,Sun,Away,L,0,2,Internacional,51.0,34815.0,,4-3-3,4-3-2-1,André Luiz de Freitas Castro,Match Report,
