Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-04-04,19:00,Sudamericana,Group stage,Thu,Away,D,0,0,ec Univ Católica,,,41,3092.0,Neris,4-3-3,4-2-3-1,,Match Report,
2024-04-11,21:00,Sudamericana,Group stage,Thu,Home,D,3,3,co Alianza,,,65,18818.0,Lucas Silva,4-3-3,4-3-3,,Match Report,
2024-04-14,17:00,Série A,Matchweek 1,Sun,Home,W,3,2,Botafogo (RJ),1.6,2.0,55,20701.0,Lucas Silva,4-3-3,4-4-2,,Match Report,
2024-04-17,20:00,Série A,Matchweek 2,Wed,Away,D,1,1,Fortaleza,0.8,0.6,61,21726.0,Lucas Silva,4-3-3,3-5-2,,Match Report,
2024-04-20,21:00,Série A,Matchweek 3,Sat,Away,L,0,3,Atlético Mineiro,0.8,1.1,44,39541.0,Lucas Silva,4-3-3,4-4-2,,Match Report,
2024-04-23,18:00,Sudamericana,Group stage,Tue,Away,D,0,0,cl La Calera,,,62,1182.0,Lucas Romero,4-3-3,4-4-2,,Match Report,
2024-04-28,16:00,Série A,Matchweek 4,Sun,Home,W,3,1,Vitória,1.2,0.3,53,20083.0,Lucas Silva,4-3-3,4-4-2,,Match Report,
2024-05-07,19:30,Sudamericana,Group stage,Tue,Away,W,3,0,co Alianza,,,56,3068.0,Lucas Silva,4-3-3,4-3-3,,Match Report,
2024-05-12,16:00,Série A,Matchweek 6,Sun,Away,W,1,0,Atl Goianiense,0.5,1.5,54,7576.0,Lucas Silva,4-3-3,4-2-3-1,,Match Report,
2024-05-16,21:00,Sudamericana,Group stage,Thu,Home,W,1,0,cl La Calera,,,54,17712.0,Lucas Silva,4-3-3,5-4-1,,Match Report,
2024-05-30,21:00,Sudamericana,Group stage,Thu,Home,W,1,0,ec Univ Católica,,,62,55254.0,Lucas Silva,4-2-3-1,4-2-3-1,,Match Report,
2024-06-02,18:30,Série A,Matchweek 7,Sun,Away,L,0,2,São Paulo,0.6,0.6,45,44928.0,Lucas Silva,4-3-2-1,4-4-2,,Match Report,
2024-06-13,19:00,Série A,Matchweek 8,Thu,Home,W,2,1,Cuiabá,1.0,1.6,51,26595.0,Lucas Silva,4-3-2-1,4-2-3-1,,Match Report,
2024-06-16,18:30,Série A,Matchweek 9,Sun,Away,D,0,0,Vasco da Gama,0.2,1.0,50,11275.0,Lucas Silva,4-3-2-1,4-2-3-1,Rafael Klein,Match Report,
2024-06-19,21:30,Série A,Matchweek 10,Wed,Home,W,2,0,Fluminense,1.8,0.3,35,28812.0,Lucas Silva,4-3-2-1,4-2-3-1,,Match Report,
2024-06-23,16:00,Série A,Matchweek 11,Sun,Away,L,1,4,Bahia,0.7,2.5,36,35541.0,Lucas Silva,4-3-2-1,4-1-3-2,,Match Report,
2024-06-26,19:00,Série A,Matchweek 12,Wed,Home,W,2,0,Ath Paranaense,1.9,0.7,50,26465.0,Lucas Silva,4-3-3,4-2-3-1,,Match Report,
2024-06-30,18:30,Série A,Matchweek 13,Sun,Away,L,1,2,Flamengo,0.6,0.6,54,52768.0,Lucas Silva,4-3-3,4-2-3-1,,Match Report,
2024-07-03,20:00,Série A,Matchweek 14,Wed,Away,L,0,1,Criciúma,1.1,1.5,65,12352.0,Lucas Silva,4-3-3,4-3-1-2,João Vitor Gobi,Match Report,
2024-07-07,16:00,Série A,Matchweek 15,Sun,Home,W,3,0,Corinthians,1.5,1.1,47,55186.0,Lucas Silva,4-3-3,4-2-3-1,Alex Gomes Stefano,Match Report,
2024-07-10,18:30,Série A,Matchweek 16,Wed,Away,W,2,0,Grêmio,1.0,1.0,55,4623.0,Lucas Romero,4-3-3,4-2-3-1,Bruno Arleu,Match Report,
2024-07-13,16:00,Série A,Matchweek 17,Sat,Home,W,2,1,RB Bragantino,1.4,0.8,53,20042.0,Lucas Silva,4-3-3,4-2-3-1,Savio Pereira,Match Report,
2024-07-20,21:00,Série A,Matchweek 18,Sat,Away,L,0,2,Palmeiras,0.6,1.3,57,40465.0,Lucas Silva,4-3-3,4-2-3-1,Davi de Oliveira Lacerda,Match Report,
2024-07-24,19:00,Série A,Matchweek 19,Wed,Home,W,2,0,Juventude,2.4,0.9,55,46603.0,Lucas Silva,4-3-3,4-2-3-1,Maguielson Lima Barbosa,Match Report,
2024-07-27,21:30,Série A,Matchweek 20,Sat,Away,W,3,0,Botafogo (RJ),0.6,2.2,42,19349.0,Lucas Romero,4-2-3-1,4-4-2,Wilton Sampaio,Match Report,
2024-08-05,21:00,Série A,Matchweek 21,Mon,Home,L,1,2,Fortaleza,0.8,1.1,68,20000.0,Lucas Romero,4-2-3-1,4-2-3-1,Alex Gomes Stefano,Match Report,
2024-08-10,21:30,Série A,Matchweek 22,Sat,Home,D,0,0,Atlético Mineiro,0.3,0.6,36,61583.0,William,4-2-3-1,3-4-1-2,Raphael Claus,Match Report,
2024-08-15,21:30,Sudamericana,Round of 16,Thu,Away,L,0,1,ar Boca Juniors,,,49,,Lucas Romero,4-3-1-2,4-4-2,,Match Report,Leg 1 of 2
2024-08-19,20:00,Série A,Matchweek 23,Mon,Away,D,2,2,Vitória,1.2,1.2,69,17062.0,Lucas Silva,4-3-3,4-3-3,Marcelo de Lima Henrique,Match Report,
2024-08-22,21:30,Sudamericana,Round of 16,Thu,Home,W,2 (5),1 (4),ar Boca Juniors,,,66,,Lucas Romero,4-3-1-2,4-4-2,,Match Report,Leg 2 of 2; Cruzeiro won; Cruzeiro won on penalty kicks following extra time
2024-08-25,19:00,Série A,Matchweek 24,Sun,Away,L,0,1,Internacional,0.2,2.6,56,26634.0,Lucas Romero,4-3-3,4-2-3-1,Matheus Delgado Candançan,Match Report,
2024-08-28,19:30,Série A,Matchweek 5,Wed,Home,D,0,0,Internacional,1.7,0.0,69,35238.0,Matheus Pereira,4-2-3-1,4-2-3-1,,Match Report,
2024-09-01,11:00,Série A,Matchweek 25,Sun,Home,W,3,1,Atl Goianiense,1.7,1.4,49,50000.0,Lucas Romero,4-3-3,4-3-3,Gustavo Ervino Bauermann,Match Report,
2024-09-15,18:30,Série A,Matchweek 26,Sun,Home,L,0,1,São Paulo,0.6,1.1,61,55000.0,Lucas Romero,4-2-3-1,3-4-3,Wilton Sampaio,Match Report,
2024-09-19,20:30,Sudamericana,Quarter-finals,Thu,Away,W,2,0,py Libertad,,,42,,Lucas Romero,4-3-3,4-3-3,Gustavo Tejera,Match Report,Leg 1 of 2
2024-09-22,17:30,Série A,Matchweek 27,Sun,Away,D,0,0,Cuiabá,0.9,0.4,52,5948.0,Ramiro Benetti,3-4-3,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2024-09-26,21:30,Sudamericana,Quarter-finals,Thu,Home,D,1,1,py Libertad,,,46,52974.0,Lucas Romero,4-2-3-1,4-3-3,Felipe González,Match Report,Leg 2 of 2; Cruzeiro won
2024-09-29,18:30,Série A,Matchweek 28,Sun,Home,D,1,1,Vasco da Gama,0.8,1.1,57,56331.0,Lucas Romero,4-2-3-1,4-2-3-1,Matheus Delgado Candançan,Match Report,
2024-10-03,21:30,Série A,Matchweek 29,Thu,Away,L,0,1,Fluminense,1.4,1.6,52,30242.0,Lucas Romero,4-2-3-1,4-2-3-1,Gustavo Ervino Bauermann,Match Report,
2024-10-18,21:30,Série A,Matchweek 30,Fri,Home,D,1,1,Bahia,1.2,1.3,49,34473.0,Lucas Romero,4-2-3-1,4-3-3,Flavio Rodrigues de Souza,Match Report,
2024-10-23,19:00,Sudamericana,Semi-finals,Wed,Home,D,1,1,ar Lanús,,,62,57158.0,William,4-2-3-1,4-2-3-1,Andrés Matonte,Match Report,Leg 1 of 2
2024-10-26,18:30,Série A,Matchweek 31,Sat,Away,L,0,3,Ath Paranaense,0.1,1.4,43,35959.0,Lucas Silva,4-4-1-1,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2024-10-30,19:00,Sudamericana,Semi-finals,Wed,Away,W,1,0,ar Lanús,,,58,29589.0,Lucas Romero,4-2-3-1,4-2-3-1,Juan Gabriel Benítez,Match Report,Leg 2 of 2; Cruzeiro won
2024-11-06,21:00,Série A,Matchweek 32,Wed,Home,L,0,1,Flamengo,0.7,0.4,52,20855.0,Lucas Romero,4-4-2,4-2-3-1,Gustavo Ervino Bauermann,Match Report,
2024-11-09,19:00,Série A,Matchweek 33,Sat,Home,W,2,1,Criciúma,3.2,1.1,63,29287.0,Lucas Silva,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2024-11-20,11:00,Série A,Matchweek 34,Wed,Away,L,1,2,Corinthians,0.3,3.1,55,46056.0,Lucas Silva,4-2-3-1,4-3-1-2,Jonathan Benkenstein Pinheiro,Match Report,
