Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Rafael Cabral,br BRA,GK,32.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Castán,br BRA,DF,33.0,36,36,3210.0,35.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.3,1.6,23.0,123.0,7.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches
Marlon,br BRA,DF,25.0,36,36,3198.0,35.5,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,1.6,1.4,4.1,5.5,55.0,174.0,175.0,0.08,0.06,0.14,0.08,0.14,0.04,0.11,0.16,0.04,0.16,Matches
William,br BRA,DF,27.0,33,31,2647.0,29.4,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.2,1.2,4.8,6.0,71.0,159.0,156.0,0.0,0.07,0.07,0.0,0.07,0.04,0.16,0.2,0.04,0.2,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,35,30,2820.0,31.3,8.0,4.0,12.0,6.0,2.0,4.0,4.0,0.0,9.5,6.4,4.6,10.9,104.0,123.0,271.0,0.26,0.13,0.38,0.19,0.32,0.3,0.15,0.45,0.2,0.35,Matches
Neris,br BRA,DF,30.0,26,24,2113.0,23.5,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,0.7,1.4,21.0,90.0,3.0,0.0,0.04,0.04,0.0,0.04,0.03,0.03,0.06,0.03,0.06,Matches
Mateus Vital,br BRA,MF,24.0,32,23,1883.0,20.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2.4,4.3,54.0,126.0,126.0,0.0,0.1,0.1,0.0,0.1,0.09,0.11,0.2,0.09,0.2,Matches
Machado,br BRA,MF,27.0,35,22,2277.0,25.3,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,2.5,2.5,1.8,4.4,13.0,149.0,27.0,0.04,0.12,0.16,0.04,0.16,0.1,0.07,0.17,0.1,0.17,Matches
Wesley,br BRA,"FW,MF",23.0,29,22,1775.0,19.7,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,4.8,4.8,1.5,6.3,65.0,63.0,186.0,0.2,0.05,0.25,0.2,0.25,0.24,0.08,0.32,0.24,0.32,Matches
Jussa,br BRA,MF,26.0,24,21,1766.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,0.4,1.6,10.0,84.0,14.0,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08,Matches
Lucas Silva,br BRA,MF,29.0,20,18,1473.0,16.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,2.0,2.9,31.0,127.0,41.0,0.0,0.12,0.12,0.0,0.12,0.05,0.12,0.18,0.05,0.18,Matches
Arthur,br BRA,"FW,MF",24.0,20,17,1350.0,15.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,3.6,3.6,1.2,4.9,65.0,38.0,114.0,0.2,0.07,0.27,0.2,0.27,0.24,0.08,0.32,0.24,0.32,Matches
Lucas Oliveira,br BRA,DF,26.0,16,15,1310.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.4,0.4,0.2,0.6,11.0,67.0,4.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
Gilberto,br BRA,FW,33.0,20,14,1093.0,12.1,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.8,3.8,0.9,4.7,10.0,12.0,56.0,0.25,0.08,0.33,0.25,0.33,0.32,0.07,0.39,0.32,0.39,Matches
Matheus Pereira,br BRA,"FW,MF",26.0,15,12,1022.0,11.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,2.8,4.8,17.0,61.0,74.0,0.09,0.09,0.18,0.09,0.18,0.17,0.25,0.42,0.17,0.42,Matches
Nikão,br BRA,"FW,MF",30.0,22,7,798.0,8.9,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,2.4,3.0,11.0,43.0,87.0,0.23,0.34,0.56,0.23,0.56,0.07,0.27,0.34,0.07,0.34,Matches
Ian Luccas,br BRA,MF,19.0,14,7,480.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.8,1.4,1.0,14.0,27.0,0.0,0.19,0.19,0.0,0.19,0.12,0.15,0.27,0.12,0.27,Matches
Helibelton Palacios,co COL,DF,29.0,10,6,629.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.3,6.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Rafael Elias,br BRA,FW,23.0,12,6,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.7,2.7,0.7,3.3,7.0,10.0,37.0,0.17,0.0,0.17,0.17,0.17,0.44,0.11,0.56,0.44,0.56,Matches
Neto Moura,br BRA,MF,26.0,13,6,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,3.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches
Ramiro Benetti,br BRA,MF,29.0,6,6,407.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.4,4.0,26.0,13.0,0.22,0.22,0.44,0.22,0.44,0.17,0.14,0.31,0.17,0.31,Matches
Richard,br BRA,MF,28.0,4,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.12,0.11,0.12,Matches
João Wellington,br BRA,MF,19.0,7,3,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Kaiki,br BRA,"DF,FW",19.0,8,3,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches
Wallisson Luiz,br BRA,MF,25.0,11,2,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,0.1,1.6,5.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.34,0.02,0.36,0.34,0.36,Matches
Henrique Dourado,br BRA,FW,33.0,11,2,342.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.6,2.9,4.0,4.0,19.0,0.26,0.0,0.26,0.26,0.26,0.6,0.16,0.76,0.6,0.76,Matches
Stênio Toledo,br BRA,"FW,MF",19.0,13,2,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,13.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.43,0.3,0.43,Matches
Robert,br BRA,"MF,FW",17.0,9,1,186.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.1,4.0,0.0,19.0,0.48,0.0,0.48,0.48,0.48,0.5,0.01,0.52,0.5,0.52,Matches
João Marcelo,br BRA,DF,22.0,5,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Igor Marques,br BRA,DF,24.0,4,1,119.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,8.0,10.0,10.0,0.0,0.76,0.76,0.0,0.76,0.0,0.3,0.3,0.0,0.3,Matches
Anderson,br BRA,GK,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Bilu,br BRA,FW,23.0,4,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.71,0.8,1.51,0.71,1.51,Matches
Reynaldo Cesar Moraes,br BRA,DF,26.0,2,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Henrique,br BRA,MF,21.0,7,0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,Matches
Paulo Vitor,br BRA,"MF,DF",23.0,8,0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches
Daniel Jr,br BRA,MF,20.0,4,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
João Pedro,br BRA,FW,19.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando,br BRA,FW,17.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches
Gabriel Mesquita,br BRA,GK,24.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches
Arielson,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Wesley Gasolina,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ruan Índio,br BRA,FW,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Juan,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Henrique Rodrigues,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ruan Santos,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.8,38,418,3420.0,38.0,32.0,26.0,58.0,30.0,2.0,4.0,101.0,4.0,48.9,45.7,35.7,81.4,636.0,1650.0,1636.0,0.84,0.68,1.53,0.79,1.47,1.29,0.94,2.22,1.2,2.14,
Opponent Total,,,27.5,38,418,3420.0,38.0,32.0,22.0,54.0,30.0,2.0,3.0,118.0,4.0,42.2,39.8,30.6,70.4,645.0,1378.0,1365.0,0.84,0.58,1.42,0.79,1.37,1.11,0.81,1.91,1.05,1.85,
