Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,5,0.14,5,0,0,0,0,0,2,0.05,2,0,0,0,0,0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,26,0.73,22,1,0,3,0,0,1,0.03,1,0,0,0,0,0,Matches
Marlon,br BRA,DF,25.0,35.5,94,2.65,75,16,1,0,0,2,4,0.11,4,0,0,0,0,0,Matches
William,br BRA,DF,27.0,29.4,75,2.55,56,8,3,4,3,1,5,0.17,4,0,0,0,0,1,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,119,3.8,76,9,15,8,11,0,8,0.26,4,0,3,0,1,0,Matches
Neris,br BRA,DF,30.0,23.5,13,0.55,11,0,0,2,0,0,2,0.09,1,0,0,1,0,0,Matches
Mateus Vital,br BRA,MF,24.0,20.9,71,3.39,58,2,2,3,6,0,5,0.24,4,0,0,1,0,0,Matches
Machado,br BRA,MF,27.0,25.3,65,2.57,43,16,0,3,1,2,4,0.16,3,1,0,0,0,0,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,64,3.25,39,0,11,5,9,0,5,0.25,3,0,2,0,0,0,Matches
Jussa,br BRA,MF,26.0,19.6,22,1.12,20,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Lucas Silva,br BRA,MF,29.0,16.4,86,5.26,56,25,3,1,1,0,4,0.24,2,1,1,0,0,0,Matches
Arthur,br BRA,"FW,MF",24.0,15.0,37,2.46,24,1,5,2,5,0,1,0.07,1,0,0,0,0,0,Matches
Lucas Oliveira,br BRA,DF,26.0,14.6,13,0.89,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gilberto,br BRA,FW,33.0,12.1,22,1.81,18,0,1,2,0,1,3,0.25,3,0,0,0,0,0,Matches
Matheus Pereira,br BRA,"FW,MF",26.0,11.4,41,3.61,29,7,0,3,2,0,3,0.26,3,0,0,0,0,0,Matches
Nikão,br BRA,"FW,MF",30.0,8.9,47,5.31,35,7,3,0,2,0,5,0.56,4,1,0,0,0,0,Matches
Ian Luccas,br BRA,MF,19.0,5.3,10,1.87,7,0,0,1,1,1,1,0.19,1,0,0,0,0,0,Matches
Helibelton Palacios,co COL,DF,29.0,7.0,5,0.72,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Elias,br BRA,FW,23.0,6.0,15,2.5,8,0,2,4,1,0,0,0.0,0,0,0,0,0,0,Matches
Neto Moura,br BRA,MF,26.0,5.5,15,2.71,12,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Ramiro Benetti,br BRA,MF,29.0,4.5,8,1.77,7,0,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
Richard,br BRA,MF,28.0,3.8,6,1.57,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
João Wellington,br BRA,MF,19.0,4.1,4,0.98,1,1,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Kaiki,br BRA,"DF,FW",19.0,2.5,5,1.97,3,0,1,0,1,0,2,0.79,0,0,1,0,1,0,Matches
Wallisson Luiz,br BRA,MF,25.0,4.4,13,2.98,9,0,4,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Henrique Dourado,br BRA,FW,33.0,3.8,7,1.83,3,0,1,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Stênio Toledo,br BRA,"FW,MF",19.0,3.2,13,4.01,11,0,1,0,1,0,1,0.31,1,0,0,0,0,0,Matches
Robert,br BRA,"MF,FW",17.0,2.1,2,0.97,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
João Marcelo,br BRA,DF,22.0,1.8,2,1.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Igor Marques,br BRA,DF,24.0,1.3,6,4.54,6,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
Anderson,br BRA,GK,24.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Bilu,br BRA,FW,23.0,1.0,7,7.33,3,0,3,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,26.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Henrique,br BRA,MF,21.0,1.5,7,4.77,4,0,0,2,1,0,1,0.68,1,0,0,0,0,0,Matches
Paulo Vitor,br BRA,"MF,DF",23.0,1.4,4,2.88,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Jr,br BRA,MF,20.0,0.3,6,22.5,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
João Pedro,br BRA,FW,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando,br BRA,FW,17.0,0.1,1,18.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.8,38.0,936,24.63,674,93,61,49,50,9,60,1.58,45,3,7,2,2,1,
Opponent Total,,,27.5,38.0,733,19.29,518,70,49,41,41,14,57,1.5,36,4,4,5,7,1,
