Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fábio,br BRA,GK,38.0,35.0,640,904,70.8,19324,15873,128,128,100.0,246,246,100.0,264,527,50.1,0,0.0,0.0,0.0,0,13,0,0,0,Matches
Henrique Pacheco Lima,br BRA,MF,33.0,33.0,1641,1841,89.1,28666,8992,718,782,91.8,752,818,91.9,141,183,77.0,0,1.3,1.7,-1.3,23,223,12,1,253,Matches
Thiago Neves,br BRA,MF,33.0,23.4,839,1104,76.0,13133,3587,455,519,87.7,271,339,79.9,76,166,45.8,5,4.0,4.7,1.0,40,96,26,2,115,Matches
Egídio Pereira Júnior,br BRA,DF,32.0,22.7,1035,1418,73.0,17238,8026,508,587,86.5,450,599,75.1,67,161,41.6,1,2.6,2.1,-1.6,25,127,28,13,148,Matches
Fred,br BRA,FW,35.0,24.5,377,540,69.8,4668,679,237,318,74.5,96,132,72.7,10,18,55.6,3,2.8,1.4,0.2,18,18,12,0,36,Matches
David,br BRA,"FW,MF",23.0,22.5,683,857,79.7,10581,2433,378,440,85.9,254,312,81.4,38,63,60.3,2,5.6,4.0,-3.6,40,44,30,7,99,Matches
Luis Manuel Orejuela,co COL,DF,23.0,20.2,884,1077,82.1,13397,4473,506,550,92.0,302,371,81.4,48,84,57.1,0,2.1,2.7,-2.1,25,85,29,18,88,Matches
Robinho,br BRA,"MF,FW",31.0,20.8,1171,1496,78.3,22043,8576,491,553,88.8,500,600,83.3,152,272,55.9,1,3.4,4.6,-2.4,65,224,55,7,282,Matches
Marquinhos Gabriel,br BRA,"FW,MF",28.0,20.0,653,790,82.7,10551,1963,323,367,88.0,252,287,87.8,52,78,66.7,2,2.8,2.6,-0.8,26,44,26,5,77,Matches
Dedé,br BRA,DF,30.0,18.8,736,899,81.9,14664,5761,216,240,90.0,422,478,88.3,87,152,57.2,0,0.1,0.2,-0.1,3,36,2,0,52,Matches
Éderson,br BRA,MF,19.0,18.3,548,664,82.5,8649,2253,288,327,88.1,196,227,86.3,44,60,73.3,0,0.8,0.5,-0.8,15,49,5,1,65,Matches
Fabrício Bruno,br BRA,DF,22.0,19.0,728,856,85.0,15375,5686,196,214,91.6,429,461,93.1,100,165,60.6,0,0.2,0.2,-0.2,6,46,1,0,52,Matches
Cacá,br BRA,DF,19.0,19.2,772,862,89.6,14869,5145,258,275,93.8,427,462,92.4,74,102,72.5,0,0.1,0.2,-0.1,4,58,1,0,69,Matches
Léo,br BRA,DF,31.0,18.0,816,916,89.1,16688,6334,220,231,95.2,485,531,91.3,104,142,73.2,0,0.2,0.1,-0.2,4,40,0,0,52,Matches
Pedro Rocha Neves,br BRA,"FW,MF",24.0,16.3,410,572,71.7,5706,1599,265,328,80.8,117,154,76.0,16,39,41.0,2,2.1,1.8,-0.1,17,35,16,4,47,Matches
Dodô,br BRA,DF,26.0,15.1,703,863,81.5,10778,4043,392,432,90.7,263,324,81.2,37,76,48.7,0,1.1,1.5,-1.1,15,49,19,12,83,Matches
Ariel Cabral,ar ARG,MF,31.0,8.5,366,452,81.0,5860,1840,202,224,90.2,129,156,82.7,27,46,58.7,1,0.4,0.6,0.6,10,42,1,0,57,Matches
Sassá,br BRA,FW,25.0,10.2,168,211,79.6,2100,323,110,123,89.4,47,57,82.5,2,8,25.0,0,0.2,0.4,-0.2,4,12,2,2,11,Matches
Edílson Mendes,br BRA,DF,32.0,9.9,427,552,77.4,7756,3227,188,203,92.6,193,237,81.4,41,89,46.1,0,0.4,0.8,-0.4,8,45,8,4,49,Matches
Jadson,br BRA,"MF,FW",25.0,8.4,398,452,88.1,6775,1896,204,219,93.2,153,170,90.0,35,48,72.9,0,0.4,0.6,-0.4,8,56,5,0,67,Matches
Lucas Romero,ar ARG,"DF,MF",24.0,7.8,468,523,89.5,6900,2389,276,298,92.6,163,179,91.1,17,27,63.0,0,0.7,0.7,-0.7,5,46,4,1,45,Matches
Rodriguinho Marinho,br BRA,MF,30.0,3.3,114,138,82.6,1677,363,68,78,87.2,33,39,84.6,9,12,75.0,0,0.5,0.3,-0.5,4,14,3,0,16,Matches
Weverton,br BRA,DF,19.0,3.8,143,185,77.3,2095,893,85,96,88.5,54,69,78.3,3,11,27.3,0,0.6,0.5,-0.6,1,7,0,0,12,Matches
Rafael Pires,br BRA,GK,29.0,3.0,53,81,65.4,1900,1668,10,10,100.0,16,16,100.0,27,55,49.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Ezequiel,br BRA,"FW,MF",20.0,4.1,114,150,76.0,1579,466,70,82,85.4,35,48,72.9,4,7,57.1,0,0.3,0.2,-0.3,5,11,7,1,21,Matches
Mauricio,br BRA,"MF,FW",17.0,3.3,72,109,66.1,1008,288,49,61,80.3,16,25,64.0,3,11,27.3,0,0.1,0.2,-0.1,2,5,3,1,12,Matches
Lucas Silva,br BRA,MF,25.0,3.0,184,212,86.8,3501,920,78,87,89.7,80,88,90.9,26,35,74.3,0,0.0,0.3,0.0,1,28,4,1,26,Matches
Diederrick Joel,cm CMR,FW,25.0,1.5,14,20,70.0,208,25,8,9,88.9,6,7,85.7,0,0,,0,0.0,0.0,0.0,1,0,1,0,1,Matches
Murilo Cerqueira,br BRA,DF,21.0,0.9,17,22,77.3,322,234,5,6,83.3,10,11,90.9,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rafael Santos,br BRA,"DF,MF",20.0,0.9,32,52,61.5,412,233,18,22,81.8,8,16,50.0,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Raniel,br BRA,FW,22.0,0.6,8,11,72.7,66,1,4,5,80.0,1,3,33.3,0,0,,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
Vinícius Popó,br BRA,FW,17.0,0.5,10,12,83.3,134,12,6,6,100.0,4,4,100.0,0,0,,0,0.1,0.0,-0.1,2,2,0,0,1,Matches
Jadsom,br BRA,"MF,FW",17.0,0.3,11,15,73.3,165,59,5,6,83.3,4,7,57.1,1,1,100.0,0,0.1,0.1,-0.1,1,1,1,1,2,Matches
Rafinha,br BRA,FW,35.0,0.2,3,5,60.0,51,6,1,2,50.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Welinton Torrão,br BRA,MF,19.0,0.2,4,8,50.0,115,70,1,4,25.0,1,2,50.0,2,2,100.0,0,0.0,0.0,0.0,1,0,2,2,0,Matches
Squad Total,,,28.9,38.0,15242,18869,80.8,268954,100336,6967,7832,89.0,6417,7477,85.8,1511,2650,57.0,17,32.9,33.2,-15.9,381,1458,303,83,1840,
Opponent Total,,,27.3,38.0,13961,17440,80.1,243153,86625,6513,7268,89.6,5446,6376,85.4,1480,2693,55.0,30,32.8,28.8,-2.8,380,1112,260,79,1496,
