Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Fábio,br BRA,GK,38.0,35.0,3,0.09,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Henrique Pacheco Lima,br BRA,MF,33.0,33.0,65,1.97,60,0,0,2,3,0,3,0.09,2,0,0,0,1,0,Matches
Thiago Neves,br BRA,MF,33.0,23.4,88,3.76,55,17,5,5,6,0,10,0.43,6,2,0,2,0,0,Matches
Egídio Pereira Júnior,br BRA,DF,32.0,22.7,66,2.9,50,9,2,0,4,1,3,0.13,2,1,0,0,0,0,Matches
Fred,br BRA,FW,35.0,24.5,39,1.59,29,0,1,6,3,0,6,0.25,5,0,0,1,0,0,Matches
David,br BRA,"FW,MF",23.0,22.5,89,3.96,64,3,12,7,2,1,3,0.13,3,0,0,0,0,0,Matches
Luis Manuel Orejuela,co COL,DF,23.0,20.2,57,2.83,47,1,5,1,2,1,2,0.1,1,0,0,0,1,0,Matches
Robinho,br BRA,"MF,FW",31.0,20.8,127,6.21,100,21,1,4,1,0,4,0.2,2,0,0,1,1,0,Matches
Marquinhos Gabriel,br BRA,"FW,MF",28.0,20.0,65,3.25,56,2,3,3,1,0,5,0.25,3,0,0,2,0,0,Matches
Dedé,br BRA,DF,30.0,18.8,8,0.43,5,1,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Éderson,br BRA,MF,19.0,18.3,34,1.86,27,0,5,2,0,0,1,0.05,0,0,1,0,0,0,Matches
Fabrício Bruno,br BRA,DF,22.0,19.0,8,0.42,5,2,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Cacá,br BRA,DF,19.0,19.2,8,0.42,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Léo,br BRA,DF,31.0,18.0,11,0.61,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedro Rocha Neves,br BRA,"FW,MF",24.0,16.3,58,3.56,35,1,8,2,11,1,6,0.37,4,0,0,0,2,0,Matches
Dodô,br BRA,DF,26.0,15.1,37,2.46,33,2,0,0,1,1,2,0.13,2,0,0,0,0,0,Matches
Ariel Cabral,ar ARG,MF,31.0,8.5,25,2.94,23,0,0,0,1,1,1,0.12,1,0,0,0,0,0,Matches
Sassá,br BRA,FW,25.0,10.2,31,3.02,19,0,1,6,5,0,1,0.1,1,0,0,0,0,0,Matches
Edílson Mendes,br BRA,DF,32.0,9.9,16,1.62,13,1,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Jadson,br BRA,"MF,FW",25.0,8.4,21,2.49,14,0,1,1,5,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Romero,ar ARG,"DF,MF",24.0,7.8,18,2.32,17,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Rodriguinho Marinho,br BRA,MF,30.0,3.3,12,3.66,8,0,2,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Weverton,br BRA,DF,19.0,3.8,5,1.33,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Pires,br BRA,GK,29.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ezequiel,br BRA,"FW,MF",20.0,4.1,10,2.43,5,0,1,1,3,0,0,0.0,0,0,0,0,0,0,Matches
Mauricio,br BRA,"MF,FW",17.0,3.3,6,1.81,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Silva,br BRA,MF,25.0,3.0,9,2.98,7,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Diederrick Joel,cm CMR,FW,25.0,1.5,2,1.35,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Murilo Cerqueira,br BRA,DF,21.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Santos,br BRA,"DF,MF",20.0,0.9,1,1.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raniel,br BRA,FW,22.0,0.6,4,6.92,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Vinícius Popó,br BRA,FW,17.0,0.5,2,4.39,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jadsom,br BRA,"MF,FW",17.0,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafinha,br BRA,FW,35.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Welinton Torrão,br BRA,MF,19.0,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.9,38.0,927,24.39,706,66,49,47,52,7,47,1.24,32,3,1,6,5,0,
Opponent Total,,,27.3,38.0,887,23.34,635,72,65,46,54,15,81,2.13,54,2,9,12,4,0,
