Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
William,br BRA,DF,28.0,34,33,2963.0,32.9,5.0,5.0,10.0,2.0,3.0,3.0,8.0,0.0,4.6,2.3,4.5,6.8,84.0,139.0,214.0,0.15,0.15,0.3,0.06,0.21,0.14,0.14,0.28,0.07,0.21,Matches
Matheus Pereira,br BRA,"FW,MF",27.0,34,31,2823.0,31.4,8.0,7.0,15.0,8.0,0.0,0.0,11.0,1.0,5.3,5.2,5.7,10.9,89.0,224.0,175.0,0.26,0.22,0.48,0.26,0.48,0.17,0.18,0.35,0.17,0.35,Matches
Lucas Romero,ar ARG,MF,29.0,33,31,2531.0,28.1,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.7,0.7,0.8,1.5,22.0,159.0,26.0,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.05,0.02,0.05,Matches
João Marcelo,br BRA,DF,23.0,31,30,2692.0,29.9,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.8,0.8,0.8,1.7,43.0,135.0,9.0,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.06,0.03,0.06,Matches
Zé Ivaldo,br BRA,DF,26.0,29,26,2361.0,26.2,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,0.4,1.6,23.0,80.0,7.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches
Marlon,br BRA,DF,26.0,28,25,2179.0,24.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.6,0.6,2.0,2.6,55.0,98.0,115.0,0.0,0.04,0.04,0.0,0.04,0.02,0.08,0.11,0.02,0.11,Matches
Lucas Silva,br BRA,MF,30.0,31,25,1991.0,22.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.5,2.4,29.0,103.0,49.0,0.05,0.05,0.09,0.05,0.09,0.04,0.07,0.11,0.04,0.11,Matches
Cássio,br BRA,GK,36.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Veron,br BRA,"FW,MF",21.0,27,21,1611.0,17.9,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,4.1,4.1,1.5,5.6,24.0,34.0,100.0,0.34,0.11,0.45,0.34,0.45,0.23,0.08,0.31,0.23,0.31,Matches
Anderson,br BRA,GK,25.0,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Álvaro Barreal,ar ARG,"MF,FW",23.0,28,17,1488.0,16.5,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,1.6,4.0,29.0,69.0,113.0,0.12,0.24,0.36,0.12,0.36,0.14,0.1,0.24,0.14,0.24,Matches
Ramiro Benetti,br BRA,MF,30.0,27,17,1436.0,16.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.7,1.8,9.0,57.0,43.0,0.13,0.0,0.13,0.13,0.13,0.07,0.04,0.11,0.07,0.11,Matches
Lucas Villalba,ar ARG,DF,29.0,23,14,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,16.0,58.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Arthur,br BRA,FW,25.0,21,14,1273.0,14.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,0.8,2.5,48.0,35.0,130.0,0.14,0.07,0.21,0.14,0.21,0.11,0.06,0.17,0.11,0.17,Matches
Matheus Henrique,br BRA,"MF,FW",26.0,17,13,1219.0,13.5,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.3,1.3,22.0,56.0,50.0,0.15,0.0,0.15,0.15,0.15,0.07,0.02,0.1,0.07,0.1,Matches
