Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Fábio,br BRA,GK,33.0,36,36,3240,36.0,,,0,0.0,,23,7,6,11,30.6,4,3,0,1,0.0,Matches
Elisson,br BRA,GK,26.0,1,1,90,1.0,,,0,0.0,,0,1,0,0,0.0,0,0,0,0,,Matches
Rafael Pires,br BRA,GK,24.0,1,1,90,1.0,,,0,0.0,,1,0,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.4,38,38,3420,38.0,0.0,0.0,0,0.0,,24,8,6,11,28.9,4,3,0,1,0.0,
Opponent Total,,,26.7,38,38,3420,38.0,,,0,,,6,8,24,6,15.8,6,5,0,1,0.0,
