Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
1,Cruzeiro,19,15,2,2,43,17,26,47,2.47,19,9,6,4,24,21,3,33,1.74
2,São Paulo,19,11,6,2,32,16,16,39,2.05,19,9,4,6,27,24,3,31,1.63
3,Internacional,19,15,0,4,37,16,21,45,2.37,19,6,6,7,16,25,-9,24,1.26
