Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Fábio,br BRA,GK,37.0,30.0,0,0,0,0,3,0,0,3,0,0,0,0,Matches
Léo,br BRA,DF,30.0,29.9,2,0,0,31,7,2,1,25,17,0,1,0,Matches
Egídio Pereira Júnior,br BRA,DF,31.0,24.5,4,0,0,31,27,7,124,51,35,0,1,1,Matches
Robinho,br BRA,MF,30.0,22.5,9,0,0,35,27,3,135,25,20,0,0,0,Matches
Thiago Neves,br BRA,MF,32.0,19.4,3,0,0,18,26,8,47,6,11,0,0,0,Matches
Lucas Romero,ar ARG,"DF,MF",23.0,20.6,5,0,0,30,27,1,16,29,45,0,0,0,Matches
Dedé,br BRA,DF,29.0,20.0,6,0,0,18,16,0,1,29,23,0,1,0,Matches
Henrique Pacheco Lima,br BRA,MF,32.0,19.0,7,0,0,24,25,0,9,29,29,1,0,1,Matches
Lucas Silva,br BRA,MF,24.0,17.7,4,0,0,35,27,0,20,34,22,0,0,0,Matches
Ariel Cabral,ar ARG,MF,30.0,17.1,9,0,0,25,18,0,8,27,33,0,0,0,Matches
Edílson Mendes,br BRA,DF,31.0,17.0,11,0,0,22,15,0,54,37,18,0,0,0,Matches
Manoel,br BRA,DF,27.0,15.5,3,0,0,18,14,1,0,19,5,0,0,0,Matches
Giorgian De Arrascaeta,uy URU,"FW,MF",23.0,14.9,4,0,0,21,45,2,86,7,19,1,0,0,Matches
Ezequiel,br BRA,DF,24.0,14.4,6,0,0,28,19,1,45,15,20,0,0,0,Matches
Bruno Silva,br BRA,MF,31.0,12.4,5,0,0,32,16,0,13,16,23,0,0,0,Matches
Rafael Sóbis,br BRA,"FW,MF",32.0,12.9,3,0,0,8,20,2,47,10,8,1,0,0,Matches
Federico Mancuello,ar ARG,"DF,FW",28.0,10.7,3,2,1,20,14,2,43,6,17,0,0,0,Matches
Raniel,br BRA,FW,21.0,16.2,1,0,0,46,48,9,14,10,10,0,0,0,Matches
David,br BRA,"FW,MF",22.0,11.2,1,0,0,18,24,18,14,4,8,1,0,0,Matches
Marcelo Hermes,br BRA,"DF,MF",22.0,10.4,4,0,0,16,8,0,50,10,16,0,1,0,Matches
Hernán Barcos,ar ARG,FW,33.0,10.3,1,0,0,17,9,3,6,4,7,0,0,0,Matches
Rafinha,br BRA,MF,34.0,11.3,0,0,0,14,42,5,39,7,15,0,0,0,Matches
Murilo Cerqueira,br BRA,DF,20.0,8.6,2,0,0,11,2,0,0,16,6,0,1,0,Matches
Sassá,br BRA,FW,24.0,8.5,3,0,0,33,24,7,5,1,3,0,0,0,Matches
Rafael Pires,br BRA,GK,28.0,8.0,0,0,0,1,3,0,0,0,0,0,0,0,Matches
Fred,br BRA,FW,34.0,4.6,3,0,0,9,9,1,0,0,0,0,0,0,Matches
Patrick,br BRA,"DF,FW",20.0,4.4,0,0,0,8,7,0,14,9,4,1,0,0,Matches
Cacá,br BRA,DF,18.0,2.0,0,0,0,1,1,0,0,2,3,0,0,0,Matches
Éderson,br BRA,MF,18.0,2.0,1,0,0,2,3,0,1,0,3,1,0,0,Matches
Marcelo,br BRA,FW,20.0,0.5,0,0,0,2,0,0,2,0,2,0,0,0,Matches
Rafael Marques,br BRA,FW,34.0,0.3,0,0,0,1,0,0,0,0,1,0,0,0,Matches
Vitinho,br BRA,"DF,MF",18.0,0.3,0,0,0,1,1,0,0,1,0,0,0,0,Matches
Rafael Santos,br BRA,DF,19.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Laercio,br BRA,FW,19.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Alejandro,br BRA,FW,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,29.0,38.0,100,2,1,576,528,72,794,432,423,6,5,2,
Opponent Total,,,27.0,38.0,104,4,1,564,540,51,685,544,434,4,7,2,
