Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Fábio,br BRA,GK,33.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,1,2.11,64.0,36.0,28.0,0.78,0.28,Matches
Everton Ribeiro,br BRA,"FW,MF",24.0,31,2581.0,83.0,75.5,28.7,30,86.0,18.0,1,16.0,0,2.32,54.0,21.0,33.0,1.15,1.58,Matches
Egídio Pereira Júnior,br BRA,DF,27.0,31,2543.0,82.0,74.4,28.3,30,84.0,25.0,1,24.0,2,2.19,49.0,26.0,23.0,0.81,0.2,Matches
Léo,br BRA,DF,26.0,29,2610.0,90.0,76.3,29.0,29,90.0,29.0,0,,8,2.07,54.0,28.0,26.0,0.9,0.56,Matches
Marcelo Martins Moreno,bo BOL,FW,26.0,32,2498.0,78.0,73.0,27.8,29,84.0,15.0,3,23.0,1,2.09,52.0,28.0,24.0,0.86,0.38,Matches
Henrique Pacheco Lima,br BRA,MF,28.0,30,2348.0,78.0,68.7,26.1,28,82.0,20.0,2,30.0,0,2.2,49.0,26.0,23.0,0.88,0.38,Matches
Mayke,br BRA,"DF,MF",21.0,30,2376.0,79.0,69.5,26.4,25,89.0,23.0,5,30.0,6,2.0,45.0,28.0,17.0,0.64,-0.39,Matches
Ricardo Goulart,br BRA,"FW,MF",22.0,26,2227.0,86.0,65.1,24.7,25,87.0,17.0,1,51.0,1,2.19,48.0,22.0,26.0,1.05,0.82,Matches
Lucas Silva,br BRA,MF,20.0,27,2006.0,74.0,58.7,22.3,25,80.0,16.0,2,9.0,1,2.04,36.0,20.0,16.0,0.72,-0.11,Matches
Dedé,br BRA,DF,25.0,21,1845.0,88.0,53.9,20.5,21,88.0,20.0,0,,0,1.9,35.0,21.0,14.0,0.68,-0.17,Matches
Nílton,br BRA,MF,26.0,26,1648.0,63.0,48.2,18.3,16,88.0,15.0,10,24.0,5,2.19,28.0,20.0,8.0,0.44,-0.63,Matches
Marquinhos,br BRA,"DF,FW",24.0,18,1161.0,65.0,33.9,12.9,16,70.0,7.0,2,23.0,7,2.0,12.0,12.0,0.0,0.0,-1.16,Matches
Willian,br BRA,"FW,MF",27.0,27,1457.0,54.0,42.6,16.2,15,70.0,3.0,12,34.0,2,2.11,31.0,14.0,17.0,1.05,0.5,Matches
Ceará,br BRA,DF,33.0,17,1249.0,73.0,36.5,13.9,14,79.0,9.0,3,47.0,14,2.12,25.0,15.0,10.0,0.72,-0.07,Matches
Manoel,br BRA,DF,23.0,13,1125.0,87.0,32.9,12.5,12,90.0,12.0,1,45.0,13,2.0,16.0,12.0,4.0,0.32,-0.66,Matches
