Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Fábio,br BRA,GK,38.0,35.0,904,557,346,74,0,0,0,0,0,0,0,0,640,1,0,Matches
Henrique Pacheco Lima,br BRA,MF,33.0,33.0,1841,1764,77,70,3,6,10,7,0,0,0,0,1641,0,14,Matches
Thiago Neves,br BRA,MF,33.0,23.4,1104,966,131,49,6,10,119,7,71,20,46,0,839,7,10,Matches
Egídio Pereira Júnior,br BRA,DF,32.0,22.7,1418,1164,245,40,1,9,146,187,18,0,18,0,1035,9,29,Matches
Fred,br BRA,FW,35.0,24.5,540,494,45,1,2,1,3,1,0,0,0,0,377,1,13,Matches
David,br BRA,"FW,MF",23.0,22.5,857,836,21,3,2,0,53,9,9,4,4,0,683,0,17,Matches
Luis Manuel Orejuela,co COL,DF,23.0,20.2,1077,926,151,8,0,8,67,143,0,0,0,0,884,0,34,Matches
Robinho,br BRA,"MF,FW",31.0,20.8,1496,1350,139,57,8,24,123,13,66,25,34,0,1171,7,24,Matches
Marquinhos Gabriel,br BRA,"FW,MF",28.0,20.0,790,763,23,4,3,7,45,6,13,9,2,0,653,4,12,Matches
Dedé,br BRA,DF,30.0,18.8,899,856,41,38,0,8,0,3,0,0,0,0,736,2,9,Matches
Éderson,br BRA,MF,19.0,18.3,664,657,5,4,4,8,6,1,0,0,0,0,548,2,16,Matches
Fabrício Bruno,br BRA,DF,22.0,19.0,856,793,60,59,0,7,3,1,0,0,0,0,728,3,4,Matches
Cacá,br BRA,DF,19.0,19.2,862,824,35,29,0,7,7,6,0,0,0,0,772,3,3,Matches
Léo,br BRA,DF,31.0,18.0,916,882,33,30,0,2,0,3,0,0,0,0,816,1,1,Matches
Pedro Rocha Neves,br BRA,"FW,MF",24.0,16.3,572,532,36,3,3,4,34,6,18,7,9,1,410,4,15,Matches
Dodô,br BRA,DF,26.0,15.1,863,738,125,16,1,1,66,102,7,0,7,0,703,0,15,Matches
Ariel Cabral,ar ARG,MF,31.0,8.5,452,447,3,1,1,4,2,2,0,0,0,0,366,2,8,Matches
Sassá,br BRA,FW,25.0,10.2,211,189,20,0,0,0,12,1,0,0,0,0,168,2,6,Matches
Edílson Mendes,br BRA,DF,32.0,9.9,552,466,86,13,0,9,39,70,3,0,3,0,427,0,11,Matches
Jadson,br BRA,"MF,FW",25.0,8.4,452,439,12,4,0,7,11,8,0,0,0,0,398,1,7,Matches
Lucas Romero,ar ARG,"DF,MF",24.0,7.8,523,477,46,9,0,1,2,37,0,0,0,0,468,0,3,Matches
Rodriguinho Marinho,br BRA,MF,30.0,3.3,138,135,2,1,2,0,1,1,0,0,0,0,114,1,3,Matches
Weverton,br BRA,DF,19.0,3.8,185,152,33,0,0,0,19,33,0,0,0,0,143,0,5,Matches
Rafael Pires,br BRA,GK,29.0,3.0,81,42,39,8,0,0,0,0,0,0,0,0,53,0,0,Matches
Ezequiel,br BRA,"FW,MF",20.0,4.1,150,142,8,3,0,0,9,5,0,0,0,0,114,0,3,Matches
Mauricio,br BRA,"MF,FW",17.0,3.3,109,102,6,3,0,0,12,0,3,2,1,0,72,1,4,Matches
Lucas Silva,br BRA,MF,25.0,3.0,212,212,0,0,0,0,1,0,0,0,0,0,184,0,1,Matches
Diederrick Joel,cm CMR,FW,25.0,1.5,20,15,5,0,0,0,1,1,0,0,0,0,14,0,2,Matches
Murilo Cerqueira,br BRA,DF,21.0,0.9,22,21,1,1,0,0,0,0,0,0,0,0,17,0,1,Matches
Rafael Santos,br BRA,"DF,MF",20.0,0.9,52,37,15,3,0,0,5,12,0,0,0,0,32,0,2,Matches
Raniel,br BRA,FW,22.0,0.6,11,11,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
Vinícius Popó,br BRA,FW,17.0,0.5,12,12,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
Jadsom,br BRA,"MF,FW",17.0,0.3,15,15,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
Rafinha,br BRA,FW,35.0,0.2,5,4,1,0,0,0,0,1,0,0,0,0,3,0,1,Matches
Welinton Torrão,br BRA,MF,19.0,0.2,8,8,0,0,0,0,3,0,0,0,0,0,4,0,0,Matches
Squad Total,,,28.9,38.0,18869,17028,1790,531,36,123,801,666,208,67,124,1,15242,51,274,
Opponent Total,,,27.3,38.0,17440,15628,1780,552,12,175,705,664,189,88,80,0,13961,32,281,
