Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
William,br BRA,DF,28.0,32.9,2336,97,608,971,783,63,2333,84,35,41.7,48,57.1,1205,6565,3641,84,62,14,37,23,1351,214,Matches
Matheus Pereira,br BRA,"FW,MF",27.0,31.4,1938,12,141,968,849,76,1938,81,38,46.9,33,40.7,1237,6826,3280,89,86,12,73,31,1504,175,Matches
Lucas Romero,ar ARG,MF,29.0,28.1,1982,81,452,1252,289,11,1982,27,13,48.1,12,44.4,1167,5058,2398,22,35,0,24,20,1452,26,Matches
João Marcelo,br BRA,DF,23.0,29.9,2046,309,971,963,122,31,2046,20,10,50.0,6,30.0,1215,7490,4861,43,19,0,14,7,1409,9,Matches
Zé Ivaldo,br BRA,DF,26.0,26.2,1629,222,849,694,97,29,1629,17,8,47.1,5,29.4,934,4911,2850,23,28,0,12,3,1062,7,Matches
Marlon,br BRA,DF,26.0,24.2,1646,70,509,782,367,28,1646,26,16,61.5,10,38.5,851,4471,2747,55,34,9,31,8,1004,115,Matches
Lucas Silva,br BRA,MF,30.0,22.1,1269,48,210,763,312,14,1269,31,18,58.1,12,38.7,733,3681,1713,29,37,3,25,17,890,49,Matches
Cássio,br BRA,GK,36.0,21.0,622,539,618,4,0,0,622,0,0,,0,,328,1645,1111,0,0,0,0,1,254,1,Matches
Gabriel Veron,br BRA,"FW,MF",21.0,17.9,538,18,78,213,258,52,538,37,14,37.8,23,62.2,321,1545,775,24,21,9,25,18,388,100,Matches
Anderson,br BRA,GK,25.0,17.0,505,440,505,0,0,0,505,0,0,,0,,260,1087,622,0,0,0,0,0,209,0,Matches
Álvaro Barreal,ar ARG,"MF,FW",23.0,16.5,1064,24,205,507,357,42,1064,38,17,44.7,20,52.6,620,2777,1327,29,21,4,29,18,752,113,Matches
Ramiro Benetti,br BRA,MF,30.0,16.0,915,44,206,504,207,23,915,3,1,33.3,2,66.7,440,1592,670,9,9,2,21,10,604,43,Matches
Lucas Villalba,ar ARG,DF,29.0,14.7,1024,117,470,499,59,10,1024,3,2,66.7,1,33.3,609,3385,2004,16,19,0,4,2,701,10,Matches
Arthur,br BRA,FW,25.0,14.1,597,8,63,199,343,48,597,60,26,43.3,31,51.7,413,2730,1276,48,20,19,32,22,470,130,Matches
Matheus Henrique,br BRA,"MF,FW",26.0,13.5,720,35,144,382,205,23,720,28,12,42.9,12,42.9,443,2699,1177,22,15,2,13,18,495,50,Matches
Kaiki,br BRA,DF,20.0,13.2,832,30,250,404,192,24,832,57,32,56.1,18,31.6,385,2301,1318,31,24,7,25,19,463,67,Matches
Kaio Jorge,br BRA,FW,22.0,12.9,333,13,32,145,159,55,332,14,5,35.7,8,57.1,203,1044,453,20,13,8,34,10,251,56,Matches
Lautaro Díaz,ar ARG,FW,25.0,10.7,330,6,27,133,171,42,330,26,4,15.4,22,84.6,177,820,350,15,12,7,28,8,240,74,Matches
Rafael Silva,br BRA,FW,31.0,5.9,146,3,8,65,75,19,146,10,5,50.0,4,40.0,88,353,135,6,6,2,11,12,112,27,Matches
Walace,br BRA,MF,28.0,5.1,327,16,103,187,44,1,327,6,4,66.7,1,16.7,218,1179,641,11,14,0,6,2,249,7,Matches
Mateus Vital,br BRA,"MF,FW",25.0,5.9,310,1,31,160,124,18,310,15,8,53.3,7,46.7,201,1253,496,12,10,1,5,8,235,27,Matches
Jonathan,br BRA,DF,19.0,3.8,221,30,147,72,4,1,221,3,1,33.3,1,33.3,141,500,170,0,4,0,4,1,163,0,Matches
Neris,br BRA,DF,31.0,3.4,180,23,91,85,6,5,180,3,3,100.0,0,0.0,105,570,368,1,0,0,2,0,117,1,Matches
Robert,br BRA,"MF,FW",18.0,4.4,156,5,29,50,80,20,156,23,9,39.1,13,56.5,105,706,413,17,18,9,7,3,120,34,Matches
