Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
William,br BRA,DF,28.0,32.9,5,47,10,21.3,1.43,0.3,0.04,0.2,22.6,3,3,3,4.6,2.3,0.05,0.4,-0.3,Matches
Matheus Pereira,br BRA,"FW,MF",27.0,31.4,8,67,22,32.8,2.14,0.7,0.12,0.36,21.0,4,0,0,5.3,5.2,0.08,2.7,2.8,Matches
Lucas Romero,ar ARG,MF,29.0,28.1,0,19,4,21.1,0.68,0.14,0.0,0.0,25.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
João Marcelo,br BRA,DF,23.0,29.9,0,16,3,18.8,0.53,0.1,0.0,0.0,12.7,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Zé Ivaldo,br BRA,DF,26.0,26.2,1,27,9,33.3,1.03,0.34,0.04,0.11,20.5,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Marlon,br BRA,DF,26.0,24.2,0,16,2,12.5,0.66,0.08,0.0,0.0,25.3,4,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Lucas Silva,br BRA,MF,30.0,22.1,1,22,6,27.3,0.99,0.27,0.05,0.17,28.6,2,0,0,0.9,0.9,0.04,0.1,0.1,Matches
Cássio,br BRA,GK,36.0,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Veron,br BRA,"FW,MF",21.0,17.9,6,24,10,41.7,1.34,0.56,0.25,0.6,15.4,0,0,0,4.1,4.1,0.17,1.9,1.9,Matches
Anderson,br BRA,GK,25.0,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Álvaro Barreal,ar ARG,"MF,FW",23.0,16.5,2,38,11,28.9,2.3,0.67,0.05,0.18,22.1,3,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches
Ramiro Benetti,br BRA,MF,30.0,16.0,2,12,3,25.0,0.75,0.19,0.17,0.67,17.9,0,0,0,1.1,1.1,0.09,0.9,0.9,Matches
Lucas Villalba,ar ARG,DF,29.0,14.7,0,6,2,33.3,0.41,0.14,0.0,0.0,16.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Arthur,br BRA,FW,25.0,14.1,2,30,13,43.3,2.12,0.92,0.07,0.15,19.3,1,0,0,1.6,1.6,0.05,0.4,0.4,Matches
Matheus Henrique,br BRA,"MF,FW",26.0,13.5,2,20,6,30.0,1.48,0.44,0.1,0.33,22.1,0,0,0,1.0,1.0,0.05,1.0,1.0,Matches
Kaiki,br BRA,DF,20.0,13.2,1,8,3,37.5,0.61,0.23,0.13,0.33,18.0,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
Kaio Jorge,br BRA,FW,22.0,12.9,2,38,15,39.5,2.94,1.16,0.05,0.13,14.6,0,0,1,5.3,4.5,0.12,-3.3,-2.5,Matches
Lautaro Díaz,ar ARG,FW,25.0,10.7,1,18,7,38.9,1.69,0.66,0.06,0.14,14.9,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
Rafael Silva,br BRA,FW,31.0,5.9,3,10,6,60.0,1.71,1.02,0.3,0.5,8.6,0,0,0,1.7,1.7,0.17,1.3,1.3,Matches
Walace,br BRA,MF,28.0,5.1,0,4,0,0.0,0.78,0.0,0.0,,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Mateus Vital,br BRA,"MF,FW",25.0,5.9,1,16,4,25.0,2.7,0.68,0.06,0.25,19.2,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Jonathan,br BRA,DF,19.0,3.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Neris,br BRA,DF,31.0,3.4,0,1,1,100.0,0.3,0.3,0.0,0.0,17.6,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Robert,br BRA,"MF,FW",18.0,4.4,0,8,2,25.0,1.82,0.45,0.0,0.0,23.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Fabrizio Peralta,py PAR,MF,21.0,3.1,0,3,1,33.3,0.98,0.33,0.0,0.0,26.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
João Wellington,br BRA,"MF,FW",20.0,3.3,0,1,0,0.0,0.3,0.0,0.0,,30.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Juan Ignacio Dinenno,ar ARG,"FW,DF",29.0,2.7,3,9,5,55.6,3.39,1.88,0.22,0.4,16.9,0,1,1,1.2,0.4,0.04,1.8,1.6,Matches
Machado,br BRA,MF,28.0,1.9,0,2,0,0.0,1.08,0.0,0.0,,30.8,1,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Wesley Gasolina,br BRA,DF,23.0,1.8,0,1,0,0.0,0.55,0.0,0.0,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Vitinho,br BRA,"MF,FW",19.0,5.4,1,15,2,13.3,2.79,0.37,0.07,0.5,19.8,0,0,0,1.9,1.9,0.15,-0.9,-0.9,Matches
