Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Fábio,br BRA,GK,38.0,35.0,40,3,0,2,0,43.5,0.3,3.5,0.1,184,436,42.2,631,126,45.6,36.5,272,54.4,40.3,499,22,4.4,7,0.2,9.7,Matches
Rafael Pires,br BRA,GK,29.0,3.0,6,1,0,1,0,6.6,0.32,0.6,0.21,20,48,41.7,50,10,52.0,39.6,31,71.0,50.9,49,4,8.2,3,1.0,10.7,Matches
Squad Total,,,28.9,38.0,46,4,0,3,0,50.1,0.3,4.1,0.11,204,484,42.1,681,136,46.1,,303,56.1,41.4,548,26,4.7,10,0.26,,
Opponent Total,,,27.3,38.0,27,4,1,2,0,38.3,0.24,11.3,0.3,196,510,38.4,727,154,47.5,38.2,311,53.1,43.7,628,30,4.8,12,0.32,10.3,
