Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Jailson,br BRA,GK,34.0,19,19,1710,19.0,12,0.63,54,43,79.6,14,5,0,9,47.4,1,1,0,0,0.0,Matches
Fernando Prass,br BRA,GK,37.0,16,15,1350,15.0,14,0.93,53,39,73.6,10,2,3,7,46.7,0,0,0,0,,Matches
Vagner,br BRA,GK,26.0,3,3,270,3.0,5,1.67,11,7,63.6,0,1,2,0,0.0,1,1,0,0,0.0,Matches
Vinicius Silvestre,br BRA,GK,21.0,1,1,90,1.0,1,1.0,6,5,83.3,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.2,38,38,3420,38.0,32,0.84,124,94,75.8,24,8,6,15,39.5,2,2,0,0,0.0,
Opponent Total,,,26.8,38,38,3420,38.0,62,1.63,188,131,69.1,6,8,24,5,13.2,6,4,1,1,20.0,
