Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Raphael Veiga,br BRA,"MF,FW",25.0,25.6,10,68,30,44.1,2.66,1.17,0.1,0.23,23.2,6,3,3,7.2,4.8,0.07,2.8,2.2,Matches
Luan Garcia,br BRA,DF,27.0,24.6,1,8,1,12.5,0.32,0.04,0.13,1.0,11.8,0,0,0,1.0,1.0,0.13,0.0,0.0,Matches
Wéverton,br BRA,GK,33.0,20.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gustavo Scarpa,br BRA,"MF,FW",27.0,20.4,4,73,21,28.8,3.58,1.03,0.04,0.14,25.5,16,1,1,5.7,4.9,0.07,-1.7,-1.9,Matches
Marcos Rocha,br BRA,DF,32.0,18.7,0,4,0,0.0,0.21,0.0,0.0,,33.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Gustavo Gómez,py PAR,DF,27.0,20.0,1,17,3,17.6,0.85,0.15,0.06,0.33,13.0,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Zé Rafael,br BRA,MF,27.0,20.2,1,26,3,11.5,1.29,0.15,0.04,0.33,20.2,2,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches
Felipe Melo,br BRA,"MF,DF",37.0,19.1,1,11,2,18.2,0.58,0.1,0.09,0.5,15.1,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
Rony,br BRA,"FW,MF",25.0,18.2,4,44,12,27.3,2.42,0.66,0.09,0.33,16.7,0,0,0,4.8,4.8,0.11,-0.8,-0.8,Matches
Renan Victor,br BRA,DF,18.0,18.3,0,19,5,26.3,1.04,0.27,0.0,0.0,13.6,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches
Danilo,br BRA,MF,19.0,17.3,2,14,4,28.6,0.81,0.23,0.14,0.5,17.3,0,0,0,2.5,2.5,0.18,-0.5,-0.5,Matches
Dudu,br BRA,"FW,MF",29.0,16.5,2,33,14,42.4,2.0,0.85,0.06,0.14,18.1,0,0,0,3.3,3.3,0.1,-1.3,-1.3,Matches
Wesley,br BRA,"FW,MF",21.0,11.8,4,22,11,50.0,1.87,0.93,0.18,0.36,18.0,0,0,0,2.9,2.9,0.13,1.1,1.1,Matches
Jailson,br BRA,GK,39.0,13.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
