Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Fernando Prass,br BRA,GK,36.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitor Hugo,br BRA,"DF,MF",23.0,30,29,2584.0,28.7,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches
Rafael Marques,br BRA,FW,31.0,32,28,2379.0,26.4,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,0.26,0.11,0.38,0.26,0.38,Matches
Lucas Marques,br BRA,DF,26.0,28,28,2373.0,26.4,2.0,3.0,5.0,2.0,0.0,0.0,10.0,0.0,0.08,0.11,0.19,0.08,0.19,Matches
Egídio Pereira Júnior,br BRA,DF,28.0,30,28,2313.0,25.7,1.0,5.0,6.0,1.0,0.0,0.0,9.0,0.0,0.04,0.19,0.23,0.04,0.23,Matches
Dudu,br BRA,"FW,MF",23.0,28,26,2230.0,24.8,10.0,8.0,18.0,10.0,0.0,0.0,6.0,0.0,0.4,0.32,0.73,0.4,0.73,Matches
Robinho,br BRA,MF,27.0,25,23,1959.0,21.8,3.0,5.0,8.0,3.0,0.0,0.0,4.0,1.0,0.14,0.23,0.37,0.14,0.37,Matches
Zé Roberto,br BRA,"DF,MF",40.0,26,22,1956.0,21.7,2.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,0.09,0.18,0.28,0.05,0.23,Matches
Arouca,br BRA,"DF,MF",28.0,22,21,1734.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Victor Ramos Ferreira,br BRA,DF,25.0,17,17,1529.0,17.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,0.12,0.06,0.18,0.12,0.18,Matches
Jackson de Souza,br BRA,DF,24.0,17,16,1438.0,16.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.19,0.0,0.19,0.19,0.19,Matches
Gabriel,br BRA,MF,22.0,16,16,1306.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Gabriel Jesus,br BRA,"FW,MF",17.0,20,12,1304.0,14.5,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,0.28,0.21,0.48,0.28,0.48,Matches
Leandro Almeida Silva,br BRA,DF,27.0,13,12,1081.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago dos Santos,br BRA,"DF,MF",25.0,13,12,1072.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alecsandro,br BRA,FW,33.0,18,11,1000.0,11.1,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.18,0.18,0.36,0.18,0.36,Matches
Leandro Pereira,br BRA,FW,23.0,11,11,744.0,8.3,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.73,0.0,0.73,0.73,0.73,Matches
