Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Dudu,br BRA,FW,30.0,31.3,2,0,0,16,63,6,77,24,7,0,0,0,151,7,25,21.9,Matches
Wéverton,br BRA,GK,34.0,34.0,0,0,0,0,5,0,0,1,1,0,0,0,31,9,2,81.8,Matches
Danilo,br BRA,MF,20.0,30.5,5,1,0,46,21,1,16,29,40,0,1,0,190,20,31,39.2,Matches
Murilo Cerqueira,br BRA,DF,24.0,31.5,7,0,0,25,10,2,0,39,21,0,0,0,153,96,40,70.6,Matches
Gustavo Scarpa,br BRA,"MF,FW",28.0,28.6,3,0,0,14,72,13,342,13,10,0,0,0,133,20,27,42.6,Matches
Zé Rafael,br BRA,MF,28.0,28.5,12,1,1,50,64,1,13,27,30,0,0,0,227,34,18,65.4,Matches
Gustavo Gómez,py PAR,DF,28.0,30.0,9,0,0,31,19,7,12,48,21,0,1,0,146,103,71,59.2,Matches
Rony,br BRA,FW,26.0,26.5,3,0,0,37,37,27,32,7,8,1,0,0,57,40,69,36.7,Matches
Marcos Rocha,br BRA,DF,33.0,25.0,4,0,0,29,20,0,40,31,54,2,0,0,165,18,13,58.1,Matches
Joaquín Piquerez,uy URU,DF,23.0,24.7,5,0,0,22,22,0,54,38,36,0,1,0,166,18,18,50.0,Matches
Raphael Veiga,br BRA,MF,26.0,14.0,1,0,0,18,33,4,42,3,10,0,0,0,47,7,9,43.8,Matches
Mayke,br BRA,"DF,FW",29.0,16.3,2,0,0,17,11,3,57,30,20,0,0,0,98,28,18,60.9,Matches
Luan Garcia,br BRA,DF,28.0,13.6,2,0,0,21,10,1,1,22,4,0,0,1,58,19,11,63.3,Matches
Vanderlan,br BRA,DF,19.0,7.2,0,0,0,13,8,0,25,18,9,0,0,0,31,4,6,40.0,Matches
Gabriel Veron,br BRA,"FW,MF",19.0,6.3,0,0,0,4,6,0,6,6,8,1,0,0,29,3,9,25.0,Matches
Gabriel Menino,br BRA,MF,21.0,10.2,3,1,0,13,19,1,39,12,16,0,0,0,64,17,14,54.8,Matches
Wesley,br BRA,FW,22.0,7.2,2,0,0,8,20,2,30,3,6,0,0,0,50,14,9,60.9,Matches
Eduard Atuesta,co COL,MF,24.0,7.3,4,0,0,15,9,3,20,10,7,0,0,0,32,6,15,28.6,Matches
José López,ar ARG,FW,21.0,6.1,3,0,0,7,6,7,3,1,2,0,0,0,15,17,22,43.6,Matches
Jorge,br BRA,DF,25.0,5.2,1,0,0,5,10,0,18,3,8,0,0,1,25,8,9,47.1,Matches
Rafael Navarro,br BRA,"FW,MF",21.0,8.0,0,0,0,35,12,6,6,0,9,0,0,0,24,18,46,28.1,Matches
Bruno Tabata,br BRA,"MF,FW",24.0,5.2,0,0,0,8,7,0,26,2,5,0,0,0,17,3,7,30.0,Matches
Endrick,br BRA,FW,15.0,3.4,1,0,0,9,4,3,2,0,4,0,0,0,5,0,5,0.0,Matches
Benjamín Kuscevic,cl CHI,DF,25.0,3.3,1,0,0,0,3,1,0,9,4,0,0,0,10,10,5,66.7,Matches
Marcelo Lomba,br BRA,GK,35.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,Matches
Miguel Merentiel,uy URU,"FW,MF",25.0,2.6,0,0,0,2,1,1,1,0,0,0,0,0,4,1,6,14.3,Matches
Breno,br BRA,FW,26.0,3.7,2,0,0,5,9,3,14,1,2,1,0,0,20,7,9,43.8,Matches
Vinicius Silvestre,br BRA,GK,27.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
García,br BRA,"DF,MF",20.0,1.1,1,0,0,0,1,0,1,2,0,0,0,0,4,3,1,75.0,Matches
Fabinho,br BRA,MF,19.0,0.8,1,0,0,4,0,0,0,2,3,0,0,0,6,0,0,,Matches
Kaiky Naves,br BRA,"DF,MF",19.0,0.4,0,0,0,3,0,0,0,1,0,0,0,0,3,0,2,0.0,Matches
Giovani,br BRA,"FW,MF",18.0,0.4,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0.0,Matches
Jailson Siqueira,br BRA,MF,26.0,0.2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,40.0,Matches
Gabriel Vieira,br BRA,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Pedro Bicalho,br BRA,MF,20.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
Squad Total,,,26.9,38.0,75,3,1,457,504,92,882,382,346,5,3,2,1969,532,522,50.5,
Opponent Total,,,27.2,38.0,108,8,3,535,436,32,557,364,352,2,9,2,1774,522,532,49.5,
