Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
1,Flamengo,38,28,6,4,86,37,49,90,2.37,81.6,42.8,38.8,1.02,58809,Gabriel Barbosa - 25,Diego Alves,
2,Santos,38,22,8,8,60,33,27,74,1.95,62.1,39.8,22.3,0.59,10388,Eduardo Sasha - 14,Éverson,→ Copa Libertadores via league finish
3,Palmeiras,38,21,11,6,61,32,29,74,1.95,61.3,33.6,27.7,0.73,28413,Bruno Henrique - 10,Wéverton,→ Copa Libertadores via league finish
4,Grêmio,38,19,8,11,64,39,25,65,1.71,57.0,42.4,14.6,0.39,16751,Everton Soares - 11,Paulo Victor Vidotti,→ Copa Libertadores via league finish
5,Ath Paranaense,38,18,10,10,51,32,19,64,1.68,64.0,49.8,14.2,0.37,15449,Marcelo Cirino - 9,Santos,
