Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-03-04,19:15,Libertadores,Group stage,Wed,Away,W,2,0,ar Tigre,1.2,0.8,58,,Felipe Melo,4-2-3-1,4-4-2,Wilmar Roldán,Match Report,
2020-03-10,21:30,Libertadores,Group stage,Tue,Home,W,3,1,py Guaraní,2.7,0.8,66,,Felipe Melo,4-2-3-1,4-1-4-1,Roberto Tobar,Match Report,
2020-08-12,21:30,Série A,Matchweek 2,Wed,Away,D,1,1,Fluminense,0.6,0.4,48,,Bruno Henrique,4-2-3-1,4-3-3,Rafael Traci,Match Report,
2020-08-15,21:30,Série A,Matchweek 3,Sat,Home,D,1,1,Goiás,0.5,0.5,65,,Wéverton,4-2-3-1,3-4-3,Paulo Roberto Alves Júnior,Match Report,
2020-08-19,19:30,Série A,Matchweek 4,Wed,Away,W,1,0,Ath Paranaense,0.5,0.8,45,,Wéverton,4-2-3-1,4-3-3,Caio Max Augusto Vieira,Match Report,
2020-08-23,16:00,Série A,Matchweek 5,Sun,Home,W,2,1,Santos,1.9,0.5,49,,Wéverton,4-2-3-1,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,
2020-08-29,19:00,Série A,Matchweek 6,Sat,Away,D,1,1,Bahia,1.5,0.4,51,,Wéverton,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2020-09-02,21:30,Série A,Matchweek 7,Wed,Home,D,1,1,Internacional,1.0,1.1,49,,Bruno Henrique,4-3-2-1,4-1-2-1-2,Wilton Sampaio,Match Report,
2020-09-06,11:00,Série A,Matchweek 8,Sun,Away,W,2,1,RB Bragantino,1.1,0.8,62,,Luiz Adriano,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2020-09-10,19:15,Série A,Matchweek 9,Thu,Away,W,2,0,Corinthians,2.6,0.5,46,,Luiz Adriano,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2020-09-13,19:45,Série A,Matchweek 10,Sun,Home,D,2,2,Sport Recife,1.9,1.4,63,,Willian,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,
2020-09-16,20:30,Libertadores,Group stage,Wed,Away,W,2,1,bo Bolívar,1.7,1.1,36,,Gustavo Gómez,4-1-4-1,4-4-1-1,Piero Maza,Match Report,
2020-09-20,16:00,Série A,Matchweek 11,Sun,Away,D,1,1,Grêmio,0.4,1.0,36,,Felipe Melo,4-3-2-1,4-5-1,Rodrigo D'Alonso Ferreira,Match Report,
2020-09-23,20:30,Libertadores,Group stage,Wed,Away,D,0,0,py Guaraní,0.4,0.9,57,,Gustavo Gómez,4-1-2-1-2◆,4-1-4-1,Néstor Pitana,Match Report,
2020-09-27,16:00,Série A,Matchweek 12,Sun,Home,D,1,1,Flamengo,0.9,1.5,60,,Felipe Melo,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2020-09-30,19:15,Libertadores,Group stage,Wed,Home,W,5,0,bo Bolívar,2.2,0.8,57,,Felipe Melo,4-2-3-1,4-4-1-1,Leodán González,Match Report,
2020-10-03,19:00,Série A,Matchweek 13,Sat,Home,W,2,1,Ceará,2.3,1.5,63,,Felipe Melo,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2020-10-07,21:30,Série A,Matchweek 14,Wed,Away,L,1,2,Botafogo (RJ),2.4,1.8,64,,Felipe Melo,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,
2020-10-10,19:00,Série A,Matchweek 15,Sat,Home,L,0,2,São Paulo,0.5,1.9,47,,Felipe Melo,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2020-10-14,18:00,Série A,Matchweek 16,Wed,Home,L,1,3,Coritiba,1.7,2.2,54,,Felipe Melo,4-1-4-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,
2020-10-18,20:30,Série A,Matchweek 17,Sun,Away,L,0,2,Fortaleza,1.0,1.4,49,,Gustavo Gómez,4-4-2,4-4-2,Marcelo de Lima Henrique,Match Report,
2020-10-21,21:30,Libertadores,Group stage,Wed,Home,W,5,0,ar Tigre,3.7,1.1,58,,Gustavo Gómez,4-2-3-1,5-4-1,Esteban Ostojich,Match Report,
2020-10-25,16:00,Série A,Matchweek 18,Sun,Away,W,3,0,Atl Goianiense,1.9,0.9,43,,Felipe Melo,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
