Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Raphael Veiga,br BRA,"MF,FW",25.0,31,2303.0,74.0,67.3,25.6,29,77.0,10.0,2,29.0,2,1.84,41.0,22.0,19.0,0.74,1.06,39.4,24.9,14.6,0.57,1.11,Matches
Luan Garcia,br BRA,DF,27.0,26,2216.0,85.0,64.8,24.6,25,87.0,23.0,1,45.0,3,1.69,37.0,30.0,7.0,0.28,-0.31,39.4,28.0,11.4,0.46,0.73,Matches
Wéverton,br BRA,GK,33.0,21,1868.0,89.0,54.6,20.8,21,89.0,20.0,0,,0,1.52,28.0,23.0,5.0,0.24,-0.34,30.3,20.7,9.6,0.46,0.56,Matches
Gustavo Scarpa,br BRA,"MF,FW",27.0,31,1836.0,59.0,53.7,20.4,21,74.0,7.0,10,28.0,3,1.65,37.0,24.0,13.0,0.64,0.52,33.1,24.2,9.0,0.44,0.51,Matches
Marcos Rocha,br BRA,DF,32.0,22,1679.0,76.0,49.1,18.7,21,80.0,14.0,1,5.0,4,2.18,32.0,18.0,14.0,0.75,0.7,28.0,18.9,9.1,0.49,0.55,Matches
Gustavo Gómez,py PAR,DF,27.0,20,1800.0,90.0,52.6,20.0,20,90.0,20.0,0,,0,1.75,28.0,21.0,7.0,0.35,-0.09,30.1,21.3,8.8,0.44,0.49,Matches
Zé Rafael,br BRA,MF,27.0,26,1821.0,70.0,53.2,20.2,19,81.0,6.0,7,40.0,3,1.81,34.0,20.0,14.0,0.69,0.64,29.4,21.6,7.8,0.39,0.38,Matches
Felipe Melo,br BRA,"MF,DF",37.0,24,1719.0,72.0,50.3,19.1,19,86.0,16.0,5,17.0,4,2.04,28.0,15.0,13.0,0.68,0.57,25.5,23.3,2.1,0.11,-0.19,Matches
Rony,br BRA,"FW,MF",25.0,25,1634.0,65.0,47.8,18.2,19,78.0,6.0,6,24.0,3,1.56,24.0,22.0,2.0,0.11,-0.54,25.3,20.3,4.9,0.27,0.13,Matches
Renan Victor,br BRA,DF,18.0,21,1644.0,78.0,48.1,18.3,18,86.0,15.0,3,35.0,11,1.62,29.0,23.0,6.0,0.33,-0.13,25.3,23.6,1.7,0.09,-0.22,Matches
Danilo,br BRA,MF,19.0,22,1553.0,71.0,45.4,17.3,18,82.0,12.0,4,22.0,0,1.73,24.0,20.0,4.0,0.23,-0.3,25.7,20.5,5.1,0.3,0.17,Matches
Dudu,br BRA,"FW,MF",29.0,21,1482.0,71.0,43.3,16.5,17,82.0,4.0,4,23.0,1,1.67,24.0,19.0,5.0,0.3,-0.16,25.0,15.8,9.3,0.56,0.63,Matches
Wesley,br BRA,"FW,MF",21.0,23,1061.0,46.0,31.0,11.8,15,59.0,0.0,8,22.0,10,1.13,20.0,20.0,0.0,0.0,-0.57,16.7,16.2,0.5,0.04,-0.24,Matches
Jailson,br BRA,GK,39.0,14,1192.0,85.0,34.9,13.2,13,90.0,13.0,1,22.0,17,1.93,25.0,16.0,9.0,0.68,0.44,21.0,18.1,2.9,0.22,0.02,Matches
Patrick de Paula,br BRA,MF,21.0,26,1117.0,43.0,32.7,12.4,13,68.0,4.0,13,18.0,3,1.73,21.0,18.0,3.0,0.24,-0.23,18.6,15.4,3.2,0.26,0.08,Matches
Luiz Adriano,br BRA,FW,33.0,19,936.0,49.0,27.4,10.4,12,66.0,1.0,7,21.0,9,1.58,16.0,12.0,4.0,0.38,-0.01,15.7,11.5,4.3,0.41,0.28,Matches
Gabriel Menino,br BRA,"DF,MF",20.0,18,1107.0,62.0,32.4,12.3,11,80.0,5.0,7,32.0,8,1.5,15.0,17.0,-2.0,-0.16,-0.82,17.5,19.3,-1.8,-0.14,-0.52,Matches
Benjamín Kuscevic,cl CHI,DF,24.0,11,906.0,82.0,26.5,10.1,11,82.0,8.0,0,,17,1.36,18.0,16.0,2.0,0.2,-0.27,15.6,13.1,2.5,0.25,0.06,Matches
Joaquín Piquerez,uy URU,DF,22.0,12,972.0,81.0,28.4,10.8,10,88.0,9.0,2,45.0,1,1.83,15.0,10.0,5.0,0.46,0.1,17.4,10.0,7.4,0.68,0.66,Matches
Deyverson,br BRA,FW,29.0,26,1066.0,41.0,31.2,11.8,9,83.0,4.0,17,19.0,5,1.74,23.0,15.0,8.0,0.68,0.41,21.8,16.5,5.3,0.45,0.36,Matches
Victor Luis,br BRA,DF,27.0,16,850.0,53.0,24.9,9.4,9,81.0,6.0,7,17.0,9,1.88,20.0,11.0,9.0,0.95,0.74,15.9,12.3,3.5,0.37,0.22,Matches
Willian,br BRA,"FW,MF",34.0,20,774.0,39.0,22.6,8.6,8,66.0,1.0,12,21.0,11,1.65,11.0,12.0,-1.0,-0.12,-0.66,12.8,10.0,2.8,0.33,0.16,Matches
Mayke,br BRA,DF,28.0,12,656.0,55.0,19.2,7.3,7,83.0,5.0,5,15.0,8,1.83,14.0,10.0,4.0,0.55,0.19,11.5,9.5,2.0,0.28,0.09,Matches
Jorge,br BRA,"DF,MF",24.0,7,461.0,66.0,13.5,5.1,6,76.0,2.0,1,4.0,0,0.43,6.0,10.0,-4.0,-0.78,-1.36,6.4,6.3,0.1,0.01,-0.22,Matches
Breno,br BRA,"FW,MF",25.0,22,757.0,34.0,22.1,8.4,5,69.0,1.0,17,24.0,7,2.05,15.0,10.0,5.0,0.59,0.26,10.8,9.6,1.2,0.14,-0.09,Matches
Gabriel Veron,br BRA,"FW,MF",18.0,14,476.0,34.0,13.9,5.3,4,67.0,0.0,10,21.0,11,1.07,7.0,10.0,-3.0,-0.57,-1.12,8.5,7.9,0.7,0.12,-0.1,Matches
Danilo Barbosa,br BRA,"MF,DF",24.0,15,451.0,30.0,13.2,5.0,4,68.0,1.0,11,16.0,12,1.73,7.0,12.0,-5.0,-1.0,-1.6,6.5,10.1,-3.6,-0.72,-1.06,Matches
Matheus Fernandes,br BRA,MF,22.0,7,380.0,54.0,11.1,4.2,4,76.0,1.0,3,25.0,9,1.71,3.0,3.0,0.0,0.0,-0.44,4.4,7.0,-2.5,-0.61,-0.91,Matches
Vinicius Silvestre,br BRA,GK,26.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,16,1.75,5.0,4.0,1.0,0.25,-0.16,5.0,9.7,-4.7,-1.18,-1.54,Matches
Matías Viña,uy URU,DF,23.0,4,271.0,68.0,7.9,3.0,3,85.0,2.0,1,16.0,0,2.25,7.0,3.0,4.0,1.33,1.01,5.9,5.0,0.9,0.28,0.08,Matches
Michel,br BRA,DF,17.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,8,2.33,4.0,1.0,3.0,1.0,0.66,4.0,6.9,-2.9,-0.98,-1.28,Matches
García,br BRA,"MF,DF",19.0,3,264.0,88.0,7.7,2.9,3,88.0,2.0,0,,4,2.33,3.0,1.0,2.0,0.68,0.31,3.8,6.5,-2.7,-0.92,-1.22,Matches
