Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Giovani,br BRA,"FW,MF",17.0,3,228.0,76.0,6.7,2.5,3,76.0,1.0,0,,1,2.33,3.0,1.0,2.0,0.79,0.42,3.4,5.2,-1.7,-0.67,-0.94,Matches
Vanderlan,br BRA,"MF,DF",18.0,3,224.0,75.0,6.5,2.5,2,90.0,1.0,1,45.0,3,2.33,2.0,0.0,2.0,0.8,0.44,2.8,5.8,-3.0,-1.19,-1.49,Matches
Gabriel Vieira,br BRA,"FW,MF",18.0,3,204.0,68.0,6.0,2.3,2,90.0,2.0,1,24.0,0,2.33,3.0,1.0,2.0,0.88,0.52,2.2,5.0,-2.8,-1.23,-1.53,Matches
Fabinho,br BRA,MF,18.0,3,190.0,63.0,5.6,2.1,2,90.0,2.0,1,10.0,2,2.33,2.0,0.0,2.0,0.95,0.59,2.5,5.4,-2.8,-1.35,-1.65,Matches
Kaiky Naves,br BRA,DF,18.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,0,2.0,1.0,0.0,1.0,0.5,0.11,2.2,5.0,-2.8,-1.4,-1.69,Matches
Lucas Freitas,br BRA,DF,20.0,3,179.0,60.0,5.2,2.0,2,87.0,1.0,1,6.0,1,2.33,2.0,0.0,2.0,1.01,0.64,2.3,5.4,-3.0,-1.52,-1.83,Matches
Vitor Hugo,br BRA,FW,17.0,2,179.0,90.0,5.2,2.0,2,90.0,1.0,0,,0,2.0,1.0,0.0,1.0,0.5,0.11,2.2,4.7,-2.5,-1.27,-1.55,Matches
Alan Empereur,br BRA,DF,26.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,0.0,0.0,1.0,-1.0,-1.0,-1.43,0.9,2.5,-1.6,-1.57,-1.82,Matches
Kevin,br BRA,FW,18.0,2,73.0,37.0,2.1,0.8,1,55.0,0.0,1,18.0,1,3.0,2.0,0.0,2.0,2.47,2.12,2.1,0.9,1.2,1.43,1.25,Matches
Pedro Bicalho,br BRA,"MF,DF",19.0,3,40.0,13.0,1.2,0.4,0,,0.0,3,13.0,4,2.33,1.0,0.0,1.0,2.25,1.88,0.5,1.7,-1.2,-2.53,-2.77,Matches
Jhonatan Jowjow,br BRA,FW,18.0,1,35.0,35.0,1.0,0.4,0,,0.0,1,35.0,1,3.0,0.0,0.0,0.0,0.0,-0.4,0.2,2.7,-2.5,-6.47,-6.75,Matches
Lucas Esteves,br BRA,FW,20.0,1,17.0,17.0,0.5,0.2,0,,0.0,1,17.0,2,3.0,0.0,0.0,0.0,0.0,-0.4,0.3,0.0,0.3,1.8,1.6,Matches
Yago Andrade,br BRA,FW,17.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,1.0,1,3.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.3,-0.3,-24.51,-24.72,Matches
Lucas Sena,br BRA,DF,19.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,1.0,1,3.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.3,-0.3,-24.51,-24.72,Matches
Kaique,br BRA,GK,17.0,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
Lucas Lima,br BRA,"FW,MF",30.0,0,,,,,0,,,0,,12,,,,,,,,,,,,Matches
Mateus Oliveira,,MF,18.0,0,,,,,0,,,0,,7,,,,,,,,,,,,Matches
Vitinho,br BRA,MF,18.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Squad Total,,,26.8,38,3420.0,90.0,100.0,38.0,418,80.0,236.0,177,22.0,238,1.74,58.0,43.0,15.0,0.39,,56.3,48.5,7.8,0.21,,
Opponent Total,,,26.8,38,3420.0,90.0,100.0,38.0,418,80.0,247.0,168,22.0,271,1.11,43.0,58.0,-15.0,-0.39,,48.5,56.3,-7.8,-0.21,,
