Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Henrique Dourado,br BRA,FW,24.0,33,32,2682.0,29.8,13.0,1.0,14.0,10.0,3.0,3.0,10.0,0.0,0.44,0.03,0.47,0.34,0.37,Matches
Marcelo Oliveira,br BRA,"DF,MF",26.0,28,28,2450.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Victor Luis,br BRA,DF,20.0,28,25,2265.0,25.2,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches
Lúcio,br BRA,DF,35.0,25,25,2250.0,25.0,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches
Renato,br BRA,MF,22.0,25,25,2198.0,24.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Wesley,br BRA,MF,26.0,26,25,2074.0,23.0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,1.0,0.09,0.09,0.17,0.09,0.17,Matches
Juninho,br BRA,DF,24.0,23,21,1716.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Fábio Szymonek,br BRA,GK,23.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Tobio,ar ARG,DF,24.0,18,18,1559.0,17.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
