Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Wéverton,br BRA,GK,36.0,37,37,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches
Aníbal Moreno,ar ARG,MF,24.0,34,31,2517.0,28.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,1.1,2.0,25.0,167.0,27.0,0.04,0.04,0.07,0.04,0.07,0.03,0.04,0.07,0.03,0.07,Matches
Raphael Veiga,br BRA,MF,28.0,34,30,2478.0,27.5,11.0,3.0,14.0,8.0,3.0,4.0,3.0,1.0,10.8,7.6,7.1,14.7,57.0,168.0,124.0,0.4,0.11,0.51,0.29,0.4,0.39,0.26,0.65,0.28,0.53,Matches
Gustavo Gómez,py PAR,DF,30.0,27,26,2367.0,26.3,1.0,2.0,3.0,0.0,1.0,1.0,9.0,0.0,3.8,3.0,1.8,4.8,8.0,82.0,6.0,0.04,0.08,0.11,0.0,0.08,0.14,0.07,0.21,0.12,0.18,Matches
Estêvão Willian,br BRA,FW,16.0,31,26,2097.0,23.3,13.0,9.0,22.0,10.0,3.0,3.0,4.0,0.0,10.5,8.2,7.1,15.3,145.0,92.0,291.0,0.56,0.39,0.94,0.43,0.82,0.45,0.31,0.76,0.35,0.66,Matches
Murilo Cerqueira,br BRA,DF,26.0,25,25,2175.0,24.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.5,1.5,0.4,1.9,25.0,127.0,2.0,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.08,0.06,0.08,Matches
José López,ar ARG,FW,23.0,35,24,2140.0,23.8,10.0,2.0,12.0,10.0,0.0,0.0,8.0,0.0,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.42,0.08,0.5,0.42,0.5,0.39,0.13,0.52,0.39,0.52,Matches
Marcos Rocha,br BRA,DF,35.0,28,20,1936.0,21.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,3.7,3.9,35.0,150.0,74.0,0.0,0.09,0.09,0.0,0.09,0.01,0.17,0.18,0.01,0.18,Matches
Richard Ríos,co COL,MF,23.0,24,20,1742.0,19.4,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,1.2,1.2,1.4,2.6,27.0,103.0,51.0,0.15,0.21,0.36,0.15,0.36,0.06,0.07,0.14,0.06,0.14,Matches
Rony,br BRA,FW,28.0,35,17,1721.0,19.1,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,8.3,8.3,2.7,11.0,22.0,20.0,125.0,0.21,0.1,0.31,0.21,0.31,0.43,0.14,0.57,0.43,0.57,Matches
Vitor Reis,br BRA,DF,18.0,18,16,1458.0,16.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,3.0,46.0,1.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches
Felipe Anderson,br BRA,FW,30.0,20,16,1310.0,14.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.8,2.8,4.3,7.0,46.0,57.0,122.0,0.14,0.14,0.27,0.14,0.27,0.19,0.29,0.48,0.19,0.48,Matches
Joaquín Piquerez,uy URU,DF,25.0,16,15,1314.0,14.6,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.2,2.0,3.2,29.0,87.0,73.0,0.14,0.0,0.14,0.07,0.07,0.14,0.14,0.27,0.08,0.22,Matches
Caio Paulista,br BRA,DF,25.0,24,15,1201.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.9,1.4,39.0,74.0,80.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches
Mauricio,br BRA,MF,22.0,20,12,1132.0,12.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.5,3.5,1.1,4.6,13.0,47.0,97.0,0.24,0.0,0.24,0.24,0.24,0.28,0.09,0.37,0.28,0.37,Matches
Gabriel Menino,br BRA,"MF,FW",23.0,27,11,1067.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,2.1,2.1,1.4,3.4,25.0,73.0,70.0,0.08,0.0,0.08,0.08,0.08,0.18,0.11,0.29,0.18,0.29,Matches
Mayke,br BRA,DF,31.0,22,11,1035.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,1.0,2.2,20.0,73.0,65.0,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.19,0.1,0.19,Matches
Zé Rafael,br BRA,MF,30.0,18,11,951.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,1.8,2.4,10.0,49.0,20.0,0.0,0.19,0.19,0.0,0.19,0.05,0.17,0.22,0.05,0.22,Matches
Vanderlan,br BRA,DF,21.0,25,9,1051.0,11.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.6,3.0,19.0,32.0,73.0,0.0,0.26,0.26,0.0,0.26,0.03,0.22,0.26,0.03,0.26,Matches
Kaiky Naves,br BRA,DF,21.0,11,9,733.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,2.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches
Lázaro,br BRA,"FW,MF",21.0,18,8,773.0,8.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,0.5,3.3,28.0,41.0,72.0,0.23,0.0,0.23,0.23,0.23,0.32,0.06,0.38,0.32,0.38,Matches
Agustín Giay,ar ARG,DF,20.0,10,8,642.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,16.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.12,0.08,0.12,Matches
Endrick,br BRA,"MF,FW",17.0,6,6,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.7,1.8,10.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.35,0.21,0.35,Matches
Dudu,br BRA,"FW,MF",32.0,18,4,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.6,1.8,35.0,26.0,76.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.29,0.2,0.29,Matches
Fabinho,br BRA,MF,21.0,19,4,513.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.5,5.0,36.0,13.0,0.18,0.0,0.18,0.18,0.18,0.05,0.04,0.09,0.05,0.09,Matches
Luan Garcia,br BRA,DF,30.0,3,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Guilherme,br BRA,"FW,DF",17.0,5,1,183.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.3,12.0,8.0,19.0,0.0,0.49,0.49,0.0,0.49,0.18,0.47,0.65,0.18,0.65,Matches
Romulo,br BRA,"FW,MF",22.0,9,1,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,5.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,0.22,0.03,0.22,Matches
