Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Wéverton,br BRA,GK,32.0,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Menino,br BRA,"MF,DF",19.0,27,24,1962.0,21.8,0.0,6.0,6.0,0.0,0.0,0.0,9.0,0.0,2.1,2.1,4.1,6.2,54.0,112.0,129.0,0.0,0.28,0.28,0.0,0.28,0.1,0.19,0.28,0.1,0.28,Matches
Matías Viña,uy URU,DF,22.0,23,23,1932.0,21.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,1.8,2.6,49.0,73.0,137.0,0.05,0.09,0.14,0.05,0.14,0.04,0.08,0.12,0.04,0.12,Matches
Lucas Lima,br BRA,"MF,FW",29.0,32,23,1893.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,1.3,1.3,4.1,5.4,45.0,169.0,114.0,0.05,0.1,0.14,0.05,0.14,0.06,0.2,0.26,0.06,0.26,Matches
Luan Garcia,br BRA,DF,26.0,26,22,2010.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.3,0.9,11.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Patrick de Paula,br BRA,MF,20.0,27,22,1860.0,20.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.6,3.5,25.0,133.0,33.0,0.15,0.05,0.19,0.15,0.19,0.1,0.08,0.17,0.1,0.17,Matches
Gustavo Gómez,py PAR,DF,26.0,21,21,1844.0,20.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.6,0.6,1.4,1.9,9.0,61.0,3.0,0.05,0.05,0.1,0.05,0.1,0.03,0.07,0.09,0.03,0.09,Matches
Zé Rafael,br BRA,MF,26.0,26,21,1662.0,18.5,2.0,3.0,5.0,2.0,0.0,0.0,8.0,2.0,2.3,2.3,2.6,4.9,37.0,88.0,55.0,0.11,0.16,0.27,0.11,0.27,0.12,0.14,0.26,0.12,0.26,Matches
Luiz Adriano,br BRA,FW,32.0,24,19,1538.0,17.1,10.0,3.0,13.0,8.0,2.0,3.0,2.0,0.0,7.5,5.0,1.6,6.6,16.0,35.0,59.0,0.59,0.18,0.76,0.47,0.64,0.44,0.09,0.54,0.29,0.39,Matches
Raphael Veiga,br BRA,MF,24.0,26,19,1534.0,17.0,11.0,1.0,12.0,8.0,3.0,3.0,3.0,0.0,6.2,3.8,2.6,6.4,42.0,96.0,73.0,0.65,0.06,0.7,0.47,0.53,0.36,0.15,0.52,0.22,0.38,Matches
