Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Dudu,br BRA,FW,30.0,31.3,861,1156,74.5,14809,4443,409,494,82.8,326,414,78.7,89,137,65.0,8,5.5,6.6,2.5,69,85,73,11,167,Matches
Wéverton,br BRA,GK,34.0,34.0,803,1059,75.8,20934,14262,185,185,100.0,379,381,99.5,234,482,48.5,0,0.0,0.1,0.0,1,28,0,0,0,Matches
Danilo,br BRA,MF,20.0,30.5,1127,1361,82.8,21478,5172,431,484,89.0,532,603,88.2,139,216,64.4,2,1.4,1.2,0.6,27,131,13,3,139,Matches
Murilo Cerqueira,br BRA,DF,24.0,31.5,1463,1624,90.1,30697,10800,389,426,91.3,841,904,93.0,218,265,82.3,1,1.8,0.9,-0.8,10,104,3,0,121,Matches
Gustavo Scarpa,br BRA,"MF,FW",28.0,28.6,971,1441,67.4,21284,6797,355,429,82.8,340,472,72.0,247,455,54.3,13,11.9,10.1,1.1,116,107,53,23,158,Matches
Zé Rafael,br BRA,MF,28.0,28.5,1051,1209,86.9,18764,3460,423,463,91.4,480,531,90.4,110,146,75.3,1,2.6,1.9,-1.6,26,91,16,3,97,Matches
Gustavo Gómez,py PAR,DF,28.0,30.0,1247,1476,84.5,24703,9560,373,414,90.1,736,807,91.2,127,220,57.7,0,0.6,0.7,-0.6,6,75,5,0,87,Matches
Rony,br BRA,FW,26.0,26.5,248,384,64.6,3499,661,141,193,73.1,83,112,74.1,9,33,27.3,2,4.2,3.0,-2.2,26,12,16,5,29,Matches
Marcos Rocha,br BRA,DF,33.0,25.0,1645,2045,80.4,34464,14563,552,607,90.9,739,866,85.3,321,481,66.7,4,2.4,2.4,1.6,36,259,42,5,289,Matches
Joaquín Piquerez,uy URU,DF,23.0,24.7,1081,1316,82.1,18732,5514,487,540,90.2,489,560,87.3,89,156,57.1,2,2.2,2.5,-0.2,21,106,11,4,121,Matches
Raphael Veiga,br BRA,MF,26.0,14.0,422,522,80.8,6958,1636,210,230,91.3,155,188,82.4,40,64,62.5,3,2.3,1.4,0.7,25,47,8,1,70,Matches
Mayke,br BRA,"DF,FW",29.0,16.3,737,919,80.2,12584,4549,342,377,90.7,303,372,81.5,75,118,63.6,0,3.5,4.0,-3.5,27,57,17,8,63,Matches
Luan Garcia,br BRA,DF,28.0,13.6,555,656,84.6,12299,4808,132,145,91.0,314,343,91.5,106,154,68.8,2,1.3,0.6,0.7,5,62,6,0,67,Matches
Vanderlan,br BRA,DF,19.0,7.2,254,324,78.4,4207,1492,122,134,91.0,109,124,87.9,18,48,37.5,1,1.0,0.9,0.0,9,18,13,7,26,Matches
Gabriel Veron,br BRA,"FW,MF",19.0,6.3,109,138,79.0,1648,467,66,76,86.8,30,39,76.9,8,11,72.7,3,1.1,0.7,1.9,11,9,6,0,18,Matches
Gabriel Menino,br BRA,MF,21.0,10.2,516,634,81.4,10428,2893,187,210,89.0,231,261,88.5,88,135,65.2,1,1.5,1.8,-0.5,18,81,11,5,80,Matches
Wesley,br BRA,FW,22.0,7.2,143,218,65.6,2496,558,68,90,75.6,61,83,73.5,14,25,56.0,1,1.1,1.0,-0.1,8,13,5,2,32,Matches
Eduard Atuesta,co COL,MF,24.0,7.3,245,325,75.4,4374,1134,111,123,90.2,100,129,77.5,27,50,54.0,0,0.7,0.7,-0.7,12,30,8,1,43,Matches
José López,ar ARG,FW,21.0,6.1,70,106,66.0,1086,198,39,57,68.4,18,23,78.3,8,13,61.5,0,0.2,0.3,-0.2,6,5,2,1,11,Matches
