Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Wéverton,br BRA,GK,32.0,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Menino,br BRA,"MF,DF",19.0,21.8,0,36,5,13.9,1.65,0.23,0.0,0.0,26.7,2,0,0,2.1,2.1,0.06,-2.1,-2.1,Matches
Matías Viña,uy URU,DF,22.0,21.5,1,18,3,16.7,0.84,0.14,0.06,0.33,20.6,0,0,0,0.8,0.8,0.04,0.2,0.2,Matches
Lucas Lima,br BRA,"MF,FW",29.0,21.0,1,23,4,17.4,1.09,0.19,0.04,0.25,21.8,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Luan Garcia,br BRA,DF,26.0,22.3,0,6,0,0.0,0.27,0.0,0.0,,11.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
Patrick de Paula,br BRA,MF,20.0,20.7,3,44,12,27.3,2.13,0.58,0.07,0.25,31.9,6,0,0,2.0,2.0,0.05,1.0,1.0,Matches
Gustavo Gómez,py PAR,DF,26.0,20.5,1,10,3,30.0,0.49,0.15,0.1,0.33,11.4,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
Zé Rafael,br BRA,MF,26.0,18.5,2,30,8,26.7,1.62,0.43,0.07,0.25,23.2,3,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches
Luiz Adriano,br BRA,FW,32.0,17.1,10,25,14,56.0,1.46,0.82,0.32,0.57,13.0,0,2,3,7.5,5.0,0.2,2.5,3.0,Matches
Raphael Veiga,br BRA,MF,24.0,17.0,11,45,20,44.4,2.64,1.17,0.18,0.4,22.9,2,3,3,6.2,3.8,0.08,4.8,4.2,Matches
Willian,br BRA,"FW,MF",33.0,19.5,7,42,15,35.7,2.15,0.77,0.17,0.47,14.3,0,0,1,8.6,7.8,0.19,-1.6,-0.8,Matches
Marcos Rocha,br BRA,DF,31.0,17.1,0,3,0,0.0,0.17,0.0,0.0,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Mayke,br BRA,DF,27.0,14.7,0,3,0,0.0,0.2,0.0,0.0,,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Rony,br BRA,"FW,MF",24.0,14.3,5,43,19,44.2,3.0,1.33,0.12,0.26,18.0,0,0,0,5.3,5.3,0.12,-0.3,-0.3,Matches
Felipe Melo,br BRA,"DF,MF",36.0,12.4,0,12,1,8.3,0.97,0.08,0.0,0.0,11.5,0,0,0,1.7,1.7,0.14,-1.7,-1.7,Matches
Gustavo Scarpa,br BRA,"MF,FW",26.0,13.0,1,45,15,33.3,3.47,1.16,0.02,0.07,26.6,7,0,0,2.1,2.1,0.05,-1.1,-1.1,Matches
Emerson Santos,br BRA,"DF,MF",24.0,9.6,1,7,3,42.9,0.73,0.31,0.14,0.33,25.0,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
Breno,br BRA,"FW,MF",24.0,10.8,2,16,4,25.0,1.48,0.37,0.13,0.5,17.5,0,0,0,1.7,1.7,0.11,0.3,0.3,Matches
Wesley,br BRA,"FW,MF",20.0,8.4,2,31,13,41.9,3.67,1.54,0.06,0.15,19.8,0,0,0,4.0,4.0,0.13,-2.0,-2.0,Matches
Danilo,br BRA,MF,18.0,10.1,0,10,2,20.0,0.99,0.2,0.0,0.0,29.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Gabriel Veron,br BRA,"FW,MF",17.0,9.8,4,12,6,50.0,1.23,0.62,0.33,0.67,10.5,0,0,0,3.1,3.1,0.26,0.9,0.9,Matches
Benjamín Kuscevic,cl CHI,DF,23.0,8.5,0,5,1,20.0,0.59,0.12,0.0,0.0,8.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Renan Victor,br BRA,DF,17.0,8.0,0,2,0,0.0,0.25,0.0,0.0,,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Alan Empereur,br BRA,DF,25.0,7.7,0,3,0,0.0,0.39,0.0,0.0,,16.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Bruno Henrique,br BRA,MF,30.0,7.0,0,11,3,27.3,1.58,0.43,0.0,0.0,25.6,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Lucas Esteves,br BRA,"DF,FW",19.0,6.7,0,7,1,14.3,1.04,0.15,0.0,0.0,23.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Jailson,br BRA,GK,38.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ramires,br BRA,MF,32.0,6.2,0,6,2,33.3,0.97,0.32,0.0,0.0,18.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Gabriel Vieira,br BRA,"FW,MF",17.0,4.1,0,10,2,20.0,2.42,0.48,0.0,0.0,10.2,0,0,0,2.3,2.3,0.23,-2.3,-2.3,Matches
Diogo Barbosa,br BRA,DF,27.0,3.6,0,3,0,0.0,0.84,0.0,0.0,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Vitor Hugo,br BRA,DF,28.0,3.0,0,3,0,0.0,0.99,0.0,0.0,,16.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Vinicius Silvestre,br BRA,GK,25.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vanderlan,br BRA,DF,17.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcelinho,br BRA,FW,17.0,0.7,0,3,0,0.0,4.15,0.0,0.0,,14.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Fabrício Biato,br BRA,FW,18.0,1.2,0,1,0,0.0,0.84,0.0,0.0,,35.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Pedro Acacio,br BRA,"MF,DF",17.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.4,38.0,51,515,156,30.3,13.55,4.11,0.09,0.29,20.9,23,5,7,52.6,47.5,0.1,-1.6,-1.5,
Opponent Total,,,26.3,38.0,35,443,136,30.7,11.66,3.58,0.07,0.22,20.1,31,5,5,39.1,35.2,0.08,-4.1,-5.2,
