Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Palmeiras,19,14,2,3,35,12,23,44,2.32,35.6,11.8,23.8,1.25,19,6,8,5,29,21,8,26,1.37,21.5,27.5,-6.0,-0.31
2,Grêmio,19,14,2,3,34,16,18,44,2.32,26.0,18.5,7.5,0.39,19,7,3,9,29,40,-11,24,1.26,23.9,36.4,-12.5,-0.66
3,Atlético Mineiro,19,11,3,5,28,16,12,36,1.89,25.1,18.0,7.1,0.37,19,8,6,5,24,16,8,30,1.58,21.4,23.0,-1.6,-0.08
