Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Dudu,br BRA,FW,30.0,31.3,1485,10,123,580,805,140,1485,126,54,42.9,62,49.2,960,7142,4132,156,91,56,54,28,1074,309,Matches
Wéverton,br BRA,GK,34.0,34.0,1112,896,1100,12,0,0,1112,0,0,,0,,647,3452,2308,0,0,0,3,0,531,0,Matches
Danilo,br BRA,MF,20.0,30.5,1665,58,344,1069,273,24,1665,44,21,47.7,20,45.5,917,4900,2248,38,31,5,31,24,1076,37,Matches
Murilo Cerqueira,br BRA,DF,24.0,31.5,1926,223,911,955,70,47,1926,14,11,78.6,3,21.4,1102,5548,3343,19,7,0,11,1,1290,1,Matches
Gustavo Scarpa,br BRA,"MF,FW",28.0,28.6,1755,18,174,618,985,63,1750,67,25,37.3,37,55.2,1033,6278,3023,79,61,13,53,35,1151,274,Matches
Zé Rafael,br BRA,MF,28.0,28.5,1553,37,323,916,353,60,1553,68,37,54.4,28,41.2,934,5324,2702,50,45,7,51,51,1043,70,Matches
Gustavo Gómez,py PAR,DF,28.0,30.0,1772,219,907,773,100,41,1771,4,3,75.0,0,0.0,946,4601,2535,9,9,0,10,2,1086,13,Matches
Rony,br BRA,FW,26.0,26.5,674,20,52,209,420,143,674,35,12,34.3,19,54.3,366,2220,962,46,25,21,65,16,476,170,Matches
Marcos Rocha,br BRA,DF,33.0,25.0,2269,109,627,1258,407,27,2269,29,16,55.2,11,37.9,1233,6601,4315,52,39,4,13,8,1471,72,Matches
Joaquín Piquerez,uy URU,DF,23.0,24.7,1572,69,482,713,396,25,1572,45,18,40.0,24,53.3,813,3926,2160,42,28,3,25,10,923,96,Matches
Raphael Veiga,br BRA,MF,26.0,14.0,669,6,52,362,262,45,666,35,23,65.7,10,28.6,426,2158,1046,37,27,3,30,25,520,86,Matches
Mayke,br BRA,"DF,FW",29.0,16.3,1080,46,315,486,289,36,1080,25,15,60.0,9,36.0,575,3081,1599,34,22,7,19,4,652,114,Matches
