Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Dudu,br BRA,FW,30.0,38,2815.0,74.0,82.3,31.3,36,77.0,4,2,27.0,0,2.13,53.0,20.0,33.0,1.06,0.16,55.4,24.4,31.0,0.99,0.23,Matches
Wéverton,br BRA,GK,34.0,34,3060.0,90.0,89.5,34.0,34,90.0,34,0,,0,2.18,64.0,24.0,40.0,1.18,1.43,64.0,28.5,35.5,1.05,0.89,Matches
Danilo,br BRA,MF,20.0,34,2743.0,81.0,80.2,30.5,33,82.0,19,1,45.0,0,2.15,51.0,23.0,28.0,0.92,-0.54,52.2,25.2,27.1,0.89,-0.32,Matches
Murilo Cerqueira,br BRA,DF,24.0,32,2837.0,89.0,83.0,31.5,32,89.0,30,0,,3,2.09,51.0,22.0,29.0,0.92,-0.62,53.9,25.9,28.0,0.89,-0.37,Matches
Gustavo Scarpa,br BRA,"MF,FW",28.0,35,2575.0,74.0,75.3,28.6,31,79.0,13,4,33.0,1,2.11,51.0,22.0,29.0,1.01,-0.05,53.1,26.6,26.5,0.93,-0.1,Matches
Zé Rafael,br BRA,MF,28.0,33,2569.0,78.0,75.1,28.5,31,81.0,18,2,25.0,0,2.15,49.0,19.0,30.0,1.05,0.1,49.2,22.6,26.7,0.93,-0.07,Matches
Gustavo Gómez,py PAR,DF,28.0,30,2700.0,90.0,78.9,30.0,30,90.0,30,0,,0,2.2,54.0,22.0,32.0,1.07,0.19,58.2,25.9,32.3,1.08,0.6,Matches
Rony,br BRA,FW,26.0,33,2387.0,72.0,69.8,26.5,29,78.0,4,4,34.0,0,2.06,48.0,20.0,28.0,1.06,0.1,49.5,21.5,28.0,1.06,0.35,Matches
Marcos Rocha,br BRA,DF,33.0,28,2246.0,80.0,65.7,25.0,28,80.0,18,0,,4,2.18,43.0,12.0,31.0,1.24,0.63,43.1,19.0,24.1,0.97,0.05,Matches
Joaquín Piquerez,uy URU,DF,23.0,26,2227.0,86.0,65.1,24.7,26,86.0,18,0,,2,2.19,41.0,12.0,29.0,1.17,0.42,42.7,18.4,24.3,0.98,0.09,Matches
Raphael Veiga,br BRA,MF,26.0,19,1261.0,66.0,36.9,14.0,17,71.0,3,2,29.0,0,1.84,18.0,10.0,8.0,0.57,-0.72,21.8,11.7,10.1,0.72,-0.36,Matches
Mayke,br BRA,"DF,FW",29.0,28,1466.0,52.0,42.9,16.3,15,79.0,6,13,22.0,5,2.18,26.0,16.0,10.0,0.61,-0.72,31.0,16.0,15.0,0.92,-0.05,Matches
Luan Garcia,br BRA,DF,28.0,16,1225.0,77.0,35.8,13.6,14,87.0,12,2,6.0,14,2.31,25.0,10.0,15.0,1.1,0.12,25.4,14.4,11.0,0.81,-0.22,Matches
Vanderlan,br BRA,DF,19.0,13,652.0,50.0,19.1,7.2,7,86.0,6,6,8.0,19,2.31,12.0,9.0,3.0,0.41,-0.76,13.8,8.3,5.4,0.75,-0.25,Matches
Gabriel Veron,br BRA,"FW,MF",19.0,12,569.0,47.0,16.6,6.3,7,69.0,0,5,18.0,0,1.83,14.0,4.0,10.0,1.58,0.67,13.7,5.2,8.4,1.34,0.47,Matches
Gabriel Menino,br BRA,MF,21.0,27,918.0,34.0,26.8,10.2,6,77.0,1,21,22.0,7,2.26,19.0,6.0,13.0,1.27,0.34,22.5,10.3,12.2,1.2,0.34,Matches
Wesley,br BRA,FW,22.0,19,649.0,34.0,19.0,7.2,6,71.0,1,13,17.0,18,2.16,14.0,5.0,9.0,1.25,0.27,11.2,7.1,4.1,0.57,-0.47,Matches
Eduard Atuesta,co COL,MF,24.0,26,658.0,25.0,19.2,7.3,5,68.0,1,21,15.0,10,2.19,16.0,7.0,9.0,1.23,0.25,16.8,7.7,9.1,1.23,0.35,Matches
José López,ar ARG,FW,21.0,12,546.0,46.0,16.0,6.1,5,78.0,1,7,22.0,6,1.92,8.0,4.0,4.0,0.66,-0.44,9.0,6.9,2.1,0.35,-0.71,Matches
Jorge,br BRA,DF,25.0,9,469.0,52.0,13.7,5.2,5,79.0,3,4,18.0,14,2.0,10.0,5.0,5.0,0.96,-0.08,10.6,5.3,5.3,1.02,0.08,Matches
Rafael Navarro,br BRA,"FW,MF",21.0,23,720.0,31.0,21.1,8.0,4,76.0,1,19,22.0,11,2.0,15.0,7.0,8.0,1.0,-0.03,18.4,8.8,9.6,1.2,0.32,Matches
Bruno Tabata,br BRA,"MF,FW",24.0,13,469.0,36.0,13.7,5.2,4,69.0,0,9,21.0,3,2.15,5.0,5.0,0.0,0.0,-1.19,8.3,5.0,3.2,0.62,-0.38,Matches
Endrick,br BRA,FW,15.0,7,307.0,44.0,9.0,3.4,3,66.0,0,4,27.0,4,2.29,10.0,3.0,7.0,2.05,1.13,9.6,1.8,7.8,2.28,1.46,Matches
Benjamín Kuscevic,cl CHI,DF,25.0,5,296.0,59.0,8.7,3.3,3,90.0,3,2,13.0,16,2.6,6.0,2.0,4.0,1.22,0.21,4.8,3.7,1.1,0.34,-0.67,Matches
Marcelo Lomba,br BRA,GK,35.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,,33,2.0,3.0,1.0,2.0,0.67,-0.39,4.0,3.3,0.7,0.24,-0.77,Matches
Miguel Merentiel,uy URU,"FW,MF",25.0,9,238.0,26.0,7.0,2.6,2,59.0,0,7,17.0,12,2.11,4.0,1.0,3.0,1.13,0.12,3.5,2.3,1.2,0.47,-0.52,Matches
Breno,br BRA,FW,26.0,23,329.0,14.0,9.6,3.7,1,59.0,0,22,12.0,15,2.39,8.0,2.0,6.0,1.64,0.68,8.6,3.1,5.5,1.5,0.6,Matches
Vinicius Silvestre,br BRA,GK,27.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,9,0.0,0.0,3.0,-3.0,-3.0,-4.14,1.3,1.4,-0.1,-0.11,-1.09,Matches
García,br BRA,"DF,MF",20.0,4,97.0,24.0,2.8,1.1,0,,0,4,24.0,17,2.4,5.0,1.0,4.0,3.71,2.76,2.9,0.9,2.0,1.84,0.92,Matches
Fabinho,br BRA,MF,19.0,4,69.0,17.0,2.0,0.8,0,,0,4,17.0,13,2.5,2.0,0.0,2.0,2.61,1.61,0.8,0.8,0.0,0.0,-0.97,Matches
Kaiky Naves,br BRA,"DF,MF",19.0,2,40.0,20.0,1.2,0.4,0,,0,2,20.0,8,3.0,2.0,0.0,2.0,4.5,3.51,1.0,0.5,0.5,1.16,0.21,Matches
Giovani,br BRA,"FW,MF",18.0,2,35.0,18.0,1.0,0.4,0,,0,2,18.0,4,0.0,1.0,2.0,-1.0,-2.57,-3.63,1.2,1.1,0.1,0.25,-0.71,Matches
Jailson Siqueira,br BRA,MF,26.0,2,19.0,10.0,0.6,0.2,0,,0,2,10.0,2,1.0,1.0,0.0,1.0,4.74,3.73,0.7,0.1,0.6,2.77,1.83,Matches
Gabriel Vieira,br BRA,FW,19.0,1,12.0,12.0,0.4,0.1,0,,0,1,12.0,2,1.0,0.0,0.0,0.0,0.0,-1.03,0.1,0.0,0.1,0.36,-0.6,Matches
Pedro Bicalho,br BRA,MF,20.0,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,8,1.0,0.0,0.0,0.0,0.0,-1.03,0.0,0.0,0.0,0.0,-0.95,Matches
Lucas Freitas,br BRA,DF,21.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Jhonatan Jowjow,br BRA,MF,19.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Kaique,br BRA,GK,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,81.0,230,186,19.0,267,2.13,66.0,27.0,39.0,1.03,,69.3,33.2,36.1,0.95,,
Opponent Total,,,27.2,38,3420.0,90.0,100.0,38.0,418,81.0,248,168,24.0,269,0.55,27.0,66.0,-39.0,-1.03,,33.2,69.3,-36.1,-0.95,,
