Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Tchê Tchê,br BRA,"DF,MF",23.0,36.3,2,35,7,20.0,0.97,0.19,0.06,0.29,,0,0,Matches
Vitor Hugo,br BRA,"DF,MF",24.0,35.0,4,20,8,40.0,0.57,0.23,0.2,0.5,,0,0,Matches
Jean,br BRA,"DF,MF",29.0,33.2,6,58,19,32.8,1.75,0.57,0.05,0.16,,3,4,Matches
Dudu,br BRA,"FW,MF",24.0,29.8,6,49,18,36.7,1.65,0.6,0.12,0.33,,0,0,Matches
Moisés Magalhães,br BRA,MF,27.0,28.6,3,68,24,35.3,2.38,0.84,0.04,0.13,,0,0,Matches
Roger Guedes,br BRA,"FW,MF",19.0,23.9,4,52,20,38.5,2.17,0.84,0.08,0.2,,0,0,Matches
Gabriel Jesus,br BRA,"FW,MF",18.0,25.7,12,73,34,46.6,2.84,1.32,0.16,0.35,,0,0,Matches
Zé Roberto,br BRA,"DF,MF",41.0,24.8,1,9,1,11.1,0.36,0.04,0.11,1.0,,0,0,Matches
Jailson,br BRA,GK,34.0,19.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Thiago dos Santos,br BRA,"DF,MF",26.0,15.2,1,9,3,33.3,0.59,0.2,0.11,0.33,,0,0,Matches
Edu Dracena,br BRA,DF,34.0,15.2,0,4,1,25.0,0.26,0.07,0.0,0.0,,0,0,Matches
Fernando Prass,br BRA,GK,37.0,15.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Cleiton Xavier,br BRA,MF,32.0,14.7,4,27,9,33.3,1.83,0.61,0.11,0.33,,1,1,Matches
Erik Lima,br BRA,"FW,MF",21.0,11.7,3,21,11,52.4,1.8,0.94,0.14,0.27,,0,0,Matches
Egídio Pereira Júnior,br BRA,DF,29.0,12.0,0,11,1,9.1,0.92,0.08,0.0,0.0,,0,0,Matches
Yerry Mina,co COL,DF,21.0,10.9,4,14,7,50.0,1.28,0.64,0.29,0.57,,0,0,Matches
Thiago Martins,br BRA,DF,20.0,13.9,2,3,2,66.7,0.22,0.14,0.67,1.0,,0,0,Matches
Matheus Sales,br BRA,MF,20.0,7.0,0,6,0,0.0,0.85,0.0,0.0,,,0,0,Matches
Gabriel,br BRA,MF,23.0,5.2,1,4,2,50.0,0.76,0.38,0.25,0.5,,0,0,Matches
Leandro Pereira,br BRA,FW,24.0,5.8,2,18,9,50.0,3.12,1.56,0.11,0.22,,0,0,Matches
Fabiano Leismann,br BRA,DF,24.0,5.0,1,7,3,42.9,1.41,0.61,0.14,0.33,,0,0,Matches
Alecsandro,br BRA,FW,34.0,5.8,3,9,6,66.7,1.54,1.03,0.33,0.5,,0,0,Matches
Rafael Marques,br BRA,FW,32.0,6.5,1,12,7,58.3,1.85,1.08,0.08,0.14,,0,0,Matches
Lucas Barrios,py PAR,FW,31.0,4.1,1,9,3,33.3,2.18,0.73,0.11,0.33,,0,0,Matches
Agustín Allione,ar ARG,MF,21.0,3.3,0,4,1,25.0,1.21,0.3,0.0,0.0,,0,0,Matches
Vagner,br BRA,GK,26.0,3.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Fabrício,br BRA,"DF,MF",29.0,2.2,0,3,1,33.3,1.35,0.45,0.0,0.0,,0,0,Matches
João Pedro,br BRA,DF,19.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Vinicius Silvestre,br BRA,GK,21.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Arouca,br BRA,"DF,MF",29.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Luan,br BRA,"FW,MF",27.0,0.8,0,2,1,50.0,2.47,1.23,0.0,0.0,,0,0,Matches
Jonatan Cristaldo,ar ARG,FW,26.0,0.7,1,1,1,100.0,1.34,1.34,1.0,1.0,,0,0,Matches
Vitinho,br BRA,MF,17.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Rodrigo,br BRA,MF,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Artur,,"FW,MF",17.0,0.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,27.2,38.0,62,528,199,37.7,13.89,5.24,0.11,0.29,,4,5,
Opponent Total,,,26.8,38.0,31,405,128,31.6,10.66,3.37,0.07,0.23,,2,2,
