Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Fernando Prass,br BRA,GK,36.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,0,1.39,58.0,48.0,10.0,0.28,0.78,Matches
Vitor Hugo,br BRA,"DF,MF",23.0,30,2584.0,86.0,75.6,28.7,29,88.0,28.0,1,18.0,2,1.33,42.0,40.0,2.0,0.07,-0.68,Matches
Rafael Marques,br BRA,FW,31.0,32,2379.0,74.0,69.6,26.4,28,81.0,19.0,4,29.0,3,1.5,44.0,31.0,13.0,0.49,0.84,Matches
Lucas Marques,br BRA,DF,26.0,28,2373.0,85.0,69.4,26.4,28,85.0,23.0,0,,4,1.54,44.0,33.0,11.0,0.42,0.59,Matches
Egídio Pereira Júnior,br BRA,DF,28.0,30,2313.0,77.0,67.6,25.7,28,80.0,21.0,2,38.0,2,1.47,37.0,33.0,4.0,0.16,-0.25,Matches
Dudu,br BRA,"FW,MF",23.0,28,2230.0,80.0,65.2,24.8,26,83.0,18.0,2,34.0,1,1.39,41.0,37.0,4.0,0.16,-0.22,Matches
Robinho,br BRA,MF,27.0,25,1959.0,78.0,57.3,21.8,23,82.0,14.0,2,34.0,0,1.52,39.0,26.0,13.0,0.6,0.84,Matches
Zé Roberto,br BRA,"DF,MF",40.0,26,1956.0,75.0,57.2,21.7,22,83.0,15.0,4,35.0,6,1.5,35.0,29.0,6.0,0.28,0.09,Matches
Arouca,br BRA,"DF,MF",28.0,22,1734.0,79.0,50.7,19.3,21,81.0,11.0,1,29.0,1,1.73,38.0,25.0,13.0,0.67,0.89,Matches
Victor Ramos Ferreira,br BRA,DF,25.0,17,1529.0,90.0,44.7,17.0,17,90.0,16.0,0,,7,1.71,28.0,14.0,14.0,0.82,1.06,Matches
Jackson de Souza,br BRA,DF,24.0,17,1438.0,85.0,42.0,16.0,16,87.0,14.0,1,41.0,12,1.47,32.0,26.0,6.0,0.38,0.24,Matches
Gabriel,br BRA,MF,22.0,16,1306.0,82.0,38.2,14.5,16,82.0,12.0,0,,0,1.75,24.0,9.0,15.0,1.03,1.29,Matches
Gabriel Jesus,br BRA,"FW,MF",17.0,20,1304.0,65.0,38.1,14.5,12,89.0,11.0,8,29.0,8,1.3,27.0,25.0,2.0,0.14,-0.16,Matches
Leandro Almeida Silva,br BRA,DF,27.0,13,1081.0,83.0,31.6,12.0,12,86.0,11.0,1,45.0,12,1.15,16.0,18.0,-2.0,-0.17,-0.59,Matches
Thiago dos Santos,br BRA,"DF,MF",25.0,13,1072.0,82.0,31.3,11.9,12,88.0,11.0,1,17.0,2,1.31,15.0,15.0,0.0,0.0,-0.34,Matches
Alecsandro,br BRA,FW,33.0,18,1000.0,56.0,29.2,11.1,11,70.0,2.0,7,33.0,6,1.17,16.0,16.0,0.0,0.0,-0.33,Matches
Leandro Pereira,br BRA,FW,23.0,11,744.0,68.0,21.8,8.3,11,68.0,2.0,0,,8,1.82,15.0,3.0,12.0,1.45,1.55,Matches
Amaral,br BRA,MF,28.0,15,833.0,56.0,24.4,9.3,9,77.0,6.0,6,23.0,23,1.4,12.0,18.0,-6.0,-0.65,-1.17,Matches
João Pedro,br BRA,DF,18.0,11,790.0,72.0,23.1,8.8,7,90.0,7.0,4,40.0,14,0.82,10.0,16.0,-6.0,-0.68,-1.2,Matches
Lucas Barrios,py PAR,FW,30.0,13,652.0,50.0,19.1,7.2,7,71.0,2.0,6,26.0,2,1.31,12.0,17.0,-5.0,-0.69,-1.15,Matches
Andrei Girotto,br BRA,"DF,MF",22.0,12,545.0,45.0,15.9,6.1,7,57.0,1.0,5,29.0,20,1.17,8.0,12.0,-4.0,-0.66,-1.07,Matches
Kelvin,br BRA,"FW,MF",21.0,16,818.0,51.0,23.9,9.1,6,88.0,4.0,10,29.0,17,1.31,14.0,10.0,4.0,0.44,0.27,Matches
Jonatan Cristaldo,ar ARG,FW,25.0,22,788.0,36.0,23.0,8.8,5,83.0,3.0,17,22.0,13,1.41,11.0,13.0,-2.0,-0.23,-0.6,Matches
Agustín Allione,ar ARG,MF,20.0,12,448.0,37.0,13.1,5.0,5,63.0,0.0,7,19.0,6,1.17,8.0,6.0,2.0,0.4,0.19,Matches
