Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-03-06,19:30,Libertadores,Group stage,Wed,Away,W,2,0,co Junior,1.3,0.7,33,,Bruno Henrique,4-2-3-1,4-2-3-1,Daniel Fedorczuk,Match Report,
2019-03-12,19:15,Libertadores,Group stage,Tue,Home,W,3,0,pe Melgar,2.4,0.3,50,,Gustavo Gómez,4-2-3-1,5-3-2,Mario Díaz de Vivar,Match Report,
2019-04-02,19:15,Libertadores,Group stage,Tue,Away,L,0,1,ar San Lorenzo,0.6,0.6,50,,Bruno Henrique,4-1-4-1,4-1-4-1,Julio Bascuñán,Match Report,
2019-04-10,21:30,Libertadores,Group stage,Wed,Home,W,3,0,co Junior,2.6,0.4,34,,Bruno Henrique,4-2-3-1,4-1-4-1,Roberto Tobar,Match Report,
2019-04-25,21:00,Libertadores,Group stage,Thu,Away,W,4,0,pe Melgar,3.0,1.2,40,,Bruno Henrique,4-2-3-1,4-1-4-1,Carlos Orbe,Match Report,
2019-04-28,19:00,Série A,Matchweek 1,Sun,Home,W,4,0,Fortaleza,2.6,0.3,53,26701.0,Bruno Henrique,4-2-3-1,4-4-2,Braulio da Silva Machado,Match Report,
2019-05-01,16:00,Série A,Matchweek 2,Wed,Away,D,1,1,CSA,1.6,0.4,57,15735.0,Jailson,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2019-05-04,19:00,Série A,Matchweek 3,Sat,Home,W,1,0,Internacional,1.2,0.3,35,31549.0,Bruno Henrique,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,
2019-05-08,21:30,Libertadores,Group stage,Wed,Home,W,1,0,ar San Lorenzo,1.2,0.3,52,,Felipe Melo,4-1-4-1,5-4-1,Gery Vargas,Match Report,
2019-05-12,16:00,Série A,Matchweek 4,Sun,Away,W,2,0,Atlético Mineiro,0.8,0.4,39,24368.0,Bruno Henrique,4-2-3-1,4-3-3,Anderson Daronco,Match Report,
2019-05-18,19:00,Série A,Matchweek 5,Sat,Home,W,4,0,Santos,2.6,0.9,35,32501.0,Bruno Henrique,4-2-3-1,3-5-2,Rafael Traci,Match Report,
2019-05-25,16:00,Série A,Matchweek 6,Sat,Away,W,1,0,Botafogo (RJ),2.3,0.3,39,33143.0,Bruno Henrique,4-2-3-1,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,
2019-06-02,19:00,Série A,Matchweek 7,Sun,Away,W,2,1,Chapecoense,1.1,1.5,46,10615.0,Bruno Henrique,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2019-06-08,16:30,Série A,Matchweek 8,Sat,Home,W,1,0,Ath Paranaense,2.4,0.3,44,37086.0,Bruno Henrique,4-2-3-1,4-1-4-1,Rodrigo D'Alonso Ferreira,Match Report,
2019-06-13,20:00,Série A,Matchweek 9,Thu,Home,W,2,0,Avaí,1.1,0.3,52,31946.0,Bruno Henrique,4-2-3-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,
2019-07-13,19:00,Série A,Matchweek 10,Sat,Away,D,1,1,São Paulo,1.1,0.9,55,38267.0,Edu Dracena,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2019-07-20,19:00,Série A,Matchweek 11,Sat,Away,L,0,2,Ceará,1.7,0.6,58,32287.0,Bruno Henrique,4-2-3-1,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,
2019-07-23,21:30,Libertadores,Round of 16,Tue,Away,D,2,2,ar Godoy Cruz,1.7,2.7,66,,Bruno Henrique,4-2-3-1,4-3-3,Wilmar Roldán,Match Report,Leg 1 of 2
