Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Wéverton,br BRA,GK,36.0,37.0,31,1,2,5,1,40.4,0.26,10.4,0.28,152,478,31.8,900,177,42.0,37.7,232,43.1,40.4,443,40,9.0,27,0.73,14.0,Matches
Marcelo Lomba,br BRA,GK,37.0,1.0,2,0,0,0,0,1.0,0.34,-1.0,-0.97,1,4,25.0,18,4,22.2,24.7,7,0.0,13.6,7,1,14.3,0,0.0,8.0,Matches
Squad Total,,,26.6,38.0,33,1,2,5,1,41.4,0.27,9.4,0.25,153,482,31.7,909,181,42.0,,248,40.3,38.7,450,41,9.1,27,0.71,,
Opponent Total,,,27.7,38.0,60,8,4,6,2,66.0,0.26,8.0,0.21,221,584,37.8,867,166,42.7,36.0,387,55.3,41.8,732,39,5.3,45,1.18,13.5,
