Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Dudu,br BRA,FW,30.0,31.3,1156,1074,66,17,3,23,77,37,12,5,2,0,861,16,36,Matches
Wéverton,br BRA,GK,34.0,34.0,1059,760,293,59,0,4,0,0,0,0,0,0,803,6,0,Matches
Danilo,br BRA,MF,20.0,30.5,1361,1321,37,32,5,13,16,4,0,0,0,0,1127,3,17,Matches
Murilo Cerqueira,br BRA,DF,24.0,31.5,1624,1583,38,36,0,13,0,2,0,0,0,0,1463,3,4,Matches
Gustavo Scarpa,br BRA,"MF,FW",28.0,28.6,1441,1110,322,59,7,41,342,52,211,93,76,1,971,9,28,Matches
Zé Rafael,br BRA,MF,28.0,28.5,1209,1145,59,44,5,16,13,4,0,0,0,0,1051,5,16,Matches
Gustavo Gómez,py PAR,DF,28.0,30.0,1476,1419,56,37,2,7,12,16,0,0,0,0,1247,1,8,Matches
Rony,br BRA,FW,26.0,26.5,384,358,25,2,1,7,32,7,0,0,0,0,248,1,15,Matches
Marcos Rocha,br BRA,DF,33.0,25.0,2045,1732,303,78,4,36,40,217,2,0,0,0,1645,10,29,Matches
Joaquín Piquerez,uy URU,DF,23.0,24.7,1316,1095,218,37,1,12,54,181,0,0,0,0,1081,3,34,Matches
Raphael Veiga,br BRA,MF,26.0,14.0,522,467,53,9,0,5,42,2,26,10,8,0,422,2,14,Matches
Mayke,br BRA,"DF,FW",29.0,16.3,919,793,119,15,1,1,57,102,2,1,0,0,737,7,20,Matches
Luan Garcia,br BRA,DF,28.0,13.6,656,623,28,25,0,4,1,3,0,0,0,0,555,5,3,Matches
Vanderlan,br BRA,DF,19.0,7.2,324,275,49,8,0,0,25,41,0,0,0,0,254,0,9,Matches
Gabriel Veron,br BRA,"FW,MF",19.0,6.3,138,128,10,1,1,0,6,9,0,0,0,0,109,0,4,Matches
Gabriel Menino,br BRA,MF,21.0,10.2,634,587,44,23,1,13,39,3,18,5,10,0,516,3,10,Matches
Wesley,br BRA,FW,22.0,7.2,218,193,21,1,0,0,30,15,5,1,3,0,143,4,12,Matches
Eduard Atuesta,co COL,MF,24.0,7.3,325,298,23,5,0,1,20,8,10,2,7,0,245,4,7,Matches
José López,ar ARG,FW,21.0,6.1,106,101,3,0,0,2,3,0,0,0,0,0,70,2,3,Matches
Jorge,br BRA,DF,25.0,5.2,255,198,54,3,0,0,18,51,0,0,0,0,192,3,2,Matches
Rafael Navarro,br BRA,"FW,MF",21.0,8.0,111,103,6,0,1,0,6,0,0,0,0,0,67,2,9,Matches
Bruno Tabata,br BRA,"MF,FW",24.0,5.2,171,145,25,4,0,4,26,4,13,6,1,1,112,1,4,Matches
Endrick,br BRA,FW,15.0,3.4,32,28,4,0,0,0,2,0,0,0,0,0,23,0,1,Matches
Benjamín Kuscevic,cl CHI,DF,25.0,3.3,120,115,5,5,0,0,0,0,0,0,0,0,104,0,2,Matches
Marcelo Lomba,br BRA,GK,35.0,3.0,113,62,51,11,0,0,0,0,0,0,0,0,93,0,0,Matches
Miguel Merentiel,uy URU,"FW,MF",25.0,2.6,47,43,3,0,0,0,1,0,0,0,0,0,35,1,2,Matches
Breno,br BRA,FW,26.0,3.7,151,145,5,2,0,3,14,3,0,0,0,0,109,1,5,Matches
Vinicius Silvestre,br BRA,GK,27.0,1.0,20,16,4,0,0,0,0,0,0,0,0,0,16,0,0,Matches
García,br BRA,"DF,MF",20.0,1.1,76,70,6,0,0,0,1,6,0,0,0,0,64,0,2,Matches
Fabinho,br BRA,MF,19.0,0.8,55,55,0,0,0,1,0,0,0,0,0,0,49,0,0,Matches
Kaiky Naves,br BRA,"DF,MF",19.0,0.4,19,17,2,2,0,0,0,0,0,0,0,0,18,0,0,Matches
Giovani,br BRA,"FW,MF",18.0,0.4,14,14,0,0,0,0,2,0,0,0,0,0,9,0,1,Matches
Jailson Siqueira,br BRA,MF,26.0,0.2,14,12,2,1,0,0,3,0,1,1,0,0,7,0,0,Matches
Gabriel Vieira,br BRA,FW,19.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Pedro Bicalho,br BRA,MF,20.0,0.0,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,26.9,38.0,18115,16089,1934,516,32,207,882,767,300,124,107,2,14450,92,297,
Opponent Total,,,27.2,38.0,15238,13327,1879,525,25,108,557,682,155,63,72,1,11735,32,296,
