Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Dudu,br BRA,"FW,MF",27.0,34.0,15,10,3,8,4,5,25,20.0,20,13,1,12,10,25,6,1,Matches
Diogo Barbosa,br BRA,DF,26.0,33.0,78,53,40,36,2,35,72,48.6,37,21,3,18,55,133,88,0,Matches
Bruno Henrique,br BRA,MF,29.0,32.2,47,33,16,29,2,19,43,44.2,24,25,8,17,19,66,36,0,Matches
Wéverton,br BRA,GK,31.0,31.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,0,Matches
Marcos Rocha,br BRA,DF,30.0,29.0,116,63,52,54,10,69,113,61.1,44,20,4,16,52,168,63,0,Matches
Felipe Melo,br BRA,MF,35.0,22.6,42,29,22,18,2,16,46,34.8,30,18,10,8,32,74,59,0,Matches
Zé Rafael,br BRA,"FW,MF",25.0,19.1,48,28,12,26,10,15,47,31.9,32,15,0,15,5,53,10,0,Matches
Gustavo Gómez,py PAR,DF,25.0,21.7,28,17,17,8,3,10,16,62.5,6,18,16,2,28,56,130,0,Matches
Deyverson,br BRA,FW,27.0,19.7,17,14,3,10,4,3,25,12.0,22,15,2,13,5,22,20,0,Matches
Luan Garcia,br BRA,DF,25.0,20.1,38,25,31,5,2,21,29,72.4,8,20,10,10,42,80,75,1,Matches
Vitor Hugo,br BRA,DF,27.0,20.0,19,9,13,5,1,9,15,60.0,6,9,6,3,26,45,64,1,Matches
Gustavo Scarpa,br BRA,"MF,FW",25.0,17.4,15,10,5,8,2,1,9,11.1,8,8,1,7,9,24,4,0,Matches
Lucas Lima,br BRA,MF,28.0,13.1,29,21,8,18,3,7,20,35.0,13,3,0,3,3,32,2,0,Matches
Willian,br BRA,"FW,MF",32.0,12.6,15,7,8,4,3,5,20,25.0,15,14,1,13,6,21,2,0,Matches
Thiago dos Santos,br BRA,MF,29.0,12.1,35,23,17,18,0,9,20,45.0,11,19,3,16,14,49,13,0,Matches
Luiz Adriano,br BRA,FW,31.0,9.9,4,2,1,2,1,0,4,0.0,4,2,0,2,2,6,6,0,Matches
Raphael Veiga,br BRA,"MF,FW",23.0,8.6,7,7,2,5,0,2,10,20.0,8,7,1,6,6,13,6,0,Matches
Antonio Carlos,br BRA,DF,25.0,8.2,13,10,12,1,0,6,6,100.0,0,13,9,4,8,21,26,0,Matches
Matheus Fernandes,br BRA,MF,20.0,6.0,16,12,5,11,0,5,17,29.4,12,6,2,4,10,26,7,0,Matches
Edu Dracena,br BRA,DF,37.0,6.0,4,4,4,0,0,3,4,75.0,1,4,1,3,2,6,23,0,Matches
Hyoran,br BRA,"FW,MF",25.0,5.1,7,5,3,4,0,5,10,50.0,5,6,0,6,2,9,4,0,Matches
Victor Luis,br BRA,DF,25.0,5.0,6,4,2,4,0,3,4,75.0,1,2,0,2,1,7,7,0,Matches
Mayke,br BRA,DF,26.0,4.3,6,3,4,1,1,1,3,33.3,2,7,3,4,7,13,10,0,Matches
Jean,br BRA,DF,32.0,4.7,7,5,3,3,1,2,7,28.6,5,2,2,0,3,10,9,0,Matches
Jailson,br BRA,GK,37.0,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Miguel Borja,co COL,FW,26.0,3.9,2,2,1,0,1,0,1,0.0,1,2,1,1,0,2,2,0,Matches
Fernando Prass,br BRA,GK,40.0,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Moisés Magalhães,br BRA,MF,30.0,3.5,10,5,5,4,1,3,8,37.5,5,2,2,0,5,15,3,0,Matches
Ramires,br BRA,"MF,FW",31.0,1.8,3,3,1,2,0,0,2,0.0,2,2,0,2,3,6,0,0,Matches
Carlos Eduardo,br BRA,"FW,MF",22.0,2.6,2,1,2,0,0,2,8,25.0,6,4,1,3,2,4,0,0,Matches
Arthur Cabral,br BRA,FW,20.0,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Ricardo Goulart,br BRA,MF,27.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Henrique Dourado,br BRA,FW,29.0,0.9,1,0,0,1,0,0,0,,0,1,0,1,1,2,0,0,Matches
Gabriel Veron,br BRA,FW,16.0,0.8,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches
Felipe Pires,br BRA,"FW,MF",23.0,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,28.5,38.0,632,407,292,287,53,257,589,43.6,332,278,87,191,358,990,684,3,
Opponent Total,,,27.5,38.0,544,355,280,226,38,246,586,42.0,340,338,126,212,325,869,743,11,
