Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Fernando Prass,br BRA,GK,38.0,33.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Tchê Tchê,br BRA,"DF,MF",24.0,32.3,0,27,9,33.3,0.84,0.28,0.0,0.0,,0,0,Matches
Mayke,br BRA,"DF,MF",24.0,24.7,1,6,2,33.3,0.24,0.08,0.17,0.5,,0,0,Matches
Edu Dracena,br BRA,DF,35.0,24.0,0,14,2,14.3,0.58,0.08,0.0,0.0,,0,0,Matches
Dudu,br BRA,"FW,MF",25.0,23.3,9,45,23,51.1,1.93,0.99,0.2,0.39,,0,0,Matches
Willian,br BRA,"FW,MF",30.0,20.1,7,42,18,42.9,2.09,0.9,0.17,0.39,,0,1,Matches
Keno,br BRA,"FW,MF",27.0,21.1,8,44,15,34.1,2.09,0.71,0.18,0.53,,0,0,Matches
Egídio Pereira Júnior,br BRA,DF,30.0,20.5,1,13,4,30.8,0.63,0.2,0.08,0.25,,0,0,Matches
Juninho,br BRA,DF,21.0,19.9,0,15,4,26.7,0.76,0.2,0.0,0.0,,0,0,Matches
Moisés Magalhães,br BRA,MF,28.0,17.3,3,31,7,22.6,1.79,0.4,0.1,0.43,,0,0,Matches
Jean,br BRA,"DF,MF",30.0,17.0,2,35,6,17.1,2.06,0.35,0.03,0.17,,1,2,Matches
Luan Garcia,br BRA,DF,23.0,15.9,1,8,2,25.0,0.5,0.13,0.13,0.5,,0,0,Matches
Roger Guedes,br BRA,"FW,MF",20.0,16.0,4,32,10,31.3,2.01,0.63,0.06,0.2,,2,2,Matches
Yerry Mina,co COL,DF,22.0,14.7,2,11,5,45.5,0.75,0.34,0.18,0.4,,0,0,Matches
Alejandro Guerra,ve VEN,MF,31.0,13.9,5,30,13,43.3,2.16,0.94,0.17,0.38,,0,0,Matches
Bruno Henrique,br BRA,MF,27.0,11.7,2,19,4,21.1,1.62,0.34,0.11,0.5,,0,0,Matches
Thiago dos Santos,br BRA,"DF,MF",27.0,14.4,0,14,2,14.3,0.97,0.14,0.0,0.0,,0,0,Matches
Michel Bastos,br BRA,"DF,MF",33.0,13.3,0,26,3,11.5,1.95,0.23,0.0,0.0,,0,0,Matches
Deyverson,br BRA,FW,25.0,13.1,7,33,17,51.5,2.51,1.29,0.21,0.41,,0,1,Matches
Miguel Borja,co COL,FW,24.0,12.4,6,52,18,34.6,4.19,1.45,0.1,0.28,,1,1,Matches
Zé Roberto,br BRA,"DF,MF",42.0,8.6,0,1,0,0.0,0.12,0.0,0.0,,,0,0,Matches
Felipe Melo,br BRA,"DF,MF",33.0,7.0,0,5,2,40.0,0.71,0.29,0.0,0.0,,0,0,Matches
Jailson,br BRA,GK,35.0,5.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Erik Lima,br BRA,"FW,MF",22.0,4.9,0,4,2,50.0,0.82,0.41,0.0,0.0,,0,0,Matches
Antonio Carlos,br BRA,DF,23.0,3.9,0,2,1,50.0,0.51,0.26,0.0,0.0,,0,0,Matches
Fabiano Leismann,br BRA,DF,25.0,3.6,0,5,0,0.0,1.4,0.0,0.0,,,0,0,Matches
Raphael Veiga,br BRA,MF,21.0,3.5,0,7,1,14.3,2.01,0.29,0.0,0.0,,0,0,Matches
Gabriel Furtado,br BRA,DF,17.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Hyoran,br BRA,MF,23.0,1.1,1,3,2,66.7,2.81,1.87,0.33,0.5,,0,0,Matches
Fernando,br BRA,FW,17.0,0.5,0,1,0,0.0,2.0,0.0,0.0,,,0,0,Matches
Matheus Iacovelli,br BRA,FW,18.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Arouca,br BRA,"DF,MF",30.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,28.3,38.0,59,525,172,32.8,13.82,4.53,0.1,0.32,,4,7,
Opponent Total,,,26.7,38.0,44,390,152,39.0,10.26,4.0,0.09,0.24,,7,9,
