Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Wéverton,br BRA,GK,32.0,30.0,971,686,281,66,1,2,0,0,0,0,0,0,699,4,1,Matches
Gabriel Menino,br BRA,"MF,DF",19.0,21.8,1271,1113,149,41,0,16,118,61,47,11,29,0,1017,9,24,Matches
Matías Viña,uy URU,DF,22.0,21.5,964,787,176,18,0,8,70,157,1,0,1,0,729,1,23,Matches
Lucas Lima,br BRA,"MF,FW",29.0,21.0,1051,926,117,44,1,7,91,17,54,10,35,0,815,8,23,Matches
Luan Garcia,br BRA,DF,26.0,22.3,1192,1136,52,48,1,16,2,3,0,0,0,0,1039,4,4,Matches
Patrick de Paula,br BRA,MF,20.0,20.7,1091,1036,52,48,2,16,4,0,3,0,2,0,921,3,11,Matches
Gustavo Gómez,py PAR,DF,26.0,20.5,1174,1131,43,42,0,13,4,1,0,0,0,0,1048,0,3,Matches
Zé Rafael,br BRA,MF,26.0,18.5,864,826,34,30,1,4,16,1,2,2,0,0,748,4,9,Matches
Luiz Adriano,br BRA,FW,32.0,17.1,315,280,33,1,4,1,9,1,1,0,0,0,237,2,8,Matches
Raphael Veiga,br BRA,MF,24.0,17.0,742,669,71,18,6,9,76,3,41,11,22,0,573,2,13,Matches
Willian,br BRA,"FW,MF",33.0,19.5,417,395,21,2,1,6,10,4,0,0,0,0,341,1,14,Matches
Marcos Rocha,br BRA,DF,31.0,17.1,1190,951,232,54,0,20,46,175,3,0,3,0,930,7,18,Matches
Mayke,br BRA,DF,27.0,14.7,892,763,123,12,1,0,41,110,1,0,1,0,739,6,11,Matches
Rony,br BRA,"FW,MF",24.0,14.3,326,307,17,3,0,1,43,8,4,1,3,0,221,2,16,Matches
Felipe Melo,br BRA,"DF,MF",36.0,12.4,603,583,19,18,0,14,0,0,0,0,0,0,518,1,3,Matches
Gustavo Scarpa,br BRA,"MF,FW",26.0,13.0,708,580,123,21,1,22,133,52,49,12,34,0,503,5,25,Matches
Emerson Santos,br BRA,"DF,MF",24.0,9.6,435,410,23,16,0,5,4,7,0,0,0,0,353,2,2,Matches
Breno,br BRA,"FW,MF",24.0,10.8,361,352,8,0,0,0,36,7,0,0,0,0,292,1,8,Matches
Wesley,br BRA,"FW,MF",20.0,8.4,210,203,5,0,2,4,15,2,2,0,1,0,146,2,10,Matches
Danilo,br BRA,MF,18.0,10.1,477,468,9,9,0,11,1,0,0,0,0,0,412,0,6,Matches
Gabriel Veron,br BRA,"FW,MF",17.0,9.8,289,277,12,6,3,4,9,3,0,0,0,0,218,0,6,Matches
Benjamín Kuscevic,cl CHI,DF,23.0,8.5,459,441,16,16,0,6,0,0,0,0,0,0,405,2,2,Matches
Renan Victor,br BRA,DF,17.0,8.0,431,404,27,6,0,1,0,21,0,0,0,0,361,0,4,Matches
Alan Empereur,br BRA,DF,25.0,7.7,409,387,18,13,0,1,1,5,0,0,0,0,364,4,5,Matches
Bruno Henrique,br BRA,MF,30.0,7.0,453,429,23,23,0,3,7,0,0,0,0,0,392,1,2,Matches
Lucas Esteves,br BRA,"DF,FW",19.0,6.7,242,207,35,5,0,1,21,30,0,0,0,0,171,0,6,Matches
Jailson,br BRA,GK,38.0,6.0,169,113,55,11,0,0,0,0,0,0,0,0,131,1,0,Matches
Ramires,br BRA,MF,32.0,6.2,301,295,4,4,1,1,1,0,0,0,0,0,243,2,8,Matches
Gabriel Vieira,br BRA,"FW,MF",17.0,4.1,49,42,7,0,0,1,2,0,0,0,0,0,38,0,2,Matches
Diogo Barbosa,br BRA,DF,27.0,3.6,177,144,33,3,0,0,10,29,1,0,1,0,141,0,4,Matches
Vitor Hugo,br BRA,DF,28.0,3.0,171,161,9,9,0,0,0,0,0,0,0,0,157,1,1,Matches
Vinicius Silvestre,br BRA,GK,25.0,2.0,73,47,26,6,0,0,0,0,0,0,0,0,46,0,2,Matches
Vanderlan,br BRA,DF,17.0,1.4,77,71,6,3,0,0,1,3,0,0,0,0,65,0,2,Matches
Marcelinho,br BRA,FW,17.0,0.7,10,10,0,0,0,0,2,0,0,0,0,0,6,0,0,Matches
Fabrício Biato,br BRA,FW,18.0,1.2,11,10,1,0,0,0,0,0,0,0,0,0,5,0,1,Matches
Pedro Acacio,br BRA,"MF,DF",17.0,0.4,20,18,1,0,0,0,0,1,0,0,0,0,16,1,0,Matches
Squad Total,,,26.4,38.0,18595,16658,1861,596,25,193,773,701,209,47,132,0,15040,76,277,
Opponent Total,,,26.3,38.0,16998,14953,2007,662,12,138,635,735,169,57,88,1,13499,38,319,
