Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
1,Palmeiras,19,14,4,1,35,13,22,46,2.42,19,10,4,5,27,19,8,34,1.79
2,Santos,19,15,2,2,36,11,25,47,2.47,19,7,3,9,23,24,-1,24,1.26
3,Flamengo,19,12,5,2,31,16,15,41,2.16,19,8,6,5,21,19,2,30,1.58
