Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Henrique Dourado,br BRA,FW,24.0,33,2682.0,81.0,78.4,29.8,32,82.0,25.0,1,45.0,0,1.03,29.0,48.0,-19.0,-0.64,0.09,Matches
Marcelo Oliveira,br BRA,"DF,MF",26.0,28,2450.0,88.0,71.6,27.2,28,88.0,26.0,0,,1,1.11,22.0,38.0,-16.0,-0.59,0.25,Matches
Victor Luis,br BRA,DF,20.0,28,2265.0,81.0,66.2,25.2,25,89.0,24.0,3,10.0,4,1.18,24.0,44.0,-20.0,-0.79,-0.41,Matches
Lúcio,br BRA,DF,35.0,25,2250.0,90.0,65.8,25.0,25,90.0,25.0,0,,1,1.24,27.0,38.0,-11.0,-0.44,0.64,Matches
Renato,br BRA,MF,22.0,25,2198.0,88.0,64.3,24.4,25,88.0,23.0,0,,7,0.92,19.0,37.0,-18.0,-0.74,-0.22,Matches
Wesley,br BRA,MF,26.0,26,2074.0,80.0,60.6,23.0,25,81.0,12.0,1,45.0,1,1.19,23.0,28.0,-5.0,-0.22,1.12,Matches
Juninho,br BRA,DF,24.0,23,1716.0,75.0,50.2,19.1,21,81.0,14.0,2,10.0,7,1.35,18.0,28.0,-10.0,-0.52,0.27,Matches
Fábio Szymonek,br BRA,GK,23.0,18,1620.0,90.0,47.4,18.0,18,90.0,18.0,0,,10,1.0,12.0,22.0,-10.0,-0.56,0.19,Matches
Fernando Tobio,ar ARG,DF,24.0,18,1559.0,87.0,45.6,17.3,18,87.0,17.0,0,,2,1.0,13.0,25.0,-12.0,-0.69,-0.06,Matches
Diogo Luís Santo,br BRA,FW,26.0,24,1643.0,68.0,48.0,18.3,17,85.0,14.0,7,29.0,6,0.92,10.0,32.0,-22.0,-1.21,-1.05,Matches
João Pedro,br BRA,DF,17.0,17,1530.0,90.0,44.7,17.0,17,90.0,17.0,0,,1,1.12,18.0,31.0,-13.0,-0.76,-0.19,Matches
Jorge Valdivia,cl CHI,MF,30.0,17,1336.0,79.0,39.1,14.8,16,81.0,10.0,1,36.0,0,1.41,22.0,17.0,5.0,0.34,1.63,Matches
Fernando Prass,br BRA,GK,35.0,15,1304.0,87.0,38.1,14.5,15,87.0,14.0,0,,0,1.0,13.0,21.0,-8.0,-0.55,0.17,Matches
Wendel,br BRA,"DF,MF",32.0,15,1282.0,85.0,37.5,14.2,15,85.0,11.0,0,,14,0.93,11.0,19.0,-8.0,-0.56,0.15,Matches
Nathan Cardoso,br BRA,DF,18.0,12,1047.0,87.0,30.6,11.6,12,87.0,10.0,0,,4,0.83,9.0,19.0,-10.0,-0.86,-0.29,Matches
Leandro,br BRA,"FW,MF",20.0,18,1004.0,56.0,29.4,11.2,11,71.0,3.0,7,31.0,4,1.11,13.0,16.0,-3.0,-0.27,0.55,Matches
Jonatan Cristaldo,ar ARG,FW,24.0,17,853.0,50.0,24.9,9.5,8,70.0,1.0,9,32.0,5,1.0,12.0,19.0,-7.0,-0.74,-0.11,Matches
Pablo Mouche,ar ARG,"FW,MF",26.0,17,780.0,46.0,22.8,8.7,8,69.0,1.0,9,25.0,11,0.76,9.0,14.0,-5.0,-0.58,0.1,Matches
