Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-20,18:30,Série A,Matchweek 1,Sun,Away,W,2,1,Criciúma,,11768,,4-2-3-1,4-1-2-1-2,André Luiz de Freitas Castro,Match Report,
2014-04-26,21:00,Série A,Matchweek 2,Sat,Home,L,0,1,Fluminense,,11189,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2014-05-04,16:00,Série A,Matchweek 3,Sun,Away,L,2,4,Flamengo,,21082,,4-2-3-1,4-2-3-1,Paulo Henrique De Godoy Bezerra,Match Report,
2014-05-10,18:30,Série A,Matchweek 4,Sat,Home,W,2,0,Goiás,,6454,,4-2-3-1,4-4-2,Felipe Gomes da Silva,Match Report,
2014-05-18,18:30,Série A,Matchweek 5,Sun,Away,W,1,0,Vitória,,8484,,4-2-3-1,4-3-3,Leandro Pedro Vuaden,Match Report,
2014-05-22,19:30,Série A,Matchweek 6,Thu,Home,W,1,0,Figueirense,,10870,,4-2-3-1,4-1-2-1-2,Paulo Henrique Schleinch Vollkopf,Match Report,
2014-05-25,18:30,Série A,Matchweek 7,Sun,Away,L,0,2,Chapecoense,,6275,,4-2-3-1,4-4-2,Emerson De Almeida Ferreira,Match Report,
2014-05-28,19:30,Série A,Matchweek 8,Wed,Home,L,0,2,Botafogo (RJ),,5681,,4-2-3-1,4-2-2-2,Heber Roberto Lopes,Match Report,
2014-06-01,16:00,Série A,Matchweek 9,Sun,Away,D,0,0,Grêmio,,15136,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2014-07-17,19:30,Série A,Matchweek 10,Thu,Away,L,0,2,Santos,,11774,,4-1-2-1-2◆,4-2-3-1,Raphael Claus,Match Report,
2014-07-20,16:00,Série A,Matchweek 11,Sun,Home,L,1,2,Cruzeiro,,14970,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Away,L,0,2,Corinthians,,31031,,4-2-3-1,4-2-2-2,Sandro Ricci,Match Report,
2014-08-03,16:00,Série A,Matchweek 13,Sun,Home,D,1,1,Bahia,,15206,,4-2-3-1,4-3-2-1,Marcelo de Lima Henrique,Match Report,
2014-08-10,18:30,Série A,Matchweek 14,Sun,Away,L,1,2,Atlético Mineiro,,14089,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2014-08-17,16:00,Série A,Matchweek 15,Sun,Home,L,1,2,São Paulo,,20267,,4-2-3-1,4-2-2-2,Péricles Bassols Pegado Cortez,Match Report,
2014-08-20,19:30,Série A,Matchweek 16,Wed,Away,L,1,2,Sport Recife,,21802,,4-1-2-1-2◆,4-3-3,Heber Roberto Lopes,Match Report,
2014-08-23,21:00,Série A,Matchweek 17,Sat,Home,W,1,0,Coritiba,,18461,,4-3-3,4-3-3,Marcos Andre Gomes da Penha,Match Report,
2014-08-30,18:30,Série A,Matchweek 18,Sat,Home,L,0,1,Internacional,,31178,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2014-09-07,18:30,Série A,Matchweek 19,Sun,Away,D,1,1,Ath Paranaense,,19559,,4-2-2-2,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2014-09-10,19:30,Série A,Matchweek 20,Wed,Home,W,1,0,Criciúma,,17173,,4-2-2-2,4-2-3-1,Cleisson Veloso Pereira,Match Report,
