Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Sidão,br BRA,GK,33.0,32,32,2880,32.0,31,0.97,114,85,72.8,16,7,9,14,43.8,2,0,2,0,100.0,Matches
Helton Leite,br BRA,GK,25.0,6,6,540,6.0,8,1.33,23,15,65.2,1,1,4,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.6,38,38,3420,38.0,39,1.03,137,100,71.5,17,8,13,14,36.8,2,0,2,0,100.0,
Opponent Total,,,26.5,38,38,3420,38.0,43,1.13,140,102,72.9,13,8,17,14,36.8,6,5,0,1,0.0,
