Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-01-29,19:00,Libertadores,First stage,Wed,Away,L,0,1,ec SD Quito,,4123.0,,,,Wilmar Roldán,Match Report,Leg 1 of 2
2014-02-05,22:00,Libertadores,First stage,Wed,Home,W,4,0,ec SD Quito,,45154.0,,,,Silvio Trucco,Match Report,Leg 2 of 2; Botafogo (RJ) won
2014-02-11,20:00,Libertadores,Second stage,Tue,Home,W,2,0,ar San Lorenzo,,28116.0,,,,Roberto Silvera,Match Report,
2014-02-26,19:45,Libertadores,Second stage,Wed,Away,D,1,1,cl Unión Española,,7000.0,,,,Juan Soto,Match Report,
2014-03-12,17:45,Libertadores,Second stage,Wed,Away,L,1,2,ec Independiente,,,,4-2-2-2,4-2-3-1,Manuel Garay,Match Report,
2014-03-18,22:00,Libertadores,Second stage,Tue,Home,W,1,0,ec Independiente,,,,,,Darío Ubríaco,Match Report,
2014-04-02,20:45,Libertadores,Second stage,Wed,Home,L,0,1,cl Unión Española,,,,,,Daniel Fedorczuk,Match Report,
2014-04-09,18:45,Libertadores,Second stage,Wed,Away,L,0,3,ar San Lorenzo,,,,,,Juan Soto,Match Report,
2014-04-20,16:00,Série A,Matchweek 1,Sun,Away,L,0,3,São Paulo,,31564.0,,4-4-2,4-2-3-1,Wilton Sampaio,Match Report,
2014-04-27,16:00,Série A,Matchweek 2,Sun,Home,D,2,2,Internacional,,9995.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2014-05-04,16:00,Série A,Matchweek 3,Sun,Away,L,0,1,Bahia,,16040.0,,4-2-2-2,4-2-3-1,Raphael Claus,Match Report,
2014-05-10,21:00,Série A,Matchweek 4,Sat,Home,W,6,0,Criciúma,,4992.0,,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2014-05-14,22:00,Série A,Matchweek 5,Wed,Away,L,0,2,Goiás,,9737.0,,4-2-2-2,4-2-2-2,Ricardo Marques Ribeiro,Match Report,
