Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
João Paulo Mior,br BRA,MF,27.0,32.8,1464,1821,80.4,25200,7049,664,725,91.6,564,678,83.2,168,297,56.6,2,4.3,3.5,-2.3,44,155,33,12,223,Matches
Gabriel,br BRA,DF,23.0,33.4,1685,1905,88.5,34440,14174,528,564,93.6,888,954,93.1,240,339,70.8,1,0.6,0.6,0.4,3,58,2,0,88,Matches
Cícero Santos,br BRA,MF,34.0,31.1,1480,1676,88.3,27282,7302,563,621,90.7,735,813,90.4,150,191,78.5,1,1.6,2.0,-0.6,18,107,12,2,140,Matches
Gatito Fernández,py PAR,GK,30.0,29.5,686,926,74.1,19284,14411,140,141,99.3,309,315,98.1,232,461,50.3,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Diego Souza,br BRA,"FW,MF",33.0,29.1,601,778,77.2,7825,1771,362,416,87.0,175,231,75.8,15,32,46.9,1,4.1,3.1,-3.1,34,55,13,2,72,Matches
Luiz Fernando,br BRA,"MF,FW",22.0,23.5,456,607,75.1,6400,1398,276,313,88.2,125,170,73.5,30,57,52.6,0,1.4,1.6,-1.4,21,30,21,10,47,Matches
Joel Carli,ar ARG,DF,32.0,25.0,1020,1226,83.2,18679,6754,417,450,92.7,467,531,87.9,113,210,53.8,0,0.5,0.8,-0.5,2,50,2,0,60,Matches
Marcinho,br BRA,"DF,MF",22.0,23.4,975,1287,75.8,16863,4788,459,511,89.8,342,434,78.8,134,244,54.9,4,3.4,3.4,0.6,32,46,25,14,58,Matches
Alex Santana,br BRA,MF,23.0,18.7,522,596,87.6,7976,1487,282,314,89.8,187,198,94.4,28,39,71.8,1,0.8,0.5,0.2,11,43,3,0,50,Matches
Fernando Costanza,br BRA,DF,20.0,18.7,656,857,76.5,9833,3242,376,417,90.2,234,308,76.0,29,82,35.4,1,1.2,0.9,-0.2,8,35,10,4,48,Matches
Gilson,br BRA,DF,32.0,16.7,725,870,83.3,11474,4270,388,420,92.4,273,324,84.3,50,91,54.9,1,1.1,1.7,-0.1,21,29,10,9,59,Matches
